event_ts,store_id,product_id,delta,reason
2025-01-01 08:00:00,1,P00056,0,STOCKOUT
2025-01-01 08:00:00,1,P00611,0,STOCKOUT
2025-01-01 08:00:00,1,P00187,0,STOCKOUT
2025-01-01 08:00:00,1,P01062,0,STOCKOUT
2025-01-01 08:00:00,1,P00729,0,STOCKOUT
2025-01-01 08:00:00,1,P01091,0,STOCKOUT
2025-01-01 08:00:00,1,P01030,0,STOCKOUT
2025-01-01 08:00:00,1,P01256,0,STOCKOUT
2025-01-01 08:00:00,1,P00491,0,STOCKOUT
2025-01-01 08:00:00,1,P00465,0,STOCKOUT
2025-01-01 08:00:00,1,P01061,0,STOCKOUT
2025-01-01 08:00:00,1,P01498,0,STOCKOUT
2025-01-01 08:00:00,1,P00058,0,STOCKOUT
2025-01-01 08:00:00,1,P00531,0,STOCKOUT
2025-01-01 08:00:00,1,P01419,0,STOCKOUT
2025-01-01 08:00:00,1,P00706,0,STOCKOUT
2025-01-01 08:00:00,1,P01481,0,STOCKOUT
2025-01-01 08:00:00,1,P00747,0,STOCKOUT
2025-01-01 08:00:00,1,P00210,0,STOCKOUT
2025-01-01 08:00:00,1,P00963,0,STOCKOUT
2025-01-01 08:00:00,1,P00419,0,STOCKOUT
2025-01-01 08:00:00,1,P00004,0,STOCKOUT
2025-01-01 08:00:00,1,P01338,0,STOCKOUT
2025-01-01 08:00:00,1,P01353,0,STOCKOUT
2025-01-01 08:00:00,1,P00796,0,STOCKOUT
2025-01-01 08:00:00,1,P00409,0,STOCKOUT
2025-01-01 08:00:00,1,P00889,0,STOCKOUT
2025-01-01 08:00:00,1,P00681,0,STOCKOUT
2025-01-01 08:00:00,1,P01479,0,STOCKOUT
2025-01-01 08:00:00,1,P00949,0,STOCKOUT
2025-01-01 08:00:00,1,P00174,0,STOCKOUT
2025-01-01 08:00:00,1,P00349,0,STOCKOUT
2025-01-01 08:00:00,1,P00057,0,STOCKOUT
2025-01-01 08:00:00,1,P00954,0,STOCKOUT
2025-01-01 08:00:00,1,P00300,0,STOCKOUT
2025-01-01 08:00:00,1,P01221,0,STOCKOUT
2025-01-01 08:00:00,1,P00320,0,STOCKOUT
2025-01-01 08:00:00,1,P01123,0,STOCKOUT
2025-01-01 08:00:00,1,P00030,0,STOCKOUT
2025-01-01 08:00:00,1,P01331,0,STOCKOUT
2025-01-01 08:00:00,1,P01079,0,STOCKOUT
2025-01-01 08:00:00,1,P00286,0,STOCKOUT
2025-01-01 08:00:00,1,P00433,0,STOCKOUT
2025-01-01 08:00:00,1,P00516,0,STOCKOUT
2025-01-01 08:00:00,1,P01027,0,STOCKOUT
2025-01-01 08:00:00,1,P01202,0,STOCKOUT
2025-01-01 08:00:00,1,P01115,0,STOCKOUT
2025-01-01 08:00:00,1,P00269,0,STOCKOUT
2025-01-01 08:00:00,1,P00939,0,STOCKOUT
2025-01-01 08:00:00,1,P01195,0,STOCKOUT
2025-01-01 08:00:00,1,P01028,0,STOCKOUT
2025-01-01 08:00:00,1,P01090,0,STOCKOUT
2025-01-01 08:00:00,1,P01046,0,STOCKOUT
2025-01-01 08:00:00,1,P00902,0,STOCKOUT
2025-01-01 08:00:00,1,P01247,0,STOCKOUT
2025-01-01 08:00:00,1,P00353,0,STOCKOUT
2025-01-01 08:00:00,1,P00970,0,STOCKOUT
2025-01-01 08:00:00,1,P01486,0,STOCKOUT
2025-01-01 08:00:00,1,P00127,0,STOCKOUT
2025-01-01 08:00:00,1,P01398,0,STOCKOUT
2025-01-01 08:00:00,1,P01138,0,STOCKOUT
2025-01-01 08:00:00,1,P01148,0,STOCKOUT
2025-01-01 08:00:00,1,P00509,0,STOCKOUT
2025-01-01 08:00:00,1,P00087,0,STOCKOUT
2025-01-01 08:00:00,1,P01040,0,STOCKOUT
2025-01-01 08:00:00,1,P00058,0,STOCKOUT
2025-01-01 08:00:00,1,P00908,0,STOCKOUT
2025-01-01 22:00:00,1,P00001,89,REPLENISH
2025-01-01 22:00:00,1,P00002,82,REPLENISH
2025-01-01 22:00:00,1,P00003,88,REPLENISH
2025-01-01 22:00:00,1,P00004,82,REPLENISH
2025-01-01 22:00:00,1,P00005,62,REPLENISH
2025-01-01 22:00:00,1,P00006,94,REPLENISH
2025-01-01 22:00:00,1,P00007,67,REPLENISH
2025-01-01 22:00:00,1,P00008,78,REPLENISH
2025-01-01 22:00:00,1,P00009,82,REPLENISH
2025-01-01 22:00:00,1,P00010,84,REPLENISH
2025-01-01 22:00:00,1,P00011,80,REPLENISH
2025-01-01 22:00:00,1,P00012,82,REPLENISH
2025-01-01 22:00:00,1,P00013,65,REPLENISH
2025-01-01 22:00:00,1,P00014,94,REPLENISH
2025-01-01 22:00:00,1,P00015,83,REPLENISH
2025-01-01 22:00:00,1,P00016,66,REPLENISH
2025-01-01 22:00:00,1,P00017,85,REPLENISH
2025-01-01 22:00:00,1,P00018,62,REPLENISH
2025-01-01 22:00:00,1,P00019,78,REPLENISH
2025-01-01 22:00:00,1,P00020,58,REPLENISH
2025-01-01 22:00:00,1,P00021,76,REPLENISH
2025-01-01 22:00:00,1,P00022,57,REPLENISH
2025-01-01 22:00:00,1,P00023,75,REPLENISH
2025-01-01 22:00:00,1,P00024,78,REPLENISH
2025-01-01 22:00:00,1,P00025,70,REPLENISH
2025-01-01 22:00:00,1,P00026,54,REPLENISH
2025-01-01 22:00:00,1,P00027,92,REPLENISH
2025-01-01 22:00:00,1,P00028,65,REPLENISH
2025-01-01 22:00:00,1,P00029,77,REPLENISH
2025-01-01 22:00:00,1,P00030,54,REPLENISH
2025-01-01 22:00:00,1,P00031,63,REPLENISH
2025-01-01 22:00:00,1,P00032,92,REPLENISH
2025-01-01 22:00:00,1,P00033,69,REPLENISH
2025-01-01 22:00:00,1,P00034,100,REPLENISH
2025-01-01 22:00:00,1,P00035,57,REPLENISH
2025-01-01 22:00:00,1,P00036,99,REPLENISH
2025-01-01 22:00:00,1,P00037,59,REPLENISH
2025-01-01 22:00:00,1,P00038,95,REPLENISH
2025-01-01 22:00:00,1,P00039,91,REPLENISH
2025-01-01 22:00:00,1,P00040,92,REPLENISH
2025-01-01 22:00:00,1,P00041,73,REPLENISH
2025-01-01 22:00:00,1,P00042,59,REPLENISH
2025-01-01 22:00:00,1,P00043,66,REPLENISH
2025-01-01 22:00:00,1,P00044,58,REPLENISH
2025-01-01 22:00:00,1,P00045,79,REPLENISH
2025-01-01 22:00:00,1,P00046,64,REPLENISH
2025-01-01 22:00:00,1,P00047,97,REPLENISH
2025-01-01 22:00:00,1,P00048,56,REPLENISH
2025-01-01 22:00:00,1,P00049,75,REPLENISH
2025-01-01 22:00:00,1,P00050,81,REPLENISH
2025-01-01 22:00:00,1,P00051,60,REPLENISH
2025-01-01 22:00:00,1,P00052,92,REPLENISH
2025-01-01 22:00:00,1,P00053,64,REPLENISH
2025-01-01 22:00:00,1,P00054,60,REPLENISH
2025-01-01 22:00:00,1,P00055,95,REPLENISH
2025-01-01 22:00:00,1,P00056,77,REPLENISH
2025-01-01 22:00:00,1,P00057,82,REPLENISH
2025-01-01 22:00:00,1,P00058,75,REPLENISH
2025-01-01 22:00:00,1,P00059,71,REPLENISH
2025-01-01 22:00:00,1,P00060,76,REPLENISH
2025-01-01 22:00:00,1,P00061,62,REPLENISH
2025-01-01 22:00:00,1,P00062,72,REPLENISH
2025-01-01 22:00:00,1,P00063,70,REPLENISH
2025-01-01 22:00:00,1,P00064,55,REPLENISH
2025-01-01 22:00:00,1,P00065,96,REPLENISH
2025-01-01 22:00:00,1,P00066,73,REPLENISH
2025-01-01 22:00:00,1,P00067,51,REPLENISH
2025-01-01 22:00:00,1,P00068,71,REPLENISH
2025-01-01 22:00:00,1,P00069,85,REPLENISH
2025-01-01 22:00:00,1,P00070,79,REPLENISH
2025-01-01 22:00:00,1,P00071,78,REPLENISH
2025-01-01 22:00:00,1,P00072,95,REPLENISH
2025-01-01 22:00:00,1,P00073,51,REPLENISH
2025-01-01 22:00:00,1,P00074,74,REPLENISH
2025-01-01 22:00:00,1,P00075,71,REPLENISH
2025-01-01 22:00:00,1,P00076,83,REPLENISH
2025-01-01 22:00:00,1,P00077,89,REPLENISH
2025-01-01 22:00:00,1,P00078,68,REPLENISH
2025-01-01 22:00:00,1,P00079,82,REPLENISH
2025-01-01 22:00:00,1,P00080,54,REPLENISH
2025-01-01 22:00:00,1,P00081,57,REPLENISH
2025-01-01 22:00:00,1,P00082,100,REPLENISH
2025-01-01 22:00:00,1,P00083,64,REPLENISH
2025-01-01 22:00:00,1,P00084,56,REPLENISH
2025-01-01 22:00:00,1,P00085,55,REPLENISH
2025-01-01 22:00:00,1,P00086,66,REPLENISH
2025-01-01 22:00:00,1,P00087,67,REPLENISH
2025-01-01 22:00:00,1,P00088,52,REPLENISH
2025-01-01 22:00:00,1,P00089,99,REPLENISH
2025-01-01 22:00:00,1,P00090,61,REPLENISH
2025-01-01 22:00:00,1,P00091,67,REPLENISH
2025-01-01 22:00:00,1,P00092,98,REPLENISH
2025-01-01 22:00:00,1,P00093,58,REPLENISH
2025-01-01 22:00:00,1,P00094,77,REPLENISH
2025-01-01 22:00:00,1,P00095,93,REPLENISH
2025-01-01 22:00:00,1,P00096,66,REPLENISH
2025-01-01 22:00:00,1,P00097,75,REPLENISH
2025-01-01 22:00:00,1,P00098,59,REPLENISH
2025-01-01 22:00:00,1,P00099,84,REPLENISH
2025-01-01 22:00:00,1,P00100,82,REPLENISH
2025-01-01 22:00:00,1,P00101,86,REPLENISH
2025-01-01 22:00:00,1,P00102,81,REPLENISH
2025-01-01 22:00:00,1,P00103,94,REPLENISH
2025-01-01 22:00:00,1,P00104,70,REPLENISH
2025-01-01 22:00:00,1,P00105,55,REPLENISH
2025-01-01 22:00:00,1,P00106,67,REPLENISH
2025-01-01 22:00:00,1,P00107,53,REPLENISH
2025-01-01 22:00:00,1,P00108,94,REPLENISH
2025-01-01 22:00:00,1,P00109,61,REPLENISH
2025-01-01 22:00:00,1,P00110,77,REPLENISH
2025-01-01 22:00:00,1,P00111,54,REPLENISH
2025-01-01 22:00:00,1,P00112,67,REPLENISH
2025-01-01 22:00:00,1,P00113,51,REPLENISH
2025-01-01 22:00:00,1,P00114,90,REPLENISH
2025-01-01 22:00:00,1,P00115,55,REPLENISH
2025-01-01 22:00:00,1,P00116,66,REPLENISH
2025-01-01 22:00:00,1,P00117,55,REPLENISH
2025-01-01 22:00:00,1,P00118,88,REPLENISH
2025-01-01 22:00:00,1,P00119,64,REPLENISH
2025-01-01 22:00:00,1,P00120,54,REPLENISH
2025-01-01 22:00:00,1,P00121,66,REPLENISH
2025-01-01 22:00:00,1,P00122,57,REPLENISH
2025-01-01 22:00:00,1,P00123,79,REPLENISH
2025-01-01 22:00:00,1,P00124,50,REPLENISH
2025-01-01 22:00:00,1,P00125,71,REPLENISH
2025-01-01 22:00:00,1,P00126,85,REPLENISH
2025-01-01 22:00:00,1,P00127,76,REPLENISH
2025-01-01 22:00:00,1,P00128,67,REPLENISH
2025-01-01 22:00:00,1,P00129,89,REPLENISH
2025-01-01 22:00:00,1,P00130,58,REPLENISH
2025-01-01 22:00:00,1,P00131,52,REPLENISH
2025-01-01 22:00:00,1,P00132,83,REPLENISH
2025-01-01 22:00:00,1,P00133,95,REPLENISH
2025-01-01 22:00:00,1,P00134,65,REPLENISH
2025-01-01 22:00:00,1,P00135,57,REPLENISH
2025-01-01 22:00:00,1,P00136,60,REPLENISH
2025-01-01 22:00:00,1,P00137,66,REPLENISH
2025-01-01 22:00:00,1,P00138,53,REPLENISH
2025-01-01 22:00:00,1,P00139,61,REPLENISH
2025-01-01 22:00:00,1,P00140,62,REPLENISH
2025-01-01 22:00:00,1,P00141,69,REPLENISH
2025-01-01 22:00:00,1,P00142,90,REPLENISH
2025-01-01 22:00:00,1,P00143,69,REPLENISH
2025-01-01 22:00:00,1,P00144,83,REPLENISH
2025-01-01 22:00:00,1,P00145,98,REPLENISH
2025-01-01 22:00:00,1,P00146,63,REPLENISH
2025-01-01 22:00:00,1,P00147,68,REPLENISH
2025-01-01 22:00:00,1,P00148,78,REPLENISH
2025-01-01 22:00:00,1,P00149,82,REPLENISH
2025-01-01 22:00:00,1,P00150,93,REPLENISH
2025-01-01 22:00:00,1,P00151,61,REPLENISH
2025-01-01 22:00:00,1,P00152,67,REPLENISH
2025-01-01 22:00:00,1,P00153,72,REPLENISH
2025-01-01 22:00:00,1,P00154,51,REPLENISH
2025-01-01 22:00:00,1,P00155,66,REPLENISH
2025-01-01 22:00:00,1,P00156,52,REPLENISH
2025-01-01 22:00:00,1,P00157,50,REPLENISH
2025-01-01 22:00:00,1,P00158,51,REPLENISH
2025-01-01 22:00:00,1,P00159,96,REPLENISH
2025-01-01 22:00:00,1,P00160,82,REPLENISH
2025-01-01 22:00:00,1,P00161,85,REPLENISH
2025-01-01 22:00:00,1,P00162,62,REPLENISH
2025-01-01 22:00:00,1,P00163,82,REPLENISH
2025-01-01 22:00:00,1,P00164,80,REPLENISH
2025-01-01 22:00:00,1,P00165,65,REPLENISH
2025-01-01 22:00:00,1,P00166,78,REPLENISH
2025-01-01 22:00:00,1,P00167,56,REPLENISH
2025-01-01 22:00:00,1,P00168,92,REPLENISH
2025-01-01 22:00:00,1,P00169,91,REPLENISH
2025-01-01 22:00:00,1,P00170,77,REPLENISH
2025-01-01 22:00:00,1,P00171,92,REPLENISH
2025-01-01 22:00:00,1,P00172,81,REPLENISH
2025-01-01 22:00:00,1,P00173,84,REPLENISH
2025-01-01 22:00:00,1,P00174,75,REPLENISH
2025-01-01 22:00:00,1,P00175,82,REPLENISH
2025-01-01 22:00:00,1,P00176,69,REPLENISH
2025-01-01 22:00:00,1,P00177,94,REPLENISH
2025-01-01 22:00:00,1,P00178,63,REPLENISH
2025-01-01 22:00:00,1,P00179,64,REPLENISH
2025-01-01 22:00:00,1,P00180,71,REPLENISH
2025-01-01 22:00:00,1,P00181,62,REPLENISH
2025-01-01 22:00:00,1,P00182,95,REPLENISH
2025-01-01 22:00:00,1,P00183,96,REPLENISH
2025-01-01 22:00:00,1,P00184,90,REPLENISH
2025-01-01 22:00:00,1,P00185,58,REPLENISH
2025-01-01 22:00:00,1,P00186,75,REPLENISH
2025-01-01 22:00:00,1,P00187,72,REPLENISH
2025-01-01 22:00:00,1,P00188,53,REPLENISH
2025-01-01 22:00:00,1,P00189,58,REPLENISH
2025-01-01 22:00:00,1,P00190,50,REPLENISH
2025-01-01 22:00:00,1,P00191,54,REPLENISH
2025-01-01 22:00:00,1,P00192,90,REPLENISH
2025-01-01 22:00:00,1,P00193,97,REPLENISH
2025-01-01 22:00:00,1,P00194,66,REPLENISH
2025-01-01 22:00:00,1,P00195,77,REPLENISH
2025-01-01 22:00:00,1,P00196,60,REPLENISH
2025-01-01 22:00:00,1,P00197,53,REPLENISH
2025-01-01 22:00:00,1,P00198,55,REPLENISH
2025-01-01 22:00:00,1,P00199,92,REPLENISH
2025-01-01 22:00:00,1,P00200,74,REPLENISH
2025-01-01 22:00:00,1,P00201,82,REPLENISH
2025-01-01 22:00:00,1,P00202,92,REPLENISH
2025-01-01 22:00:00,1,P00203,68,REPLENISH
2025-01-01 22:00:00,1,P00204,88,REPLENISH
2025-01-01 22:00:00,1,P00205,65,REPLENISH
2025-01-01 22:00:00,1,P00206,94,REPLENISH
2025-01-01 22:00:00,1,P00207,68,REPLENISH
2025-01-01 22:00:00,1,P00208,52,REPLENISH
2025-01-01 22:00:00,1,P00209,79,REPLENISH
2025-01-01 22:00:00,1,P00210,61,REPLENISH
2025-01-01 22:00:00,1,P00211,60,REPLENISH
2025-01-01 22:00:00,1,P00212,67,REPLENISH
2025-01-01 22:00:00,1,P00213,78,REPLENISH
2025-01-01 22:00:00,1,P00214,50,REPLENISH
2025-01-01 22:00:00,1,P00215,66,REPLENISH
2025-01-01 22:00:00,1,P00216,73,REPLENISH
2025-01-01 22:00:00,1,P00217,71,REPLENISH
2025-01-01 22:00:00,1,P00218,85,REPLENISH
2025-01-01 22:00:00,1,P00219,70,REPLENISH
2025-01-01 22:00:00,1,P00220,65,REPLENISH
2025-01-01 22:00:00,1,P00221,52,REPLENISH
2025-01-01 22:00:00,1,P00222,69,REPLENISH
2025-01-01 22:00:00,1,P00223,63,REPLENISH
2025-01-01 22:00:00,1,P00224,72,REPLENISH
2025-01-01 22:00:00,1,P00225,61,REPLENISH
2025-01-01 22:00:00,1,P00226,50,REPLENISH
2025-01-01 22:00:00,1,P00227,71,REPLENISH
2025-01-01 22:00:00,1,P00228,74,REPLENISH
2025-01-01 22:00:00,1,P00229,55,REPLENISH
2025-01-01 22:00:00,1,P00230,80,REPLENISH
2025-01-01 22:00:00,1,P00231,67,REPLENISH
2025-01-01 22:00:00,1,P00232,82,REPLENISH
2025-01-01 22:00:00,1,P00233,91,REPLENISH
2025-01-01 22:00:00,1,P00234,62,REPLENISH
2025-01-01 22:00:00,1,P00235,65,REPLENISH
2025-01-01 22:00:00,1,P00236,82,REPLENISH
2025-01-01 22:00:00,1,P00237,99,REPLENISH
2025-01-01 22:00:00,1,P00238,50,REPLENISH
2025-01-01 22:00:00,1,P00239,55,REPLENISH
2025-01-01 22:00:00,1,P00240,66,REPLENISH
2025-01-01 22:00:00,1,P00241,55,REPLENISH
2025-01-01 22:00:00,1,P00242,59,REPLENISH
2025-01-01 22:00:00,1,P00243,75,REPLENISH
2025-01-01 22:00:00,1,P00244,87,REPLENISH
2025-01-01 22:00:00,1,P00245,52,REPLENISH
2025-01-01 22:00:00,1,P00246,75,REPLENISH
2025-01-01 22:00:00,1,P00247,51,REPLENISH
2025-01-01 22:00:00,1,P00248,69,REPLENISH
2025-01-01 22:00:00,1,P00249,69,REPLENISH
2025-01-01 22:00:00,1,P00250,90,REPLENISH
2025-01-01 22:00:00,1,P00251,64,REPLENISH
2025-01-01 22:00:00,1,P00252,55,REPLENISH
2025-01-01 22:00:00,1,P00253,87,REPLENISH
2025-01-01 22:00:00,1,P00254,83,REPLENISH
2025-01-01 22:00:00,1,P00255,98,REPLENISH
2025-01-01 22:00:00,1,P00256,59,REPLENISH
2025-01-01 22:00:00,1,P00257,92,REPLENISH
2025-01-01 22:00:00,1,P00258,95,REPLENISH
2025-01-01 22:00:00,1,P00259,100,REPLENISH
2025-01-01 22:00:00,1,P00260,88,REPLENISH
2025-01-01 22:00:00,1,P00261,74,REPLENISH
2025-01-01 22:00:00,1,P00262,98,REPLENISH
2025-01-01 22:00:00,1,P00263,70,REPLENISH
2025-01-01 22:00:00,1,P00264,96,REPLENISH
2025-01-01 22:00:00,1,P00265,81,REPLENISH
2025-01-01 22:00:00,1,P00266,59,REPLENISH
2025-01-01 22:00:00,1,P00267,68,REPLENISH
2025-01-01 22:00:00,1,P00268,96,REPLENISH
2025-01-01 22:00:00,1,P00269,89,REPLENISH
2025-01-01 22:00:00,1,P00270,91,REPLENISH
2025-01-01 22:00:00,1,P00271,59,REPLENISH
2025-01-01 22:00:00,1,P00272,52,REPLENISH
2025-01-01 22:00:00,1,P00273,95,REPLENISH
2025-01-01 22:00:00,1,P00274,82,REPLENISH
2025-01-01 22:00:00,1,P00275,90,REPLENISH
2025-01-01 22:00:00,1,P00276,77,REPLENISH
2025-01-01 22:00:00,1,P00277,96,REPLENISH
2025-01-01 22:00:00,1,P00278,94,REPLENISH
2025-01-01 22:00:00,1,P00279,82,REPLENISH
2025-01-01 22:00:00,1,P00280,58,REPLENISH
2025-01-01 22:00:00,1,P00281,83,REPLENISH
2025-01-01 22:00:00,1,P00282,98,REPLENISH
2025-01-01 22:00:00,1,P00283,82,REPLENISH
2025-01-01 22:00:00,1,P00284,86,REPLENISH
2025-01-01 22:00:00,1,P00285,51,REPLENISH
2025-01-01 22:00:00,1,P00286,93,REPLENISH
2025-01-01 22:00:00,1,P00287,87,REPLENISH
2025-01-01 22:00:00,1,P00288,95,REPLENISH
2025-01-01 22:00:00,1,P00289,93,REPLENISH
2025-01-01 22:00:00,1,P00290,94,REPLENISH
2025-01-01 22:00:00,1,P00291,91,REPLENISH
2025-01-01 22:00:00,1,P00292,64,REPLENISH
2025-01-01 22:00:00,1,P00293,55,REPLENISH
2025-01-01 22:00:00,1,P00294,51,REPLENISH
2025-01-01 22:00:00,1,P00295,52,REPLENISH
2025-01-01 22:00:00,1,P00296,58,REPLENISH
2025-01-01 22:00:00,1,P00297,90,REPLENISH
2025-01-01 22:00:00,1,P00298,73,REPLENISH
2025-01-01 22:00:00,1,P00299,56,REPLENISH
2025-01-01 22:00:00,1,P00300,74,REPLENISH
2025-01-01 22:00:00,1,P00301,78,REPLENISH
2025-01-01 22:00:00,1,P00302,85,REPLENISH
2025-01-01 22:00:00,1,P00303,53,REPLENISH
2025-01-01 22:00:00,1,P00304,90,REPLENISH
2025-01-01 22:00:00,1,P00305,51,REPLENISH
2025-01-01 22:00:00,1,P00306,90,REPLENISH
2025-01-01 22:00:00,1,P00307,84,REPLENISH
2025-01-01 22:00:00,1,P00308,93,REPLENISH
2025-01-01 22:00:00,1,P00309,65,REPLENISH
2025-01-01 22:00:00,1,P00310,81,REPLENISH
2025-01-01 22:00:00,1,P00311,66,REPLENISH
2025-01-01 22:00:00,1,P00312,50,REPLENISH
2025-01-01 22:00:00,1,P00313,79,REPLENISH
2025-01-01 22:00:00,1,P00314,54,REPLENISH
2025-01-01 22:00:00,1,P00315,97,REPLENISH
2025-01-01 22:00:00,1,P00316,82,REPLENISH
2025-01-01 22:00:00,1,P00317,84,REPLENISH
2025-01-01 22:00:00,1,P00318,55,REPLENISH
2025-01-01 22:00:00,1,P00319,92,REPLENISH
2025-01-01 22:00:00,1,P00320,83,REPLENISH
2025-01-01 22:00:00,1,P00321,54,REPLENISH
2025-01-01 22:00:00,1,P00322,97,REPLENISH
