date,store_id,category,avg_price,units_sold,revenue,day_of_week
2025-01-01,3,Pet Food,7.858333333333333,19,150.01,Wednesday
2025-01-01,3,Prepared Meals,7.950833333333333,37,288.49,Wednesday
2025-01-01,3,Snacks/Cookies/Chips,3.1555,37,115.35,Wednesday
2025-01-01,4,Alcohol,12.1805,32,391.98,Wednesday
2025-01-01,4,Bakery,3.7946666666666666,22,81.74,Wednesday
2025-01-01,4,Baking,4.057857142857143,25,106.35,Wednesday
2025-01-01,4,Beverages,3.132,36,114.56,Wednesday
2025-01-01,4,Breakfast & Cereal,4.633636363636364,40,182.69,Wednesday
2025-01-01,4,Candy,2.532777777777778,32,80.39,Wednesday
2025-01-01,4,Condiments/Sauces/Spices,3.277058823529412,27,86.4,Wednesday
2025-01-01,4,Dairy & Eggs,3.4545000000000003,38,132.81,Wednesday
2025-01-01,4,Deli,6.375,41,235.37,Wednesday
2025-01-01,4,Frozen Foods,6.659523809523809,36,241.98000000000002,Wednesday
2025-01-01,4,Grains and Pasta,2.73,41,77.91,Wednesday
2025-01-01,4,Meat and Seafood,8.332727272727272,18,154.82,Wednesday
2025-01-01,4,Pet Food,7.304666666666666,31,221.96,Wednesday
2025-01-01,4,Prepared Meals,7.2624,40,292.37,Wednesday
2025-01-01,4,Snacks/Cookies/Chips,3.032173913043478,42,126.7,Wednesday
2025-01-01,5,Alcohol,12.910499999999999,32,401.53000000000003,Wednesday
2025-01-01,5,Bakery,3.6948000000000003,43,156.21,Wednesday
2025-01-01,5,Baking,3.911176470588235,25,97.84,Wednesday
2025-01-01,5,Beverages,3.176,37,117.7,Wednesday
2025-01-01,5,Breakfast & Cereal,5.07875,53,267.91,Wednesday
2025-01-01,5,Candy,2.354074074074074,43,104.83,Wednesday
2025-01-01,5,Condiments/Sauces/Spices,3.539565217391304,32,112.38,Wednesday
2025-01-01,5,Dairy & Eggs,3.5033333333333334,31,107.64,Wednesday
2025-01-01,5,Deli,5.927692307692308,52,283.02,Wednesday
2025-01-01,5,Frozen Foods,7.199259259259259,43,311.68,Wednesday
2025-01-01,5,Grains and Pasta,2.5876315789473683,62,116.24,Wednesday
2025-01-01,5,Meat and Seafood,9.483214285714286,52,495.51,Wednesday
2025-01-01,5,Pet Food,7.513913043478261,34,255.35999999999999,Wednesday
2025-01-01,5,Prepared Meals,7.757333333333333,48,379.15999999999997,Wednesday
2025-01-01,5,Snacks/Cookies/Chips,3.22125,53,169.93,Wednesday
2025-01-02,1,Alcohol,12.86909090909091,16,193.12,Thursday
2025-01-02,1,Bakery,4.3711111111111105,13,54.79,Thursday
2025-01-02,1,Baking,3.9479999999999995,18,72.78,Thursday
2025-01-02,1,Beverages,3.0833333333333335,20,59.3,Thursday
2025-01-02,1,Breakfast & Cereal,4.19625,15,66.19,Thursday
2025-01-02,1,Candy,2.682142857142857,19,53.75,Thursday
2025-01-02,1,Condiments/Sauces/Spices,3.175,12,39.46,Thursday
2025-01-02,1,Dairy & Eggs,3.4376923076923074,22,77.42,Thursday
2025-01-02,1,Deli,6.342727272727273,19,105.75,Thursday
2025-01-02,1,Frozen Foods,6.656666666666666,15,94.9,Thursday
2025-01-02,1,Grains and Pasta,2.2685,34,55.08,Thursday
2025-01-02,1,Meat and Seafood,9.32,23,208.3,Thursday
2025-01-02,1,Pet Food,7.7175,24,187.46,Thursday
2025-01-02,1,Prepared Meals,8.266666666666667,27,231.57999999999998,Thursday
2025-01-02,1,Snacks/Cookies/Chips,3.3880000000000003,19,63.769999999999996,Thursday
2025-01-02,2,Alcohol,11.707500000000001,41,475.07,Thursday
2025-01-02,2,Bakery,4.094285714285714,23,91.71,Thursday
2025-01-02,2,Baking,3.55625,25,84.31,Thursday
2025-01-02,2,Beverages,2.921666666666667,18,50.910000000000004,Thursday
2025-01-02,2,Breakfast & Cereal,4.943,18,88.87,Thursday
2025-01-02,2,Candy,2.4284615384615384,15,37.3,Thursday
2025-01-02,2,Condiments/Sauces/Spices,3.57625,46,166.78,Thursday
2025-01-02,2,Dairy & Eggs,3.5094117647058822,25,89.21000000000001,Thursday
2025-01-02,2,Deli,6.011052631578947,25,134.16,Thursday
2025-01-02,2,Frozen Foods,7.176666666666667,24,167.32,Thursday
2025-01-02,2,Grains and Pasta,2.4988888888888887,31,54.28,Thursday
2025-01-02,2,Meat and Seafood,9.179565217391303,39,357.13,Thursday
2025-01-02,2,Pet Food,8.008823529411766,28,225.93,Thursday
2025-01-02,2,Prepared Meals,8.067368421052631,30,237.96,Thursday
2025-01-02,2,Snacks/Cookies/Chips,3.4526666666666666,22,77.2,Thursday
2025-01-02,3,Alcohol,12.0,32,368.85,Thursday
2025-01-02,3,Bakery,3.878125,23,85.65,Thursday
2025-01-02,3,Baking,3.9176470588235293,30,79.73,Thursday
2025-01-02,3,Beverages,3.083684210526316,31,92.63,Thursday
2025-01-02,3,Breakfast & Cereal,4.7091666666666665,18,85.82,Thursday
2025-01-02,3,Candy,2.415,28,67.73,Thursday
2025-01-02,3,Condiments/Sauces/Spices,3.3390909090909093,21,53.18,Thursday
2025-01-02,3,Dairy & Eggs,3.1875,24,77.62,Thursday
2025-01-02,3,Deli,5.96090909090909,16,88.82000000000001,Thursday
2025-01-02,3,Frozen Foods,6.476153846153846,21,129.98,Thursday
2025-01-02,3,Grains and Pasta,2.517333333333333,22,39.09,Thursday
2025-01-02,3,Meat and Seafood,9.473333333333333,23,210.67,Thursday
2025-01-02,3,Pet Food,7.395454545454545,17,123.24000000000001,Thursday
2025-01-02,3,Prepared Meals,8.239,17,138.73,Thursday
2025-01-02,3,Snacks/Cookies/Chips,3.1254999999999997,34,101.17,Thursday
2025-01-02,4,Alcohol,13.288333333333332,56,709.46,Thursday
2025-01-02,4,Bakery,3.89,41,159.18,Thursday
2025-01-02,4,Baking,3.5933333333333337,32,121.09,Thursday
2025-01-02,4,Beverages,3.198666666666667,48,155.65,Thursday
2025-01-02,4,Breakfast & Cereal,4.386956521739131,46,200.39000000000001,Thursday
2025-01-02,4,Candy,2.4454545454545453,46,112.73,Thursday
2025-01-02,4,Condiments/Sauces/Spices,3.676086956521739,31,119.12,Thursday
2025-01-02,4,Dairy & Eggs,3.637391304347826,42,155.91,Thursday
2025-01-02,4,Deli,6.098333333333334,34,186.23,Thursday
2025-01-02,4,Frozen Foods,6.9688888888888885,43,294.7,Thursday
2025-01-02,4,Grains and Pasta,2.6568,42,78.86,Thursday
2025-01-02,4,Meat and Seafood,9.206666666666667,26,228.99,Thursday
2025-01-02,4,Pet Food,7.617777777777778,13,102.63,Thursday
2025-01-02,4,Prepared Meals,8.717083333333333,37,317.39,Thursday
2025-01-02,4,Snacks/Cookies/Chips,3.1385714285714283,43,132.94,Thursday
2025-01-02,5,Alcohol,11.541481481481481,49,565.58,Thursday
2025-01-02,5,Bakery,3.8064285714285715,45,168.3,Thursday
2025-01-02,5,Baking,3.8466666666666667,43,163.08,Thursday
2025-01-02,5,Beverages,3.2330434782608695,37,121.72,Thursday
2025-01-02,5,Breakfast & Cereal,4.276,46,198.02,Thursday
2025-01-02,5,Candy,2.393478260869565,39,92.92,Thursday
2025-01-02,5,Condiments/Sauces/Spices,3.674615384615385,46,164.09,Thursday
2025-01-02,5,Dairy & Eggs,3.1962499999999996,32,99.87,Thursday
2025-01-02,5,Deli,6.453703703703703,52,303.53,Thursday
2025-01-02,5,Frozen Foods,6.85,42,294.58,Thursday
2025-01-02,5,Grains and Pasta,2.4585185185185185,52,89.07000000000001,Thursday
2025-01-02,5,Meat and Seafood,9.255384615384616,47,409.79,Thursday
2025-01-02,5,Pet Food,8.139473684210527,28,225.74,Thursday
2025-01-02,5,Prepared Meals,7.833,44,337.08,Thursday
2025-01-02,5,Snacks/Cookies/Chips,2.985,36,105.86,Thursday
2025-01-03,1,Alcohol,11.196666666666665,22,231.1,Friday
2025-01-03,1,Bakery,4.485,15,71.31,Friday
2025-01-03,1,Baking,3.1453333333333333,26,82.34,Friday
2025-01-03,1,Beverages,3.153684210526316,33,108.0,Friday
2025-01-03,1,Breakfast & Cereal,4.93,24,119.86,Friday
2025-01-03,1,Candy,2.5685714285714285,27,66.44,Friday
2025-01-03,1,Condiments/Sauces/Spices,3.6993333333333336,25,93.71000000000001,Friday
2025-01-03,1,Dairy & Eggs,3.3261538461538462,24,76.34,Friday
2025-01-03,1,Deli,6.383846153846154,24,138.04,Friday
2025-01-03,1,Frozen Foods,6.921666666666667,25,180.12,Friday
2025-01-03,1,Grains and Pasta,2.555,38,68.72,Friday
2025-01-03,1,Meat and Seafood,9.828846153846154,43,421.26,Friday
2025-01-03,1,Pet Food,6.25,18,111.26,Friday
2025-01-03,1,Prepared Meals,7.880869565217391,41,319.83,Friday
2025-01-03,1,Snacks/Cookies/Chips,3.358888888888889,19,64.36,Friday
2025-01-03,2,Alcohol,11.825238095238095,33,371.12,Friday
2025-01-03,2,Bakery,3.7655000000000003,34,125.58,Friday
2025-01-03,2,Baking,3.9349999999999996,38,152.25,Friday
2025-01-03,2,Beverages,3.3314285714285714,21,67.94,Friday
2025-01-03,2,Breakfast & Cereal,4.6193333333333335,24,110.83,Friday
2025-01-03,2,Candy,2.192142857142857,28,61.78,Friday
2025-01-03,2,Condiments/Sauces/Spices,3.807857142857143,16,59.21,Friday
2025-01-03,2,Dairy & Eggs,3.4699999999999998,20,69.22,Friday
2025-01-03,2,Deli,5.679230769230769,20,100.62,Friday
2025-01-03,2,Frozen Foods,6.67875,31,201.68,Friday
2025-01-03,2,Grains and Pasta,2.494444444444444,45,79.17999999999999,Friday
2025-01-03,2,Meat and Seafood,9.291875,31,286.11,Friday
2025-01-03,2,Pet Food,6.704000000000001,36,240.44,Friday
2025-01-03,2,Prepared Meals,7.859,34,266.92,Friday
2025-01-03,2,Snacks/Cookies/Chips,3.1559259259259256,48,152.13,Friday
2025-01-03,3,Alcohol,12.22,49,578.28,Friday
2025-01-03,3,Bakery,4.216,47,186.44,Friday
2025-01-03,3,Baking,3.37875,39,92.78,Friday
2025-01-03,3,Beverages,3.064516129032258,54,165.16,Friday
2025-01-03,3,Breakfast & Cereal,5.1273333333333335,54,280.69,Friday
2025-01-03,3,Candy,2.42875,56,139.16,Friday
2025-01-03,3,Condiments/Sauces/Spices,4.2905263157894735,31,103.42,Friday
2025-01-03,3,Dairy & Eggs,3.8055555555555554,28,103.44,Friday
2025-01-03,3,Deli,6.164000000000001,43,236.49,Friday
2025-01-03,3,Frozen Foods,6.977941176470588,59,416.07,Friday
2025-01-03,3,Grains and Pasta,2.54625,52,92.85,Friday
2025-01-03,3,Meat and Seafood,9.53108108108108,61,582.83,Friday
2025-01-03,3,Pet Food,7.28,44,321.0,Friday
2025-01-03,3,Prepared Meals,8.044545454545453,56,464.27,Friday
2025-01-03,3,Snacks/Cookies/Chips,3.1045454545454545,42,130.93,Friday
2025-01-03,4,Alcohol,12.798461538461538,42,531.29,Friday
2025-01-03,4,Bakery,4.025384615384615,43,166.01,Friday
2025-01-03,4,Baking,3.4496428571428575,50,172.52,Friday
2025-01-03,4,Beverages,3.210625,52,172.02,Friday
2025-01-03,4,Breakfast & Cereal,4.881071428571429,50,236.58,Friday
2025-01-03,4,Candy,2.2961290322580648,54,123.97,Friday
2025-01-03,4,Condiments/Sauces/Spices,3.8369565217391304,34,125.81,Friday
2025-01-03,4,Dairy & Eggs,3.7414285714285715,41,157.32,Friday
2025-01-03,4,Deli,6.558461538461539,42,259.18,Friday
2025-01-03,4,Frozen Foods,6.592758620689655,47,301.44,Friday
2025-01-03,4,Grains and Pasta,2.4923076923076923,38,67.56,Friday
2025-01-03,4,Meat and Seafood,9.48225806451613,52,492.69,Friday
2025-01-03,4,Pet Food,7.0169999999999995,48,337.65,Friday
2025-01-03,4,Prepared Meals,8.476666666666667,35,300.87,Friday
2025-01-03,4,Snacks/Cookies/Chips,3.0241666666666664,39,119.75,Friday
2025-01-03,5,Alcohol,12.286206896551725,43,511.52,Friday
2025-01-03,5,Bakery,3.705862068965517,47,176.78,Friday
2025-01-03,5,Baking,4.044,44,176.6,Friday
2025-01-03,5,Beverages,3.288,57,185.85999999999999,Friday
2025-01-03,5,Breakfast & Cereal,5.256666666666667,46,242.5,Friday
2025-01-03,5,Candy,2.415833333333333,41,101.69,Friday
2025-01-03,5,Condiments/Sauces/Spices,3.431891891891892,63,221.82,Friday
2025-01-03,5,Dairy & Eggs,3.696857142857143,59,218.72,Friday
2025-01-03,5,Deli,6.421290322580645,51,295.14,Friday
2025-01-03,5,Frozen Foods,6.783125,57,381.07,Friday
2025-01-03,5,Grains and Pasta,2.704615384615385,68,124.62,Friday
2025-01-03,5,Meat and Seafood,9.61,58,559.74,Friday
2025-01-03,5,Pet Food,7.58575,57,439.82,Friday
2025-01-03,5,Prepared Meals,7.86888888888889,65,498.78000000000003,Friday
2025-01-03,5,Snacks/Cookies/Chips,3.004642857142857,53,160.21,Friday
2025-01-04,1,Alcohol,12.940625,25,316.91,Saturday
2025-01-04,1,Bakery,3.5799999999999996,12,42.730000000000004,Saturday
2025-01-04,1,Baking,3.9185714285714286,14,55.71,Saturday
2025-01-04,1,Beverages,3.4672727272727273,36,127.05,Saturday
2025-01-04,1,Breakfast & Cereal,4.663809523809523,30,138.13,Saturday
2025-01-04,1,Candy,2.49,33,83.05,Saturday
2025-01-04,1,Condiments/Sauces/Spices,5.298,6,32.09,Saturday
2025-01-04,1,Dairy & Eggs,3.877,16,59.6,Saturday
2025-01-04,1,Deli,6.800526315789474,29,175.04,Saturday
2025-01-04,1,Frozen Foods,6.776153846153846,20,133.97,Saturday
2025-01-04,1,Grains and Pasta,2.328823529411765,29,47.12,Saturday
2025-01-04,1,Meat and Seafood,9.5275,31,288.14,Saturday
2025-01-04,1,Pet Food,7.535,10,72.71000000000001,Saturday
2025-01-04,1,Prepared Meals,8.484375,28,238.54,Saturday
2025-01-04,1,Snacks/Cookies/Chips,3.21,31,98.24,Saturday
2025-01-04,2,Alcohol,13.100555555555555,32,413.81,Saturday
2025-01-04,2,Bakery,3.9209375,53,211.1,Saturday
2025-01-04,2,Baking,3.5986206896551725,47,170.64,Saturday
2025-01-04,2,Beverages,3.3848000000000003,43,148.19,Saturday
2025-01-04,2,Breakfast & Cereal,4.874642857142858,53,252.34,Saturday
2025-01-04,2,Candy,2.505666666666667,51,126.46,Saturday
2025-01-04,2,Condiments/Sauces/Spices,3.4695238095238095,35,122.47,Saturday
2025-01-04,2,Dairy & Eggs,3.8373913043478263,36,139.96,Saturday
2025-01-04,2,Deli,6.1191666666666675,42,233.74,Saturday
2025-01-04,2,Frozen Foods,7.020588235294118,29,201.85,Saturday
2025-01-04,2,Grains and Pasta,2.747142857142857,33,60.94,Saturday
2025-01-04,2,Meat and Seafood,9.25,36,335.45,Saturday
2025-01-04,2,Pet Food,7.284583333333334,39,289.39,Saturday
2025-01-04,2,Prepared Meals,7.519523809523809,30,219.05,Saturday
2025-01-04,2,Snacks/Cookies/Chips,3.316818181818182,30,97.19,Saturday
2025-01-04,3,Alcohol,12.51423076923077,44,549.97,Saturday
2025-01-04,3,Bakery,3.973333333333333,45,166.54,Saturday
2025-01-04,3,Baking,3.5185000000000004,35,85.67999999999999,Saturday
2025-01-04,3,Beverages,3.4527027027027026,56,189.85,Saturday
2025-01-04,3,Breakfast & Cereal,4.548333333333334,31,138.53,Saturday
2025-01-04,3,Candy,2.476363636363636,42,104.75,Saturday
2025-01-04,3,Condiments/Sauces/Spices,3.3752,38,96.45,Saturday
2025-01-04,3,Dairy & Eggs,3.592,51,181.12,Saturday
2025-01-04,3,Deli,6.316842105263158,34,193.27,Saturday
2025-01-04,3,Frozen Foods,6.980952380952381,36,234.06,Saturday
2025-01-04,3,Grains and Pasta,2.4579310344827587,47,81.66,Saturday
2025-01-04,3,Meat and Seafood,9.78448275862069,49,464.11,Saturday
2025-01-04,3,Pet Food,7.546,53,398.19,Saturday
2025-01-04,3,Prepared Meals,7.846,52,406.24,Saturday
2025-01-04,3,Snacks/Cookies/Chips,3.132962962962963,46,140.43,Saturday
2025-01-04,4,Alcohol,12.573962264150943,89,1113.29,Saturday
2025-01-04,4,Bakery,3.7938636363636364,75,282.24,Saturday
2025-01-04,4,Baking,3.7818181818181817,57,212.94,Saturday
2025-01-04,4,Beverages,3.4920754716981133,81,282.33,Saturday
2025-01-04,4,Breakfast & Cereal,4.858108108108108,61,289.67,Saturday
2025-01-04,4,Candy,2.5285714285714285,69,173.29,Saturday
2025-01-04,4,Condiments/Sauces/Spices,3.9646666666666666,74,296.37,Saturday
2025-01-04,4,Dairy & Eggs,3.8119047619047617,60,230.51,Saturday
2025-01-04,4,Deli,6.181702127659575,70,389.38,Saturday
2025-01-04,4,Frozen Foods,6.368,72,466.26,Saturday
2025-01-04,4,Grains and Pasta,2.5152941176470587,85,147.84,Saturday
2025-01-04,4,Meat and Seafood,9.220222222222223,76,703.12,Saturday
2025-01-04,4,Pet Food,7.408378378378378,66,499.96,Saturday
2025-01-04,4,Prepared Meals,7.984528301886793,78,612.82,Saturday
2025-01-04,4,Snacks/Cookies/Chips,3.176341463414634,65,209.52,Saturday
2025-01-04,5,Alcohol,12.272368421052633,64,749.18,Saturday
2025-01-04,5,Bakery,3.863095238095238,69,267.43,Saturday
2025-01-04,5,Baking,3.791276595744681,79,304.09,Saturday
2025-01-04,5,Beverages,3.38,79,265.33,Saturday
2025-01-04,5,Breakfast & Cereal,4.8244897959183675,82,402.52,Saturday
2025-01-04,5,Candy,2.433392857142857,87,210.59,Saturday
2025-01-04,5,Condiments/Sauces/Spices,3.7211764705882353,55,199.98,Saturday
2025-01-04,5,Dairy & Eggs,3.927878787878788,56,216.64,Saturday
2025-01-04,5,Deli,6.1,54,293.01,Saturday
2025-01-04,5,Frozen Foods,6.691944444444444,64,429.93,Saturday
2025-01-04,5,Grains and Pasta,2.5546341463414635,70,121.02,Saturday
2025-01-04,5,Meat and Seafood,8.915111111111111,75,653.88,Saturday
2025-01-04,5,Pet Food,7.433142857142858,57,440.6,Saturday
2025-01-04,5,Prepared Meals,8.11648148148148,93,732.74,Saturday
2025-01-04,5,Snacks/Cookies/Chips,3.322619047619048,62,207.19,Saturday
2025-01-05,1,Alcohol,12.331818181818182,33,406.01,Sunday
2025-01-05,1,Bakery,4.704705882352941,27,135.92,Sunday
2025-01-05,1,Baking,3.5719047619047624,40,145.74,Sunday
2025-01-05,1,Beverages,3.2741666666666664,42,138.0,Sunday
2025-01-05,1,Breakfast & Cereal,4.7942857142857145,35,169.1,Sunday
2025-01-05,1,Candy,2.6363636363636362,16,44.84,Sunday
2025-01-05,1,Condiments/Sauces/Spices,4.008571428571429,26,102.32000000000001,Sunday
2025-01-05,1,Dairy & Eggs,3.651111111111111,31,87.64,Sunday
2025-01-05,1,Deli,6.37235294117647,26,166.12,Sunday
2025-01-05,1,Frozen Foods,6.860454545454545,36,217.73,Sunday
2025-01-05,1,Grains and Pasta,2.624,33,86.36,Sunday
2025-01-05,1,Meat and Seafood,8.415384615384616,24,200.34,Sunday
2025-01-05,1,Pet Food,6.975,17,115.95,Sunday
2025-01-05,1,Prepared Meals,8.250499999999999,38,297.67,Sunday
2025-01-05,1,Snacks/Cookies/Chips,3.2075000000000005,25,78.94,Sunday
2025-01-05,2,Alcohol,12.97809523809524,39,518.57,Sunday
2025-01-05,2,Bakery,4.06,36,149.34,Sunday
2025-01-05,2,Baking,3.7792857142857144,26,91.33,Sunday
2025-01-05,2,Beverages,2.894444444444444,15,43.6,Sunday
2025-01-05,2,Breakfast & Cereal,4.5404347826086955,41,187.68,Sunday
2025-01-05,2,Candy,2.6614285714285715,11,29.4,Sunday
2025-01-05,2,Condiments/Sauces/Spices,3.670769230769231,25,84.22,Sunday
2025-01-05,2,Dairy & Eggs,3.6755000000000004,32,92.38,Sunday
2025-01-05,2,Deli,6.03,31,187.38,Sunday
2025-01-05,2,Frozen Foods,6.185,26,138.64,Sunday
2025-01-05,2,Grains and Pasta,2.598235294117647,30,75.71,Sunday
2025-01-05,2,Meat and Seafood,8.51,27,227.05,Sunday
2025-01-05,2,Pet Food,7.164499999999999,36,257.33,Sunday
2025-01-05,2,Prepared Meals,7.7044,41,299.03999999999996,Sunday
2025-01-05,2,Snacks/Cookies/Chips,3.2399999999999998,24,79.69,Sunday
2025-01-05,3,Alcohol,12.49157894736842,62,768.66,Sunday
2025-01-05,3,Bakery,4.006363636363637,55,223.25,Sunday
2025-01-05,3,Baking,3.655806451612903,49,183.29,Sunday
2025-01-05,3,Beverages,3.164516129032258,53,170.61,Sunday
2025-01-05,3,Breakfast & Cereal,4.684545454545455,72,329.92,Sunday
2025-01-05,3,Candy,2.5260714285714285,53,130.25,Sunday
2025-01-05,3,Condiments/Sauces/Spices,3.7176470588235295,53,192.71,Sunday
2025-01-05,3,Dairy & Eggs,4.035161290322581,46,147.99,Sunday
2025-01-05,3,Deli,5.9525,52,304.53,Sunday
2025-01-05,3,Frozen Foods,6.485384615384616,40,231.06,Sunday
2025-01-05,3,Grains and Pasta,2.7505555555555556,62,166.49,Sunday
2025-01-05,3,Meat and Seafood,9.30857142857143,55,487.56,Sunday
2025-01-05,3,Pet Food,7.0581249999999995,46,316.49,Sunday
2025-01-05,3,Prepared Meals,7.440789473684211,73,533.84,Sunday
2025-01-05,3,Snacks/Cookies/Chips,3.14,56,162.56,Sunday
2025-01-05,4,Alcohol,13.093589743589742,66,876.4,Sunday
2025-01-05,4,Bakery,3.874594594594595,64,244.45,Sunday
2025-01-05,4,Baking,3.734193548387097,46,176.37,Sunday
2025-01-05,4,Beverages,3.355555555555555,38,123.92,Sunday
2025-01-05,4,Breakfast & Cereal,4.849677419354839,47,222.6,Sunday
2025-01-05,4,Candy,2.36875,63,149.19,Sunday
2025-01-05,4,Condiments/Sauces/Spices,3.7704651162790697,72,265.32,Sunday
2025-01-05,4,Dairy & Eggs,3.6459090909090905,69,203.96,Sunday
2025-01-05,4,Deli,6.1832,43,268.4,Sunday
2025-01-05,4,Frozen Foods,6.784411764705882,59,359.14,Sunday
2025-01-05,4,Grains and Pasta,2.5393478260869564,83,210.98,Sunday
2025-01-05,4,Meat and Seafood,8.735,60,535.41,Sunday
2025-01-05,4,Pet Food,7.71,49,374.52,Sunday
2025-01-05,4,Prepared Meals,8.2,79,631.18,Sunday
2025-01-05,4,Snacks/Cookies/Chips,3.252222222222222,62,206.4,Sunday
2025-01-05,5,Alcohol,12.29054054054054,63,764.36,Sunday
2025-01-05,5,Bakery,4.100731707317073,61,252.61,Sunday
2025-01-05,5,Baking,3.619423076923077,85,310.86,Sunday
2025-01-05,5,Beverages,3.3107317073170734,75,248.55,Sunday
2025-01-05,5,Breakfast & Cereal,4.5368571428571425,55,250.93,Sunday
2025-01-05,5,Candy,2.459,75,188.96,Sunday
2025-01-05,5,Condiments/Sauces/Spices,3.87939393939394,58,226.73,Sunday
2025-01-05,5,Dairy & Eggs,3.5765714285714285,58,164.08,Sunday
2025-01-05,5,Deli,6.488947368421053,59,379.07,Sunday
2025-01-05,5,Frozen Foods,6.764642857142857,55,334.46999999999997,Sunday
2025-01-05,5,Grains and Pasta,2.5292592592592595,93,236.48,Sunday
2025-01-05,5,Meat and Seafood,9.24219512195122,74,688.62,Sunday
2025-01-05,5,Pet Food,7.710277777777778,61,473.06,Sunday
2025-01-05,5,Prepared Meals,8.250612244897958,81,626.67,Sunday
2025-01-05,5,Snacks/Cookies/Chips,3.014047619047619,67,204.4,Sunday
2025-01-06,1,Alcohol,11.189,15,169.11,Monday
2025-01-06,1,Bakery,3.9085714285714284,24,89.53,Monday
2025-01-06,1,Baking,3.638125,30,107.56,Monday
2025-01-06,1,Beverages,2.8816666666666664,20,54.46,Monday
2025-01-06,1,Breakfast & Cereal,4.785217391304348,32,155.19,Monday
2025-01-06,1,Candy,2.344,9,20.11,Monday
2025-01-06,1,Condiments/Sauces/Spices,4.121428571428572,12,56.980000000000004,Monday
2025-01-06,1,Dairy & Eggs,3.5900000000000003,20,58.31,Monday
2025-01-06,1,Deli,6.53,33,224.25,Monday
2025-01-06,1,Frozen Foods,7.46,13,83.12,Monday
2025-01-06,1,Grains and Pasta,2.76,8,21.42,Monday
2025-01-06,1,Meat and Seafood,8.406363636363636,16,133.07,Monday
2025-01-06,1,Pet Food,7.2010000000000005,16,116.47,Monday
2025-01-06,1,Prepared Meals,8.043333333333333,19,148.3,Monday
2025-01-06,1,Snacks/Cookies/Chips,3.2436363636363637,21,66.75,Monday
2025-01-06,2,Alcohol,12.108666666666666,21,271.65,Monday
2025-01-06,2,Bakery,4.267272727272727,18,74.61,Monday
2025-01-06,2,Baking,3.5200000000000005,21,76.46,Monday
2025-01-06,2,Beverages,2.985,31,91.69,Monday
