transaction_id,customer_id,store_id,txn_ts,subtotal,tax,total,num_items,payment_type,day_name
TX-20250102-000045,C004006,1,2025-01-02 20:18:00,42.19,3.74,45.93,6,CREDIT,Thursday
TX-20250102-000046,C000085,1,2025-01-02 12:07:00,24.73,2.19,26.92,3,CASH,Thursday
TX-20250102-000047,C001716,1,2025-01-02 08:20:00,18.77,1.67,20.44,4,CREDIT,Thursday
TX-20250102-000048,C000049,1,2025-01-02 10:25:00,21.56,1.74,21.33,6,DEBIT,Thursday
TX-20250102-000049,C004238,1,2025-01-02 15:39:00,34.66,3.08,37.74,6,DEBIT,Thursday
TX-20250102-000050,C000876,1,2025-01-02 12:50:00,4.20,0.37,4.57,1,WALLET,Thursday
TX-20250102-000051,C003103,1,2025-01-02 15:13:00,16.78,1.49,18.27,6,WALLET,Thursday
TX-20250102-000052,C001955,1,2025-01-02 11:51:00,26.74,2.37,29.11,3,CASH,Thursday
TX-20250102-000053,C003019,1,2025-01-02 16:08:00,57.25,5.04,61.79,9,CREDIT,Thursday
TX-20250102-000054,C004769,1,2025-01-02 20:54:00,10.12,0.72,8.82,3,WALLET,Thursday
TX-20250102-000055,C001232,1,2025-01-02 08:51:00,50.14,4.25,52.18,8,DEBIT,Thursday
TX-20250102-000056,C002366,1,2025-01-02 14:49:00,38.40,3.30,40.47,8,CASH,Thursday
TX-20250102-000057,C002913,1,2025-01-02 12:36:00,12.70,1.05,12.90,2,DEBIT,Thursday
TX-20250102-000058,C003042,1,2025-01-02 20:26:00,9.56,0.72,8.82,3,DEBIT,Thursday
TX-20250102-000059,C000203,1,2025-01-02 15:27:00,35.52,3.15,38.67,6,CREDIT,Thursday
TX-20250102-000060,C002156,1,2025-01-02 13:12:00,14.67,1.30,15.97,3,WALLET,Thursday
TX-20250102-000061,C002991,1,2025-01-02 19:16:00,19.76,1.75,21.51,4,CASH,Thursday
TX-20250102-000062,C000959,1,2025-01-02 11:06:00,54.04,4.80,58.84,8,CASH,Thursday
TX-20250102-000063,C004006,1,2025-01-02 11:34:00,22.68,2.01,24.69,4,WALLET,Thursday
TX-20250102-000064,C003842,2,2025-01-02 17:18:00,9.72,0.78,9.53,2,CREDIT,Thursday
TX-20250102-000065,C002882,2,2025-01-02 20:20:00,11.63,0.96,11.76,2,CASH,Thursday
TX-20250102-000066,C003996,2,2025-01-02 13:28:00,4.19,0.37,4.56,1,CASH,Thursday
TX-20250102-000067,C002636,2,2025-01-02 11:00:00,40.80,3.55,43.56,8,DEBIT,Thursday
TX-20250102-000068,C001313,2,2025-01-02 11:40:00,27.82,2.47,30.29,5,CREDIT,Thursday
TX-20250102-000069,C004889,2,2025-01-02 18:14:00,62.02,5.31,65.10,8,DEBIT,Thursday
TX-20250102-000070,C004264,2,2025-01-02 12:35:00,21.65,1.84,22.52,5,WALLET,Thursday
TX-20250102-000071,C004465,2,2025-01-02 20:07:00,20.92,1.79,21.97,5,CREDIT,Thursday
TX-20250102-000072,C003797,2,2025-01-02 17:59:00,7.17,0.64,7.81,1,CASH,Thursday
TX-20250102-000073,C001179,2,2025-01-02 13:18:00,24.64,2.19,26.83,4,DEBIT,Thursday
TX-20250102-000074,C000522,2,2025-01-02 11:48:00,50.30,4.23,51.94,10,CREDIT,Thursday
TX-20250102-000075,C000379,2,2025-01-02 19:33:00,41.79,3.71,45.50,8,WALLET,Thursday
TX-20250102-000076,C004031,2,2025-01-02 12:08:00,8.77,0.73,8.98,2,CASH,Thursday
TX-20250102-000077,C004418,2,2025-01-02 16:14:00,23.37,2.07,25.44,4,DEBIT,Thursday
TX-20250102-000078,C002451,2,2025-01-02 15:22:00,6.20,0.45,5.50,3,CREDIT,Thursday
TX-20250102-000079,C002258,2,2025-01-02 11:38:00,30.61,2.72,33.33,4,CREDIT,Thursday
TX-20250102-000080,C001294,2,2025-01-02 13:38:00,20.14,1.79,21.93,5,CREDIT,Thursday
TX-20250102-000081,C003105,2,2025-01-02 16:55:00,11.42,1.01,12.43,2,CREDIT,Thursday
TX-20250102-000082,C002189,2,2025-01-02 12:19:00,6.96,0.62,7.58,2,DEBIT,Thursday
TX-20250102-000083,C000778,2,2025-01-02 13:04:00,21.14,1.88,23.02,2,CREDIT,Thursday
TX-20250102-000084,C003510,2,2025-01-02 11:45:00,21.39,1.90,23.29,3,DEBIT,Thursday
TX-20250102-000085,C001704,2,2025-01-02 11:39:00,19.42,1.72,21.14,2,CREDIT,Thursday
TX-20250102-000086,C001500,2,2025-01-02 08:12:00,25.56,2.07,25.35,8,CREDIT,Thursday
TX-20250102-000087,C003811,2,2025-01-02 08:40:00,24.60,2.18,26.78,4,CREDIT,Thursday
TX-20250102-000088,C002880,2,2025-01-02 12:32:00,39.06,3.42,41.90,7,CREDIT,Thursday
TX-20250102-000089,C004006,2,2025-01-02 16:44:00,12.81,1.14,13.95,3,DEBIT,Thursday
TX-20250102-000090,C004956,2,2025-01-02 14:19:00,40.33,3.58,43.91,4,CREDIT,Thursday
TX-20250102-000091,C000094,2,2025-01-02 13:10:00,52.87,4.64,56.90,6,CASH,Thursday
TX-20250102-000092,C004013,2,2025-01-02 20:18:00,52.53,4.66,57.19,5,CREDIT,Thursday
TX-20250102-000093,C002932,2,2025-01-02 17:18:00,15.53,1.38,16.91,5,WALLET,Thursday
TX-20250102-000094,C000506,2,2025-01-02 11:12:00,30.43,2.70,33.13,5,CASH,Thursday
TX-20250102-000095,C002794,2,2025-01-02 11:06:00,22.67,2.01,24.68,6,CASH,Thursday
TX-20250102-000096,C000855,2,2025-01-02 09:21:00,9.60,0.85,10.45,2,DEBIT,Thursday
TX-20250102-000097,C004427,2,2025-01-02 17:42:00,22.38,1.99,24.37,3,DEBIT,Thursday
TX-20250102-000098,C000432,2,2025-01-02 19:39:00,34.68,3.08,37.76,6,CREDIT,Thursday
TX-20250102-000099,C001749,2,2025-01-02 14:20:00,47.56,4.22,51.78,8,CREDIT,Thursday
TX-20250102-000100,C002676,2,2025-01-02 11:18:00,25.52,2.11,25.89,7,CREDIT,Thursday
TX-20250102-000101,C004762,2,2025-01-02 20:27:00,11.90,1.06,12.96,2,CREDIT,Thursday
TX-20250102-000102,C000622,2,2025-01-02 09:25:00,63.55,5.56,68.18,6,DEBIT,Thursday
TX-20250102-000103,C001598,2,2025-01-02 09:18:00,14.56,1.29,15.85,4,WALLET,Thursday
TX-20250102-000104,C002609,2,2025-01-02 15:49:00,13.67,1.21,14.88,3,CREDIT,Thursday
TX-20250102-000105,C001070,2,2025-01-02 12:31:00,29.32,2.60,31.92,4,DEBIT,Thursday
TX-20250102-000106,C001540,2,2025-01-02 18:34:00,21.63,1.76,21.63,6,CASH,Thursday
TX-20250102-000107,C002772,2,2025-01-02 13:03:00,69.64,6.04,74.12,6,CASH,Thursday
TX-20250102-000108,C000431,2,2025-01-02 16:54:00,18.01,1.41,17.34,7,CASH,Thursday
TX-20250102-000109,C001436,2,2025-01-02 10:29:00,27.52,2.39,29.31,3,DEBIT,Thursday
TX-20250102-000110,C004366,2,2025-01-02 15:12:00,7.62,0.68,8.30,3,CREDIT,Thursday
TX-20250102-000111,C003604,2,2025-01-02 14:11:00,18.04,1.60,19.64,5,CASH,Thursday
TX-20250102-000112,C003921,2,2025-01-02 12:03:00,16.87,1.50,18.37,3,CASH,Thursday
TX-20250102-000113,C004151,2,2025-01-02 17:02:00,40.40,3.59,43.99,8,CASH,Thursday
TX-20250102-000114,C000371,2,2025-01-02 10:57:00,25.28,2.24,27.52,5,CREDIT,Thursday
TX-20250102-000115,C000890,2,2025-01-02 10:25:00,56.02,4.54,55.73,7,DEBIT,Thursday
TX-20250102-000116,C000502,2,2025-01-02 16:29:00,6.77,0.55,6.80,2,CREDIT,Thursday
TX-20250102-000117,C004494,2,2025-01-02 16:44:00,24.23,2.15,26.38,3,DEBIT,Thursday
TX-20250102-000118,C002985,2,2025-01-02 11:59:00,5.89,0.48,5.87,2,CASH,Thursday
TX-20250102-000119,C002601,2,2025-01-02 08:29:00,66.95,5.86,71.93,8,WALLET,Thursday
TX-20250102-000120,C002706,2,2025-01-02 12:36:00,47.96,3.98,48.84,4,WALLET,Thursday
TX-20250102-000121,C003516,2,2025-01-02 14:22:00,19.19,1.56,19.11,4,CASH,Thursday
TX-20250102-000122,C001503,2,2025-01-02 18:26:00,15.82,1.40,17.22,2,CASH,Thursday
TX-20250102-000123,C002014,2,2025-01-02 08:32:00,63.60,5.64,69.24,10,DEBIT,Thursday
TX-20250102-000124,C004041,2,2025-01-02 10:22:00,10.86,0.96,11.82,4,CASH,Thursday
TX-20250102-000125,C003613,2,2025-01-02 10:53:00,29.01,2.57,31.58,6,WALLET,Thursday
TX-20250102-000126,C003274,2,2025-01-02 13:40:00,29.68,2.63,32.31,7,DEBIT,Thursday
TX-20250102-000127,C001948,2,2025-01-02 11:00:00,28.12,2.50,30.62,4,DEBIT,Thursday
TX-20250102-000128,C000202,2,2025-01-02 13:16:00,24.45,2.05,25.18,4,CASH,Thursday
TX-20250102-000129,C003575,2,2025-01-02 14:47:00,9.12,0.81,9.93,3,WALLET,Thursday
TX-20250102-000130,C004490,2,2025-01-02 18:59:00,19.32,1.67,20.47,4,DEBIT,Thursday
TX-20250102-000131,C004708,2,2025-01-02 10:40:00,24.25,2.15,26.40,5,CREDIT,Thursday
TX-20250102-000132,C000609,2,2025-01-02 09:47:00,63.19,5.61,68.80,5,DEBIT,Thursday
TX-20250102-000133,C002668,2,2025-01-02 08:01:00,63.21,5.61,68.82,8,CREDIT,Thursday
TX-20250102-000134,C001519,2,2025-01-02 12:43:00,11.40,1.01,12.41,3,DEBIT,Thursday
TX-20250102-000135,C001134,2,2025-01-02 18:54:00,29.70,2.64,32.34,7,DEBIT,Thursday
TX-20250102-000136,C002938,2,2025-01-02 16:20:00,5.04,0.45,5.49,2,CREDIT,Thursday
TX-20250102-000137,C003875,2,2025-01-02 13:21:00,41.94,3.63,44.53,6,DEBIT,Thursday
TX-20250102-000138,C004141,2,2025-01-02 14:17:00,14.94,1.25,15.29,4,WALLET,Thursday
TX-20250102-000139,C004749,2,2025-01-02 18:51:00,28.30,2.45,30.06,4,CASH,Thursday
TX-20250102-000140,C004941,2,2025-01-02 16:38:00,62.46,5.38,66.00,7,DEBIT,Thursday
TX-20250102-000141,C001333,2,2025-01-02 13:38:00,30.85,2.74,33.59,5,CASH,Thursday
TX-20250102-000142,C001824,2,2025-01-02 13:29:00,11.42,1.01,12.43,4,CASH,Thursday
TX-20250102-000143,C003572,2,2025-01-02 12:22:00,4.96,0.44,5.40,1,DEBIT,Thursday
TX-20250102-000144,C000108,2,2025-01-02 09:12:00,28.55,2.49,30.53,6,CREDIT,Thursday
TX-20250102-000145,C004804,2,2025-01-02 20:31:00,31.01,2.56,31.39,7,WALLET,Thursday
TX-20250102-000146,C003946,2,2025-01-02 19:56:00,9.79,0.83,10.15,4,DEBIT,Thursday
TX-20250102-000147,C003840,2,2025-01-02 18:11:00,32.37,2.87,35.24,4,WALLET,Thursday
TX-20250102-000148,C004548,2,2025-01-02 20:54:00,21.31,1.80,22.10,4,CREDIT,Thursday
TX-20250102-000149,C001199,2,2025-01-02 13:58:00,26.04,2.31,28.35,5,DEBIT,Thursday
TX-20250102-000150,C003980,2,2025-01-02 17:27:00,37.74,3.35,41.09,4,DEBIT,Thursday
TX-20250102-000151,C002389,2,2025-01-02 20:16:00,18.33,1.34,16.44,7,DEBIT,Thursday
TX-20250102-000152,C003807,2,2025-01-02 10:22:00,6.25,0.55,6.80,2,CASH,Thursday
TX-20250102-000153,C000723,3,2025-01-02 18:56:00,4.22,0.37,4.59,2,DEBIT,Thursday
TX-20250102-000154,C001844,3,2025-01-02 18:28:00,37.69,3.34,41.03,8,CREDIT,Thursday
TX-20250102-000155,C002950,3,2025-01-02 12:37:00,17.36,1.41,17.35,5,CREDIT,Thursday
TX-20250102-000156,C000914,3,2025-01-02 17:11:00,38.68,3.43,42.11,6,CREDIT,Thursday
TX-20250102-000157,C000800,3,2025-01-02 12:50:00,6.67,0.59,7.26,1,DEBIT,Thursday
TX-20250102-000158,C004318,3,2025-01-02 16:53:00,62.55,5.55,68.10,8,WALLET,Thursday
TX-20250102-000159,C003932,3,2025-01-02 14:55:00,26.13,2.19,26.89,8,CREDIT,Thursday
TX-20250102-000160,C001980,3,2025-01-02 09:49:00,5.74,0.38,4.68,2,CREDIT,Thursday
TX-20250102-000161,C002476,3,2025-01-02 12:14:00,37.55,3.21,39.37,7,CREDIT,Thursday
TX-20250102-000162,C003854,3,2025-01-02 11:25:00,45.68,3.89,47.76,4,CREDIT,Thursday
TX-20250102-000163,C001753,3,2025-01-02 10:44:00,10.44,0.83,10.22,2,DEBIT,Thursday
TX-20250102-000164,C001360,3,2025-01-02 15:44:00,18.41,1.63,20.04,3,CREDIT,Thursday
TX-20250102-000165,C000741,3,2025-01-02 20:51:00,23.51,2.01,24.70,6,CREDIT,Thursday
TX-20250102-000166,C002655,3,2025-01-02 10:38:00,26.63,2.20,27.00,8,DEBIT,Thursday
TX-20250102-000167,C000906,3,2025-01-02 20:04:00,10.61,0.77,9.49,4,WALLET,Thursday
TX-20250102-000168,C004907,3,2025-01-02 16:00:00,27.77,2.17,26.61,6,DEBIT,Thursday
TX-20250102-000169,C001485,3,2025-01-02 08:51:00,18.92,1.68,20.60,4,WALLET,Thursday
TX-20250102-000170,C001520,3,2025-01-02 08:34:00,26.28,2.25,27.64,4,WALLET,Thursday
TX-20250102-000171,C004340,3,2025-01-02 17:34:00,27.27,2.18,26.79,5,CASH,Thursday
TX-20250102-000172,C000173,3,2025-01-02 09:03:00,17.44,1.41,17.28,4,CREDIT,Thursday
TX-20250102-000173,C003886,3,2025-01-02 09:41:00,32.36,2.78,34.09,7,CASH,Thursday
TX-20250102-000174,C000092,3,2025-01-02 16:47:00,28.23,1.99,24.36,9,CASH,Thursday
TX-20250102-000175,C001647,3,2025-01-02 13:29:00,23.94,2.08,25.47,6,CREDIT,Thursday
TX-20250102-000176,C002571,3,2025-01-02 08:52:00,9.66,0.86,10.52,2,CREDIT,Thursday
TX-20250102-000177,C003860,3,2025-01-02 13:11:00,26.10,2.20,26.97,7,DEBIT,Thursday
TX-20250102-000178,C001403,3,2025-01-02 15:10:00,36.04,2.97,36.47,7,WALLET,Thursday
TX-20250102-000179,C001011,3,2025-01-02 12:08:00,38.98,3.36,41.25,4,DEBIT,Thursday
TX-20250102-000180,C000199,3,2025-01-02 11:18:00,34.82,3.09,37.91,3,CASH,Thursday
TX-20250102-000181,C002966,3,2025-01-02 09:36:00,53.04,4.53,55.57,6,DEBIT,Thursday
TX-20250102-000182,C001954,3,2025-01-02 20:53:00,11.32,1.00,12.32,2,WALLET,Thursday
TX-20250102-000183,C004854,3,2025-01-02 20:29:00,16.50,1.21,14.82,4,DEBIT,Thursday
TX-20250102-000184,C000131,3,2025-01-02 09:55:00,25.29,2.24,27.53,6,CREDIT,Thursday
TX-20250102-000185,C003908,3,2025-01-02 10:44:00,25.89,2.07,25.36,8,CREDIT,Thursday
TX-20250102-000186,C004828,3,2025-01-02 15:53:00,35.83,2.83,34.75,8,DEBIT,Thursday
TX-20250102-000187,C000031,3,2025-01-02 08:23:00,13.82,1.16,14.26,5,WALLET,Thursday
TX-20250102-000188,C000923,3,2025-01-02 09:18:00,17.50,1.48,18.13,5,CREDIT,Thursday
TX-20250102-000189,C004163,3,2025-01-02 11:17:00,16.38,1.40,17.16,6,DEBIT,Thursday
TX-20250102-000190,C002164,3,2025-01-02 19:06:00,19.20,1.70,20.90,3,CASH,Thursday
TX-20250102-000191,C002035,3,2025-01-02 13:09:00,17.06,1.51,18.57,2,DEBIT,Thursday
TX-20250102-000192,C001598,3,2025-01-02 09:20:00,61.15,4.85,59.48,10,CASH,Thursday
TX-20250102-000193,C003279,3,2025-01-02 09:12:00,25.44,1.94,23.81,5,DEBIT,Thursday
TX-20250102-000194,C002139,3,2025-01-02 16:22:00,8.85,0.62,7.56,4,WALLET,Thursday
TX-20250102-000195,C002260,3,2025-01-02 20:25:00,9.97,0.88,10.85,4,WALLET,Thursday
TX-20250102-000196,C004696,3,2025-01-02 11:10:00,35.91,3.09,37.93,5,CREDIT,Thursday
TX-20250102-000197,C003579,3,2025-01-02 15:42:00,32.74,2.91,35.65,5,CREDIT,Thursday
TX-20250102-000198,C001229,3,2025-01-02 17:01:00,8.48,0.53,6.47,3,CASH,Thursday
TX-20250102-000199,C001046,3,2025-01-02 10:48:00,18.40,1.63,20.03,3,DEBIT,Thursday
TX-20250102-000200,C004342,3,2025-01-02 10:32:00,15.85,1.30,15.97,5,DEBIT,Thursday
TX-20250102-000201,C000905,3,2025-01-02 19:55:00,10.93,0.97,11.90,3,CREDIT,Thursday
TX-20250102-000202,C000640,3,2025-01-02 18:40:00,16.14,1.12,13.73,5,CREDIT,Thursday
TX-20250102-000203,C001572,3,2025-01-02 15:36:00,8.88,0.79,9.67,3,DEBIT,Thursday
TX-20250102-000204,C002606,3,2025-01-02 10:51:00,6.45,0.51,6.28,2,DEBIT,Thursday
TX-20250102-000205,C000701,3,2025-01-02 16:07:00,21.00,1.80,22.07,6,CASH,Thursday
TX-20250102-000206,C003593,3,2025-01-02 19:45:00,5.31,0.42,5.20,1,WALLET,Thursday
TX-20250102-000207,C001104,3,2025-01-02 13:48:00,9.98,0.81,9.91,2,CREDIT,Thursday
TX-20250102-000208,C000119,3,2025-01-02 17:37:00,27.52,2.44,29.96,4,CREDIT,Thursday
TX-20250102-000209,C002181,3,2025-01-02 20:48:00,32.03,2.61,32.03,4,DEBIT,Thursday
TX-20250102-000210,C004391,3,2025-01-02 11:58:00,22.19,1.87,22.98,4,DEBIT,Thursday
TX-20250102-000211,C003453,3,2025-01-02 11:10:00,16.64,1.13,13.85,4,WALLET,Thursday
TX-20250102-000212,C001492,3,2025-01-02 17:35:00,17.01,1.51,18.52,3,CASH,Thursday
TX-20250102-000213,C004826,3,2025-01-02 08:33:00,22.73,2.02,24.75,3,CASH,Thursday
TX-20250102-000214,C003024,3,2025-01-02 10:24:00,33.76,3.00,36.76,4,CREDIT,Thursday
TX-20250102-000215,C002202,3,2025-01-02 16:48:00,29.42,2.57,31.48,6,WALLET,Thursday
TX-20250102-000216,C003641,3,2025-01-02 14:25:00,25.20,2.17,26.63,4,CASH,Thursday
TX-20250102-000217,C001972,3,2025-01-02 13:00:00,29.80,2.38,29.20,4,CREDIT,Thursday
TX-20250102-000218,C004389,3,2025-01-02 20:49:00,42.41,3.76,46.17,4,CASH,Thursday
TX-20250102-000219,C001778,3,2025-01-02 17:52:00,7.18,0.64,7.82,2,WALLET,Thursday
TX-20250102-000220,C003875,3,2025-01-02 16:37:00,8.52,0.76,9.28,3,CREDIT,Thursday
TX-20250102-000221,C001267,3,2025-01-02 17:16:00,29.76,2.50,30.70,4,CREDIT,Thursday
TX-20250102-000222,C000846,3,2025-01-02 11:46:00,13.44,1.19,14.63,3,CASH,Thursday
TX-20250102-000223,C001940,3,2025-01-02 19:07:00,20.75,1.84,22.59,5,CASH,Thursday
TX-20250102-000224,C000991,3,2025-01-02 08:06:00,65.65,5.83,71.48,9,WALLET,Thursday
TX-20250102-000225,C002421,3,2025-01-02 15:56:00,18.12,1.44,17.71,4,WALLET,Thursday
TX-20250102-000226,C003905,3,2025-01-02 20:16:00,30.01,2.45,30.00,8,CREDIT,Thursday
TX-20250102-000227,C002753,3,2025-01-02 15:08:00,51.28,4.55,55.83,8,WALLET,Thursday
TX-20250102-000228,C002171,3,2025-01-02 17:42:00,16.81,1.49,18.30,2,CREDIT,Thursday
TX-20250102-000229,C003750,3,2025-01-02 20:14:00,5.44,0.36,4.44,2,WALLET,Thursday
TX-20250102-000230,C004267,4,2025-01-02 12:23:00,12.46,1.04,12.78,4,DEBIT,Thursday
TX-20250102-000231,C004329,4,2025-01-02 11:08:00,50.92,4.52,55.44,7,WALLET,Thursday
TX-20250102-000232,C003769,4,2025-01-02 15:53:00,15.09,1.34,16.43,3,WALLET,Thursday
TX-20250102-000233,C003746,4,2025-01-02 20:38:00,36.80,3.15,38.59,8,CASH,Thursday
TX-20250102-000234,C002123,4,2025-01-02 16:55:00,2.85,0.25,3.10,1,WALLET,Thursday
TX-20250102-000235,C002346,4,2025-01-02 17:54:00,10.55,0.94,11.49,2,DEBIT,Thursday
TX-20250102-000236,C003800,4,2025-01-02 18:27:00,20.88,1.59,19.51,7,DEBIT,Thursday
TX-20250102-000237,C004101,4,2025-01-02 18:37:00,30.64,2.72,33.36,6,CASH,Thursday
TX-20250102-000238,C003881,4,2025-01-02 09:45:00,7.84,0.70,8.54,2,DEBIT,Thursday
TX-20250102-000239,C003593,4,2025-01-02 09:42:00,31.22,2.77,33.99,4,WALLET,Thursday
TX-20250102-000240,C003394,4,2025-01-02 18:47:00,21.22,1.85,22.64,4,DEBIT,Thursday
TX-20250102-000241,C000057,4,2025-01-02 12:26:00,21.46,1.90,23.36,2,CREDIT,Thursday
TX-20250102-000242,C001453,4,2025-01-02 17:38:00,14.48,1.16,14.19,3,CASH,Thursday
TX-20250102-000243,C003368,4,2025-01-02 10:04:00,26.93,2.39,29.32,6,CASH,Thursday
TX-20250102-000244,C001716,4,2025-01-02 17:16:00,15.69,1.39,17.08,4,DEBIT,Thursday
TX-20250102-000245,C001200,4,2025-01-02 19:09:00,50.80,4.36,53.48,5,CREDIT,Thursday
TX-20250102-000246,C001882,4,2025-01-02 14:34:00,24.54,2.04,25.06,6,DEBIT,Thursday
TX-20250102-000247,C001187,4,2025-01-02 18:08:00,20.25,1.80,22.05,6,CREDIT,Thursday
TX-20250102-000248,C001292,4,2025-01-02 18:30:00,15.52,1.38,16.90,2,CASH,Thursday
TX-20250102-000249,C000322,4,2025-01-02 17:36:00,56.08,4.98,61.06,5,CASH,Thursday
TX-20250102-000250,C000312,4,2025-01-02 12:21:00,3.04,0.27,3.31,1,CASH,Thursday
TX-20250102-000251,C001253,4,2025-01-02 15:49:00,3.94,0.35,4.29,1,WALLET,Thursday
TX-20250102-000252,C001152,4,2025-01-02 14:57:00,15.94,1.41,17.35,4,WALLET,Thursday
TX-20250102-000253,C004458,4,2025-01-02 16:13:00,10.54,0.94,11.48,2,DEBIT,Thursday
TX-20250102-000254,C000811,4,2025-01-02 14:22:00,30.62,2.53,31.07,10,DEBIT,Thursday
TX-20250102-000255,C001733,4,2025-01-02 08:30:00,77.94,6.69,82.08,9,WALLET,Thursday
TX-20250102-000256,C003822,4,2025-01-02 19:28:00,39.38,3.49,42.87,8,CREDIT,Thursday
TX-20250102-000257,C003887,4,2025-01-02 20:03:00,16.26,1.44,17.70,4,DEBIT,Thursday
TX-20250102-000258,C004630,4,2025-01-02 10:24:00,26.28,2.33,28.61,10,CASH,Thursday
TX-20250102-000259,C004014,4,2025-01-02 17:52:00,12.97,1.09,13.32,4,CASH,Thursday
TX-20250102-000260,C002746,4,2025-01-02 10:06:00,5.65,0.43,5.25,2,WALLET,Thursday
