transaction_id,line_no,promotion_id,mechanic,savings
TX-20250102-000091,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.61
TX-20250102-000100,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.74
TX-20250102-000102,3,PR-2024-12-29-004,MANAGER_SPECIAL,0.93
TX-20250102-000106,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.36
TX-20250102-000106,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250102-000107,3,PR-2024-12-29-004,MANAGER_SPECIAL,1.56
TX-20250102-000108,2,PR-2024-12-29-003,MANAGER_SPECIAL,2.08
TX-20250102-000109,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.60
TX-20250102-000115,1,PR-2024-12-29-004,MANAGER_SPECIAL,2.50
TX-20250102-000115,2,PR-2024-12-29-003,MANAGER_SPECIAL,2.33
TX-20250102-000116,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.52
TX-20250102-000118,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.50
TX-20250102-000119,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.88
TX-20250102-000120,2,PR-2024-12-29-004,MANAGER_SPECIAL,3.10
TX-20250102-000121,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.98
TX-20250102-000121,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.66
TX-20250102-000128,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.57
TX-20250102-000128,4,PR-2024-12-29-003,MANAGER_SPECIAL,0.75
TX-20250102-000130,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.52
TX-20250102-000137,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.04
TX-20250102-000138,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.90
TX-20250102-000139,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.69
TX-20250102-000140,1,PR-2024-12-29-004,MANAGER_SPECIAL,1.84
TX-20250102-000144,5,PR-2024-12-29-006,MANAGER_SPECIAL,0.51
TX-20250102-000145,4,PR-2024-12-29-003,MANAGER_SPECIAL,2.18
TX-20250102-000146,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.47
TX-20250102-000148,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.01
TX-20250102-000151,1,PR-2024-12-29-003,MANAGER_SPECIAL,2.53
TX-20250102-000151,4,PR-2024-12-29-003,MANAGER_SPECIAL,0.70
TX-20250102-000155,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.63
TX-20250102-000155,3,PR-2024-12-29-003,MANAGER_SPECIAL,0.79
TX-20250102-000159,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.43
TX-20250102-000160,1,PR-2024-12-29-002,COUPON,1.44
TX-20250102-000161,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.39
TX-20250102-000162,2,PR-2024-12-29-001,COUPON,1.81
TX-20250102-000163,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.47
TX-20250102-000163,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.58
TX-20250102-000165,1,PR-2024-12-29-002,COUPON,0.82
TX-20250102-000166,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.68
TX-20250102-000166,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.15
TX-20250102-000167,1,PR-2024-12-29-002,COUPON,1.89
TX-20250102-000168,3,PR-2024-12-29-002,COUPON,3.33
TX-20250102-000170,2,PR-2024-12-29-001,COUPON,0.89
TX-20250102-000171,3,PR-2024-12-29-001,COUPON,2.66
TX-20250102-000172,1,PR-2024-12-29-001,COUPON,1.57
TX-20250102-000173,4,PR-2024-12-29-005,MANAGER_SPECIAL,1.05
TX-20250102-000174,1,PR-2024-12-29-001,COUPON,3.04
TX-20250102-000174,3,PR-2024-12-29-002,COUPON,2.14
TX-20250102-000174,4,PR-2024-12-29-002,COUPON,0.68
TX-20250102-000175,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.55
TX-20250102-000177,4,PR-2024-12-29-001,COUPON,1.33
TX-20250102-000178,2,PR-2024-12-29-002,COUPON,1.45
TX-20250102-000178,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.09
TX-20250102-000179,2,PR-2024-12-29-005,MANAGER_SPECIAL,1.09
TX-20250102-000181,3,PR-2024-12-29-006,MANAGER_SPECIAL,2.00
TX-20250102-000183,1,PR-2024-12-29-001,COUPON,2.89
TX-20250102-000185,2,PR-2024-12-29-001,COUPON,2.60
TX-20250102-000186,2,PR-2024-12-29-001,COUPON,1.11
TX-20250102-000186,5,PR-2024-12-29-002,COUPON,2.81
TX-20250102-000187,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.72
TX-20250102-000188,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.85
TX-20250102-000189,4,PR-2024-12-29-003,MANAGER_SPECIAL,0.61
TX-20250102-000192,3,PR-2024-12-29-004,MANAGER_SPECIAL,2.91
TX-20250102-000192,4,PR-2024-12-29-005,MANAGER_SPECIAL,3.61
TX-20250102-000193,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.54
TX-20250102-000193,2,PR-2024-12-29-001,COUPON,2.03
TX-20250102-000194,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.91
TX-20250102-000196,2,PR-2024-12-29-002,COUPON,1.07
TX-20250102-000198,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.74
TX-20250102-000198,2,PR-2024-12-29-001,COUPON,1.80
TX-20250102-000200,3,PR-2024-12-29-001,COUPON,1.19
TX-20250102-000202,2,PR-2024-12-29-003,MANAGER_SPECIAL,3.53
TX-20250102-000204,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.68
TX-20250102-000205,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.73
TX-20250102-000206,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.53
TX-20250102-000207,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.88
TX-20250102-000209,2,PR-2024-12-29-001,COUPON,2.61
TX-20250102-000210,3,PR-2024-12-29-001,COUPON,1.08
TX-20250102-000211,1,PR-2024-12-29-001,COUPON,3.92
TX-20250102-000215,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.51
TX-20250102-000216,1,PR-2024-12-29-002,COUPON,0.74
TX-20250102-000217,1,PR-2024-12-29-004,MANAGER_SPECIAL,2.55
TX-20250102-000217,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.43
TX-20250102-000221,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.56
TX-20250102-000225,2,PR-2024-12-29-001,COUPON,1.85
TX-20250102-000226,1,PR-2024-12-29-001,COUPON,1.80
TX-20250102-000226,4,PR-2024-12-29-006,MANAGER_SPECIAL,0.67
TX-20250102-000229,1,PR-2024-12-29-002,COUPON,1.36
TX-20250102-000230,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.72
TX-20250102-000233,3,PR-2024-12-29-006,MANAGER_SPECIAL,1.36
TX-20250102-000236,3,PR-2024-12-29-003,MANAGER_SPECIAL,2.96
TX-20250102-000240,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.43
TX-20250102-000242,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.05
TX-20250102-000242,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250102-000245,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.68
TX-20250102-000246,3,PR-2024-12-29-006,MANAGER_SPECIAL,1.52
TX-20250102-000254,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.98
TX-20250102-000254,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.10
TX-20250102-000255,3,PR-2024-12-29-004,MANAGER_SPECIAL,2.55
TX-20250102-000259,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.74
TX-20250102-000260,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.83
TX-20250102-000263,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.80
TX-20250102-000264,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.19
TX-20250102-000267,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.60
TX-20250102-000270,1,PR-2024-12-29-003,MANAGER_SPECIAL,4.27
TX-20250102-000271,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.67
TX-20250102-000273,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.39
TX-20250102-000275,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.67
TX-20250102-000275,5,PR-2024-12-29-003,MANAGER_SPECIAL,0.82
TX-20250102-000280,1,PR-2024-12-29-004,MANAGER_SPECIAL,1.63
TX-20250102-000284,3,PR-2024-12-29-004,MANAGER_SPECIAL,1.05
TX-20250102-000285,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.01
TX-20250102-000290,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.52
TX-20250102-000291,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.85
TX-20250102-000296,3,PR-2024-12-29-003,MANAGER_SPECIAL,0.89
TX-20250102-000299,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.52
TX-20250102-000299,3,PR-2024-12-29-004,MANAGER_SPECIAL,2.06
TX-20250102-000300,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.39
TX-20250102-000304,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.36
TX-20250102-000305,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.02
TX-20250102-000305,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.43
TX-20250102-000306,2,PR-2024-12-29-004,MANAGER_SPECIAL,1.94
TX-20250102-000308,5,PR-2024-12-29-003,MANAGER_SPECIAL,1.24
TX-20250102-000309,1,PR-2024-12-29-004,MANAGER_SPECIAL,1.43
TX-20250102-000310,3,PR-2024-12-29-003,MANAGER_SPECIAL,0.61
TX-20250102-000313,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.21
TX-20250102-000313,3,PR-2024-12-29-003,MANAGER_SPECIAL,0.62
TX-20250102-000314,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.05
TX-20250102-000319,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.84
TX-20250102-000322,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.57
TX-20250102-000324,4,PR-2024-12-29-006,MANAGER_SPECIAL,0.62
TX-20250102-000325,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.67
TX-20250102-000327,3,PR-2024-12-29-003,MANAGER_SPECIAL,2.12
TX-20250102-000328,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.74
TX-20250102-000329,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.22
TX-20250102-000334,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.18
TX-20250102-000338,3,PR-2024-12-29-003,MANAGER_SPECIAL,2.48
TX-20250102-000339,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.69
TX-20250102-000340,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.69
TX-20250102-000342,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.87
TX-20250102-000351,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.43
TX-20250102-000353,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.82
TX-20250102-000356,5,PR-2024-12-29-006,MANAGER_SPECIAL,0.60
TX-20250102-000357,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.57
TX-20250102-000364,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.55
TX-20250102-000364,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.73
TX-20250102-000367,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.65
TX-20250102-000370,1,PR-2024-12-29-003,MANAGER_SPECIAL,2.07
TX-20250102-000371,3,PR-2024-12-29-003,MANAGER_SPECIAL,0.68
TX-20250102-000372,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.85
TX-20250102-000383,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.59
TX-20250102-000384,1,PR-2024-12-29-004,MANAGER_SPECIAL,2.81
TX-20250102-000385,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.51
TX-20250102-000391,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.04
TX-20250102-000402,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.92
TX-20250102-000403,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.90
TX-20250102-000407,4,PR-2024-12-29-003,MANAGER_SPECIAL,1.10
TX-20250102-000408,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.59
TX-20250102-000409,1,PR-2024-12-29-004,MANAGER_SPECIAL,0.88
TX-20250102-000413,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.73
TX-20250102-000420,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.49
TX-20250102-000424,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.72
TX-20250102-000424,4,PR-2024-12-29-006,MANAGER_SPECIAL,3.04
TX-20250102-000425,5,PR-2024-12-29-004,MANAGER_SPECIAL,2.97
TX-20250102-000425,6,PR-2024-12-29-006,MANAGER_SPECIAL,0.58
TX-20250102-000430,3,PR-2024-12-29-003,MANAGER_SPECIAL,2.65
TX-20250102-000432,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.37
TX-20250102-000433,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.49
TX-20250102-000435,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.46
TX-20250102-000435,3,PR-2024-12-29-006,MANAGER_SPECIAL,2.00
TX-20250102-000436,4,PR-2024-12-29-006,MANAGER_SPECIAL,0.60
TX-20250102-000437,4,PR-2024-12-29-006,MANAGER_SPECIAL,0.53
TX-20250102-000439,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250102-000447,3,PR-2024-12-29-004,MANAGER_SPECIAL,0.92
TX-20250102-000448,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.57
TX-20250102-000449,5,PR-2024-12-29-003,MANAGER_SPECIAL,1.44
TX-20250102-000451,1,PR-2024-12-29-006,MANAGER_SPECIAL,2.17
TX-20250102-000452,3,PR-2024-12-29-004,MANAGER_SPECIAL,4.66
TX-20250102-000453,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.63
TX-20250102-000458,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.65
TX-20250102-000459,3,PR-2024-12-29-006,MANAGER_SPECIAL,2.06
TX-20250102-000460,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.18
TX-20250102-000460,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.40
TX-20250102-000461,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.33
TX-20250102-000462,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.73
TX-20250102-000462,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.51
TX-20250102-000463,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250102-000464,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.55
TX-20250102-000466,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.82
TX-20250102-000466,3,PR-2024-12-29-003,MANAGER_SPECIAL,3.03
TX-20250102-000470,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.34
TX-20250102-000470,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.25
TX-20250102-000475,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.98
TX-20250102-000476,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.68
TX-20250102-000477,1,PR-2024-12-29-003,MANAGER_SPECIAL,2.16
TX-20250102-000478,5,PR-2024-12-29-003,MANAGER_SPECIAL,2.66
TX-20250102-000479,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.75
TX-20250102-000480,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.52
TX-20250102-000480,4,PR-2024-12-29-003,MANAGER_SPECIAL,0.84
TX-20250102-000486,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.63
TX-20250102-000488,4,PR-2024-12-29-006,MANAGER_SPECIAL,1.39
TX-20250102-000491,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.41
TX-20250103-000501,2,PR-2024-12-29-004,MANAGER_SPECIAL,1.56
TX-20250103-000503,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.25
TX-20250103-000505,1,PR-2024-12-29-003,MANAGER_SPECIAL,2.86
TX-20250103-000507,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.68
TX-20250103-000508,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.35
TX-20250103-000509,4,PR-2024-12-29-006,MANAGER_SPECIAL,2.08
TX-20250103-000512,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.22
TX-20250103-000512,3,PR-2024-12-29-004,MANAGER_SPECIAL,4.12
TX-20250103-000513,4,PR-2024-12-29-006,MANAGER_SPECIAL,0.71
TX-20250103-000514,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.79
TX-20250103-000518,5,PR-2024-12-29-006,MANAGER_SPECIAL,2.04
TX-20250103-000521,5,PR-2024-12-29-006,MANAGER_SPECIAL,0.51
TX-20250103-000523,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250103-000524,4,PR-2024-12-29-006,MANAGER_SPECIAL,1.81
TX-20250103-000525,1,PR-2024-12-29-004,MANAGER_SPECIAL,1.27
TX-20250103-000526,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.69
TX-20250103-000526,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.47
TX-20250103-000526,5,PR-2024-12-29-003,MANAGER_SPECIAL,0.61
TX-20250103-000528,2,PR-2024-12-29-003,MANAGER_SPECIAL,2.10
TX-20250103-000528,5,PR-2024-12-29-003,MANAGER_SPECIAL,3.03
TX-20250103-000530,1,PR-2024-12-29-003,MANAGER_SPECIAL,2.52
TX-20250103-000531,5,PR-2024-12-29-004,MANAGER_SPECIAL,3.04
TX-20250103-000532,1,PR-2024-12-29-004,MANAGER_SPECIAL,0.97
TX-20250103-000532,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.85
TX-20250103-000532,3,PR-2024-12-29-004,MANAGER_SPECIAL,1.84
TX-20250103-000533,5,PR-2024-12-29-006,MANAGER_SPECIAL,0.86
TX-20250103-000535,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.54
TX-20250103-000536,1,PR-2024-12-29-004,MANAGER_SPECIAL,1.10
TX-20250103-000536,3,PR-2024-12-29-006,MANAGER_SPECIAL,2.17
TX-20250103-000537,3,PR-2024-12-29-006,MANAGER_SPECIAL,1.01
TX-20250103-000538,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.80
TX-20250103-000539,1,PR-2024-12-29-003,MANAGER_SPECIAL,2.01
TX-20250103-000543,4,PR-2024-12-29-003,MANAGER_SPECIAL,0.82
TX-20250103-000545,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.52
TX-20250103-000546,2,PR-2024-12-29-006,MANAGER_SPECIAL,1.27
TX-20250103-000547,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.81
TX-20250103-000548,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250103-000552,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.44
TX-20250103-000559,3,PR-2024-12-29-006,MANAGER_SPECIAL,1.53
TX-20250103-000560,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.65
TX-20250103-000561,2,PR-2024-12-29-004,MANAGER_SPECIAL,1.70
TX-20250103-000567,3,PR-2024-12-29-006,MANAGER_SPECIAL,1.24
TX-20250103-000567,5,PR-2024-12-29-003,MANAGER_SPECIAL,0.61
TX-20250103-000568,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.62
TX-20250103-000569,3,PR-2024-12-29-003,MANAGER_SPECIAL,2.81
TX-20250103-000571,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.96
TX-20250103-000573,1,PR-2024-12-29-006,MANAGER_SPECIAL,2.04
TX-20250103-000573,2,PR-2024-12-29-004,MANAGER_SPECIAL,4.30
TX-20250103-000574,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.87
TX-20250103-000576,4,PR-2024-12-29-006,MANAGER_SPECIAL,0.51
TX-20250103-000578,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.46
TX-20250103-000579,3,PR-2024-12-29-006,MANAGER_SPECIAL,1.16
TX-20250103-000580,4,PR-2024-12-29-003,MANAGER_SPECIAL,1.58
TX-20250103-000582,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.53
TX-20250103-000584,4,PR-2024-12-29-003,MANAGER_SPECIAL,1.76
TX-20250103-000587,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.92
TX-20250103-000588,5,PR-2024-12-29-003,MANAGER_SPECIAL,1.25
TX-20250103-000591,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.85
TX-20250103-000593,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.65
TX-20250103-000595,5,PR-2024-12-29-006,MANAGER_SPECIAL,0.92
TX-20250103-000597,2,PR-2024-12-29-003,MANAGER_SPECIAL,1.52
TX-20250103-000600,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.26
TX-20250103-000601,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.80
TX-20250103-000603,1,PR-2024-12-29-004,MANAGER_SPECIAL,1.08
TX-20250103-000603,2,PR-2024-12-29-006,MANAGER_SPECIAL,0.41
TX-20250103-000606,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.79
TX-20250103-000607,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.80
TX-20250103-000609,1,PR-2024-12-29-004,MANAGER_SPECIAL,2.75
TX-20250103-000609,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.71
TX-20250103-000611,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.88
TX-20250103-000613,3,PR-2024-12-29-003,MANAGER_SPECIAL,1.15
TX-20250103-000615,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.56
TX-20250103-000620,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.74
TX-20250103-000622,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.90
TX-20250103-000623,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.43
TX-20250103-000623,5,PR-2024-12-29-004,MANAGER_SPECIAL,1.76
TX-20250103-000626,4,PR-2024-12-29-003,MANAGER_SPECIAL,0.71
TX-20250103-000627,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.68
TX-20250103-000627,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.99
TX-20250103-000628,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.40
TX-20250103-000630,3,PR-2024-12-29-003,MANAGER_SPECIAL,0.51
TX-20250103-000631,5,PR-2024-12-29-003,MANAGER_SPECIAL,1.36
TX-20250103-000632,1,PR-2024-12-29-003,MANAGER_SPECIAL,1.96
TX-20250103-000633,3,PR-2024-12-29-004,MANAGER_SPECIAL,1.38
TX-20250103-000634,1,PR-2024-12-29-006,MANAGER_SPECIAL,1.16
TX-20250103-000641,1,PR-2024-12-29-003,MANAGER_SPECIAL,0.72
TX-20250103-000644,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.60
TX-20250103-000645,1,PR-2024-12-29-006,MANAGER_SPECIAL,0.94
TX-20250103-000647,2,PR-2024-12-29-004,MANAGER_SPECIAL,1.87
TX-20250103-000649,2,PR-2024-12-29-002,COUPON,2.29
TX-20250103-000650,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.84
TX-20250103-000651,1,PR-2024-12-29-001,COUPON,1.34
TX-20250103-000655,1,PR-2024-12-29-005,MANAGER_SPECIAL,3.61
TX-20250103-000658,3,PR-2024-12-29-006,MANAGER_SPECIAL,0.53
TX-20250103-000660,5,PR-2024-12-29-006,MANAGER_SPECIAL,0.85
TX-20250103-000664,2,PR-2024-12-29-003,MANAGER_SPECIAL,0.63
