promotion_id,product_id
PR-2025-01-12-013,P00038
PR-2025-01-12-013,P01349
PR-2025-01-12-013,P00408
PR-2025-01-12-013,P00771
PR-2025-01-12-013,P00372
PR-2025-01-12-013,P01357
PR-2025-01-12-013,P00973
PR-2025-01-12-014,P00367
PR-2025-01-12-014,P00184
PR-2025-01-12-014,P00403
PR-2025-01-12-014,P00764
PR-2025-01-12-014,P00333
PR-2025-01-12-014,P00589
PR-2025-01-12-014,P00336
PR-2025-01-12-014,P00767
PR-2025-01-12-014,P00991
PR-2025-01-12-014,P00963
PR-2025-01-12-014,P01402
PR-2025-01-12-014,P00010
PR-2025-01-12-014,P01449
PR-2025-01-12-014,P01014
PR-2025-01-12-014,P00593
PR-2025-01-12-014,P01300
PR-2025-01-12-014,P01013
PR-2025-01-12-014,P00155
PR-2025-01-12-014,P01019
PR-2025-01-12-014,P00194
PR-2025-01-12-014,P00649
PR-2025-01-12-014,P01149
PR-2025-01-12-014,P01233
PR-2025-01-12-014,P01464
PR-2025-01-12-014,P01414
PR-2025-01-12-014,P00271
PR-2025-01-12-014,P00717
PR-2025-01-12-014,P01009
PR-2025-01-12-014,P00574
PR-2025-01-12-014,P00160
PR-2025-01-12-015,P00261
PR-2025-01-12-015,P01385
PR-2025-01-12-015,P00385
PR-2025-01-12-015,P00398
PR-2025-01-12-015,P00345
PR-2025-01-12-015,P00190
PR-2025-01-12-015,P00373
PR-2025-01-12-015,P01209
PR-2025-01-12-015,P00937
PR-2025-01-12-015,P01246
PR-2025-01-12-015,P00368
PR-2025-01-12-015,P01220
PR-2025-01-12-015,P01215
PR-2025-01-12-015,P00955
PR-2025-01-12-015,P00634
PR-2025-01-12-015,P01355
PR-2025-01-12-015,P01050
PR-2025-01-12-015,P01231
PR-2025-01-12-015,P01391
PR-2025-01-12-015,P00101
PR-2025-01-12-015,P00066
PR-2025-01-12-015,P00295
PR-2025-01-12-015,P00997
PR-2025-01-12-015,P00358
PR-2025-01-12-016,P00573
PR-2025-01-12-016,P00899
PR-2025-01-12-016,P00446
PR-2025-01-12-016,P01105
PR-2025-01-12-016,P00623
PR-2025-01-12-016,P00477
PR-2025-01-12-016,P01034
PR-2025-01-12-016,P00787
PR-2025-01-12-016,P00220
PR-2025-01-12-016,P00069
PR-2025-01-12-016,P00720
PR-2025-01-12-016,P00836
PR-2025-01-12-016,P01263
PR-2025-01-12-016,P01104
PR-2025-01-12-016,P00986
PR-2025-01-12-016,P01418
PR-2025-01-12-016,P01484
PR-2025-01-12-016,P01417
PR-2025-01-12-016,P01030
PR-2025-01-12-016,P00264
PR-2025-01-12-016,P01020
PR-2025-01-12-016,P00938
PR-2025-01-12-016,P00030
PR-2025-01-12-016,P00822
PR-2025-01-12-018,P01016
PR-2025-01-12-018,P01076
PR-2025-01-12-018,P01131
PR-2025-01-12-018,P00951
PR-2025-01-12-018,P00209
PR-2025-01-12-018,P01441
PR-2025-01-12-018,P00052
PR-2025-01-12-018,P00519
PR-2025-01-12-018,P00376
PR-2025-01-12-018,P00550
PR-2025-01-12-018,P00037
PR-2025-01-12-018,P00156
PR-2025-01-12-018,P00987
PR-2025-01-12-018,P00865
PR-2025-01-12-018,P01400
PR-2025-01-12-018,P00022
PR-2025-01-12-018,P00062
PR-2025-01-12-018,P00863
PR-2025-01-12-018,P00687
PR-2025-01-12-018,P01188
PR-2025-01-12-018,P01298
PR-2025-01-12-018,P01183
PR-2025-01-12-018,P01010
PR-2025-01-12-018,P00415
PR-2025-01-12-018,P01321
PR-2025-01-19-020,P01386
PR-2025-01-19-020,P00540
PR-2025-01-19-020,P00904
PR-2025-01-19-020,P00153
PR-2025-01-19-020,P00493
PR-2025-01-19-020,P01488
PR-2025-01-19-020,P00658
PR-2025-01-19-020,P00236
PR-2025-01-19-020,P00311
PR-2025-01-19-020,P01352
PR-2025-01-19-020,P00859
PR-2025-01-19-020,P00293
PR-2025-01-19-020,P00567
PR-2025-01-19-020,P00281
PR-2025-01-19-020,P01063
PR-2025-01-19-020,P00516
PR-2025-01-19-020,P00182
PR-2025-01-19-020,P00884
PR-2025-01-19-020,P01095
PR-2025-01-19-020,P00312
PR-2025-01-19-020,P01245
PR-2025-01-19-020,P01207
PR-2025-01-19-020,P00909
PR-2025-01-19-022,P01353
PR-2025-01-19-022,P00024
PR-2025-01-19-022,P00633
PR-2025-01-19-022,P00539
PR-2025-01-19-022,P00990
PR-2025-01-19-022,P01184
PR-2025-01-19-022,P00489
PR-2025-01-19-022,P00975
PR-2025-01-19-022,P00076
PR-2025-01-19-022,P00138
PR-2025-01-19-022,P00357
PR-2025-01-19-022,P00121
PR-2025-01-19-022,P00095
PR-2025-01-19-022,P00426
PR-2025-01-19-022,P00461
PR-2025-01-19-022,P00057
PR-2025-01-19-022,P00277
PR-2025-01-19-022,P01296
PR-2025-01-19-022,P00162
PR-2025-01-19-022,P00702
PR-2025-01-19-022,P01304
PR-2025-01-19-022,P00661
PR-2025-01-19-022,P00207
PR-2025-01-19-022,P01007
PR-2025-01-19-022,P01373
PR-2025-01-26-025,P00345
PR-2025-01-26-025,P00213
PR-2025-01-26-025,P00997
PR-2025-01-26-025,P01346
PR-2025-01-26-025,P00499
PR-2025-01-26-025,P00302
PR-2025-01-26-025,P00385
PR-2025-01-26-025,P00525
PR-2025-01-26-025,P00219
PR-2025-01-26-025,P00402
PR-2025-01-26-025,P00452
PR-2025-01-26-025,P00575
PR-2025-01-26-025,P01230
PR-2025-01-26-025,P01289
PR-2025-01-26-025,P01419
PR-2025-01-26-025,P00455
PR-2025-01-26-025,P00551
PR-2025-01-26-025,P00929
PR-2025-01-26-025,P00981
PR-2025-01-26-025,P00399
PR-2025-01-26-025,P00541
PR-2025-01-26-025,P00634
PR-2025-01-26-025,P00101
PR-2025-01-26-025,P00520
PR-2025-01-26-027,P00984
PR-2025-01-26-027,P01075
PR-2025-01-26-027,P00769
PR-2025-01-26-027,P00985
PR-2025-01-26-027,P00527
PR-2025-01-26-027,P01320
PR-2025-01-26-027,P00359
PR-2025-01-26-027,P00384
PR-2025-01-26-027,P00666
PR-2025-01-26-027,P00352
PR-2025-01-26-027,P01201
PR-2025-01-26-027,P00283
PR-2025-01-26-027,P00807
PR-2025-01-26-027,P00669
PR-2025-01-26-027,P00106
PR-2025-01-26-027,P00280
PR-2025-01-26-027,P00034
PR-2025-01-26-027,P00171
PR-2025-01-26-027,P01191
PR-2025-01-26-027,P00422
PR-2025-01-26-027,P00877
PR-2025-01-26-027,P00310
PR-2025-01-26-027,P00122
PR-2025-01-26-027,P00193
PR-2025-01-26-027,P00718
PR-2025-01-26-029,P00004
PR-2025-01-26-029,P00488
PR-2025-01-26-029,P00703
PR-2025-01-26-029,P00598
PR-2025-01-26-029,P00948
PR-2025-01-26-029,P00587
PR-2025-01-26-029,P00468
PR-2025-01-26-029,P00083
PR-2025-01-26-029,P00564
PR-2025-01-26-029,P00445
PR-2025-01-26-029,P00676
PR-2025-01-26-029,P00409
PR-2025-01-26-029,P01467
PR-2025-01-26-029,P01396
PR-2025-01-26-029,P00729
PR-2025-01-26-029,P00249
PR-2025-01-26-029,P00830
PR-2025-01-26-029,P00511
PR-2025-01-26-029,P00892
PR-2025-01-26-029,P01167
PR-2025-01-26-029,P00437
PR-2025-01-26-029,P01356
PR-2025-01-26-029,P01180
PR-2025-01-26-029,P01271
PR-2025-01-26-029,P00257
PR-2025-02-02-031,P01181
PR-2025-02-02-031,P00815
PR-2025-02-02-031,P00246
PR-2025-02-02-031,P00434
PR-2025-02-02-031,P01500
PR-2025-02-02-031,P01035
PR-2025-02-02-031,P01080
PR-2025-02-02-031,P00232
PR-2025-02-02-031,P00092
PR-2025-02-02-031,P01349
PR-2025-02-02-031,P01159
PR-2025-02-02-031,P00842
PR-2025-02-02-031,P01040
PR-2025-02-02-031,P00704
PR-2025-02-02-031,P01186
PR-2025-02-02-031,P01142
PR-2025-02-02-031,P00831
PR-2025-02-02-031,P00227
PR-2025-02-02-031,P00858
PR-2025-02-02-031,P01269
PR-2025-02-02-031,P00911
PR-2025-02-02-031,P00028
PR-2025-02-02-031,P01134
PR-2025-02-02-031,P00921
PR-2025-02-02-031,P01446
PR-2025-02-02-031,P01135
PR-2025-02-02-031,P01366
PR-2025-02-02-031,P00343
PR-2025-02-02-036,P00164
PR-2025-02-02-036,P01018
PR-2025-02-02-036,P01339
PR-2025-02-02-036,P00631
PR-2025-02-02-036,P00108
PR-2025-02-02-036,P01197
PR-2025-02-02-036,P01222
PR-2025-02-02-036,P01267
PR-2025-02-02-036,P00475
PR-2025-02-02-036,P01492
PR-2025-02-02-036,P01175
PR-2025-02-02-036,P00365
PR-2025-02-02-036,P00708
PR-2025-02-02-036,P00570
PR-2025-02-02-036,P01280
PR-2025-02-02-036,P00647
PR-2025-02-02-036,P01206
PR-2025-02-02-036,P01144
PR-2025-02-02-036,P00361
PR-2025-02-02-036,P00071
PR-2025-02-02-036,P01482
PR-2025-02-02-036,P00127
PR-2025-02-02-036,P01021
PR-2025-02-02-036,P00577
PR-2025-02-09-037,P01036
PR-2025-02-09-037,P00316
PR-2025-02-09-037,P00602
PR-2025-02-09-037,P00135
PR-2025-02-09-037,P00867
PR-2025-02-09-037,P00030
PR-2025-02-09-037,P00573
PR-2025-02-09-037,P00836
PR-2025-02-09-037,P00118
PR-2025-02-09-037,P00899
PR-2025-02-09-037,P00828
PR-2025-02-09-037,P00507
PR-2025-02-09-037,P00736
PR-2025-02-09-037,P00366
PR-2025-02-09-037,P01263
PR-2025-02-09-037,P01417
PR-2025-02-09-037,P01104
PR-2025-02-09-037,P00137
PR-2025-02-09-037,P00252
PR-2025-02-09-037,P01020
PR-2025-02-09-037,P00477
PR-2025-02-09-037,P00721
PR-2025-02-09-037,P00220
PR-2025-02-09-037,P00938
PR-2025-02-09-040,P00293
PR-2025-02-09-040,P00900
PR-2025-02-09-040,P00806
PR-2025-02-09-040,P00869
PR-2025-02-09-040,P00684
PR-2025-02-09-040,P00236
PR-2025-02-09-040,P00723
PR-2025-02-09-040,P00019
PR-2025-02-09-040,P00689
PR-2025-02-09-040,P00760
PR-2025-02-09-040,P00884
PR-2025-02-09-040,P01423
PR-2025-02-09-040,P00448
PR-2025-02-09-040,P00023
PR-2025-02-09-040,P00644
PR-2025-02-09-040,P00567
PR-2025-02-09-040,P00868
PR-2025-02-09-040,P00150
PR-2025-02-09-040,P01337
PR-2025-02-09-040,P00880
PR-2025-02-09-040,P00153
PR-2025-02-09-040,P00859
PR-2025-02-09-040,P00904
PR-2025-02-09-042,P01010
PR-2025-02-09-042,P00675
PR-2025-02-09-042,P00376
PR-2025-02-09-042,P01430
PR-2025-02-09-042,P00749
PR-2025-02-09-042,P00832
PR-2025-02-09-042,P00022
PR-2025-02-09-042,P01223
PR-2025-02-09-042,P00812
PR-2025-02-09-042,P01123
PR-2025-02-09-042,P01321
PR-2025-02-09-042,P00427
PR-2025-02-09-042,P00109
PR-2025-02-09-042,P00042
PR-2025-02-09-042,P00813
PR-2025-02-09-042,P00865
PR-2025-02-09-042,P01188
PR-2025-02-09-042,P00272
PR-2025-02-09-042,P01248
PR-2025-02-09-042,P00597
PR-2025-02-09-042,P00965
PR-2025-02-09-042,P01290
PR-2025-02-09-042,P01306
PR-2025-02-09-042,P00253
PR-2025-02-09-042,P00308
PR-2025-02-16-043,P01022
PR-2025-02-16-043,P01301
PR-2025-02-16-043,P00709
PR-2025-02-16-043,P00218
PR-2025-02-16-043,P00244
PR-2025-02-16-043,P01255
PR-2025-02-16-043,P00240
PR-2025-02-16-043,P00145
PR-2025-02-16-043,P00401
PR-2025-02-16-043,P00928
PR-2025-02-16-043,P00919
PR-2025-02-16-043,P01001
PR-2025-02-16-043,P00406
PR-2025-02-16-043,P00792
PR-2025-02-16-043,P00608
PR-2025-02-16-043,P01327
PR-2025-02-16-043,P00775
PR-2025-02-16-043,P00223
PR-2025-02-16-043,P01342
PR-2025-02-16-043,P00370
PR-2025-02-16-043,P00463
PR-2025-02-16-043,P00173
PR-2025-02-16-043,P00327
PR-2025-02-16-043,P00621
PR-2025-02-16-043,P01495
PR-2025-02-16-046,P01348
PR-2025-02-16-046,P00899
PR-2025-02-16-046,P01020
PR-2025-02-16-046,P01192
PR-2025-02-16-046,P00381
PR-2025-02-16-046,P00137
PR-2025-02-16-046,P00507
PR-2025-02-16-046,P00454
PR-2025-02-16-046,P00736
PR-2025-02-16-046,P00753
PR-2025-02-16-046,P01198
PR-2025-02-16-046,P00828
PR-2025-02-16-046,P00801
PR-2025-02-16-046,P00602
PR-2025-02-16-046,P00030
PR-2025-02-16-046,P00220
PR-2025-02-16-046,P00050
PR-2025-02-16-046,P00799
PR-2025-02-16-046,P00867
PR-2025-02-16-046,P01105
PR-2025-02-16-046,P00894
PR-2025-02-16-046,P00016
PR-2025-02-16-046,P00118
PR-2025-02-16-046,P00746
PR-2025-02-16-047,P00356
PR-2025-02-16-047,P01314
PR-2025-02-16-047,P00191
PR-2025-02-16-047,P00342
PR-2025-02-16-047,P00246
PR-2025-02-16-047,P01446
PR-2025-02-16-047,P00852
PR-2025-02-16-047,P01134
PR-2025-02-16-047,P01460
PR-2025-02-16-047,P01349
PR-2025-02-16-047,P01181
PR-2025-02-16-047,P01142
PR-2025-02-16-047,P01080
PR-2025-02-16-047,P01265
PR-2025-02-16-047,P00762
PR-2025-02-16-047,P00139
PR-2025-02-16-047,P00886
PR-2025-02-16-047,P00092
PR-2025-02-16-047,P00001
PR-2025-02-16-047,P00212
PR-2025-02-16-047,P00343
PR-2025-02-16-047,P00911
PR-2025-02-16-047,P00068
PR-2025-02-16-047,P01332
PR-2025-02-16-047,P00453
PR-2025-02-16-047,P01253
PR-2025-02-16-047,P01040
PR-2025-02-16-047,P00362
PR-2025-02-23-049,P00508
PR-2025-02-23-049,P01234
PR-2025-02-23-049,P00393
PR-2025-02-23-049,P00848
PR-2025-02-23-049,P01003
PR-2025-02-23-049,P00391
PR-2025-02-23-049,P01015
PR-2025-02-23-049,P01456
PR-2025-02-23-049,P00025
PR-2025-02-23-049,P00694
PR-2025-02-23-049,P01353
PR-2025-02-23-049,P01244
PR-2025-02-23-049,P00492
PR-2025-02-23-049,P00070
PR-2025-02-23-049,P00024
PR-2025-02-23-049,P00282
PR-2025-02-23-049,P00952
PR-2025-02-23-049,P01457
PR-2025-02-23-049,P00698
PR-2025-02-23-049,P00095
PR-2025-02-23-049,P00411
PR-2025-02-23-049,P00357
PR-2025-02-23-049,P00702
PR-2025-02-23-049,P00629
PR-2025-02-23-049,P01184
PR-2025-02-23-050,P00851
PR-2025-02-23-050,P00414
PR-2025-02-23-050,P00007
PR-2025-02-23-050,P00613
PR-2025-02-23-050,P01096
PR-2025-02-23-050,P00120
PR-2025-02-23-050,P00417
PR-2025-02-23-050,P01094
PR-2025-02-23-050,P01490
PR-2025-02-23-050,P00654
PR-2025-02-23-050,P00379
PR-2025-02-23-050,P00458
PR-2025-02-23-050,P01055
PR-2025-02-23-050,P00450
PR-2025-02-23-050,P00483
PR-2025-02-23-050,P01448
PR-2025-02-23-050,P00167
PR-2025-02-23-050,P01383
PR-2025-02-23-050,P00354
PR-2025-02-23-050,P01312
PR-2025-02-23-050,P01086
PR-2025-02-23-050,P00932
PR-2025-02-23-050,P00089
PR-2025-02-23-054,P00564
PR-2025-02-23-054,P01193
PR-2025-02-23-054,P01308
PR-2025-02-23-054,P00729
PR-2025-02-23-054,P00705
PR-2025-02-23-054,P00598
PR-2025-02-23-054,P00805
PR-2025-02-23-054,P00386
PR-2025-02-23-054,P00274
PR-2025-02-23-054,P00004
PR-2025-02-23-054,P00249
PR-2025-02-23-054,P00511
PR-2025-02-23-054,P01406
PR-2025-02-23-054,P00656
PR-2025-02-23-054,P00763
PR-2025-02-23-054,P00291
PR-2025-02-23-054,P00949
PR-2025-02-23-054,P00439
PR-2025-02-23-054,P01396
PR-2025-02-23-054,P00676
PR-2025-02-23-054,P01467
PR-2025-02-23-054,P00779
PR-2025-02-23-054,P00257
PR-2025-02-23-054,P00131
PR-2025-02-23-054,P00830
PR-2025-03-02-056,P00148
PR-2025-03-02-056,P00567
PR-2025-03-02-056,P00436
PR-2025-03-02-056,P00150
PR-2025-03-02-056,P01256
PR-2025-03-02-056,P00760
PR-2025-03-02-056,P00859
PR-2025-03-02-056,P00571
PR-2025-03-02-056,P00723
PR-2025-03-02-056,P01264
PR-2025-03-02-056,P00072
PR-2025-03-02-056,P00568
PR-2025-03-02-056,P00684
PR-2025-03-02-056,P00581
PR-2025-03-02-056,P00658
PR-2025-03-02-056,P00019
PR-2025-03-02-056,P01445
PR-2025-03-02-056,P00047
PR-2025-03-02-056,P00532
PR-2025-03-02-056,P00206
PR-2025-03-02-056,P01070
PR-2025-03-02-056,P01063
PR-2025-03-02-056,P00880
PR-2025-03-09-064,P00483
PR-2025-03-09-064,P00414
PR-2025-03-09-064,P01006
PR-2025-03-09-064,P00474
PR-2025-03-09-064,P00354
PR-2025-03-09-064,P01448
PR-2025-03-09-064,P00466
PR-2025-03-09-064,P00237
PR-2025-03-09-064,P00590
PR-2025-03-09-064,P01213
PR-2025-03-09-064,P00379
PR-2025-03-09-064,P00697
PR-2025-03-09-064,P00120
PR-2025-03-09-064,P00851
PR-2025-03-09-064,P00482
PR-2025-03-09-064,P01409
PR-2025-03-09-064,P01096
PR-2025-03-09-064,P01127
PR-2025-03-09-064,P00458
PR-2025-03-09-064,P00166
PR-2025-03-09-064,P01055
PR-2025-03-09-064,P00067
PR-2025-03-09-064,P00167
PR-2025-03-09-065,P00551
PR-2025-03-09-065,P00480
PR-2025-03-09-065,P00304
PR-2025-03-09-065,P00219
PR-2025-03-09-065,P00416
PR-2025-03-09-065,P01215
PR-2025-03-09-065,P01109
PR-2025-03-09-065,P01391
PR-2025-03-09-065,P00251
PR-2025-03-09-065,P00757
PR-2025-03-09-065,P00983
PR-2025-03-09-065,P00399
PR-2025-03-09-065,P00929
PR-2025-03-09-065,P01216
PR-2025-03-09-065,P00525
PR-2025-03-09-065,P00040
PR-2025-03-09-065,P00295
PR-2025-03-09-065,P01385
PR-2025-03-09-065,P01224
PR-2025-03-09-065,P00634
PR-2025-03-09-065,P00459
PR-2025-03-09-065,P00192
PR-2025-03-09-065,P01302
PR-2025-03-09-065,P00594
PR-2025-03-16-070,P00590
PR-2025-03-16-070,P01376
PR-2025-03-16-070,P00654
PR-2025-03-16-070,P00932
PR-2025-03-16-070,P00087
PR-2025-03-16-070,P01471
PR-2025-03-16-070,P01182
PR-2025-03-16-070,P00755
PR-2025-03-16-070,P01448
PR-2025-03-16-070,P01490
PR-2025-03-16-070,P00032
PR-2025-03-16-070,P00773
PR-2025-03-16-070,P00414
PR-2025-03-16-070,P00851
PR-2025-03-16-070,P00887
PR-2025-03-16-070,P00417
PR-2025-03-16-070,P00007
PR-2025-03-16-070,P01004
PR-2025-03-16-070,P00242
PR-2025-03-16-070,P00971
PR-2025-03-16-070,P00168
PR-2025-03-16-070,P00149
PR-2025-03-16-070,P01297
PR-2025-03-23-075,P01392
PR-2025-03-23-075,P01206
PR-2025-03-23-075,P01340
PR-2025-03-23-075,P00397
PR-2025-03-23-075,P01252
PR-2025-03-23-075,P00554
PR-2025-03-23-075,P01482
PR-2025-03-23-075,P00856
PR-2025-03-23-075,P01197
PR-2025-03-23-075,P00475
PR-2025-03-23-075,P01011
PR-2025-03-23-075,P00435
PR-2025-03-23-075,P01144
PR-2025-03-23-075,P00522
PR-2025-03-23-075,P00108
PR-2025-03-23-075,P01382
PR-2025-03-23-075,P01056
PR-2025-03-23-075,P01455
PR-2025-03-23-075,P00808
PR-2025-03-23-075,P00791
PR-2025-03-23-075,P00334
PR-2025-03-23-075,P00374
PR-2025-03-23-075,P00562
PR-2025-03-23-075,P00449
PR-2025-03-23-076,P00743
PR-2025-03-23-076,P01371
PR-2025-03-23-076,P01069
PR-2025-03-23-076,P01285
PR-2025-03-23-076,P01398
PR-2025-03-23-076,P00645
PR-2025-03-23-076,P01436
PR-2025-03-23-076,P00957
PR-2025-03-23-076,P01343
PR-2025-03-23-076,P00555
PR-2025-03-23-076,P00964
PR-2025-03-23-076,P01453
PR-2025-03-23-076,P00725
PR-2025-03-23-076,P01067
PR-2025-03-23-076,P01100
PR-2025-03-23-076,P01027
PR-2025-03-23-076,P00332
PR-2025-03-23-076,P00046
PR-2025-03-23-076,P00015
PR-2025-03-23-076,P01390
PR-2025-03-23-076,P01093
PR-2025-03-23-077,P00906
PR-2025-03-23-077,P00797
PR-2025-03-23-077,P00284
PR-2025-03-23-077,P00198
PR-2025-03-23-077,P00315
PR-2025-03-23-077,P00691
PR-2025-03-23-077,P00827
PR-2025-03-23-077,P00700
PR-2025-03-23-077,P00217
PR-2025-03-23-077,P00833
PR-2025-03-23-077,P00958
PR-2025-03-23-077,P00966
PR-2025-03-23-077,P01292
PR-2025-03-23-077,P00115
PR-2025-03-23-077,P01344
PR-2025-03-23-077,P01235
PR-2025-03-23-077,P01438
PR-2025-03-23-077,P00216
PR-2025-03-23-077,P00624
PR-2025-03-23-077,P01360
PR-2025-03-23-077,P01225
PR-2025-03-23-077,P00126
PR-2025-03-23-077,P01368
PR-2025-03-23-077,P00742
PR-2025-03-30-079,P00607
PR-2025-03-30-079,P01139
PR-2025-03-30-079,P00513
PR-2025-03-30-079,P00793
PR-2025-03-30-079,P00224
PR-2025-03-30-079,P00486
PR-2025-03-30-079,P00928
PR-2025-03-30-079,P00875
PR-2025-03-30-079,P00401
PR-2025-03-30-079,P01120
PR-2025-03-30-079,P00496
PR-2025-03-30-079,P01485
PR-2025-03-30-079,P01427
PR-2025-03-30-079,P00438
PR-2025-03-30-079,P00569
PR-2025-03-30-079,P00646
PR-2025-03-30-079,P00113
PR-2025-03-30-079,P00389
PR-2025-03-30-079,P00350
PR-2025-03-30-079,P00712
PR-2025-03-30-079,P00240
PR-2025-03-30-079,P01477
PR-2025-03-30-079,P01495
PR-2025-03-30-079,P00682
PR-2025-03-30-079,P00244
PR-2025-03-30-082,P00800
PR-2025-03-30-082,P00798
PR-2025-03-30-082,P01145
PR-2025-03-30-082,P00365
PR-2025-03-30-082,P00795
PR-2025-03-30-082,P00708
PR-2025-03-30-082,P00178
