store_id,category,week_start,week_of_year,is_year_start,is_year_end,promo_type,units,revenue,unique_baskets,units_1w_pre,units_4w_pre,trend_4w_units,revenue_1w_pre,revenue_4w_pre,avg_price_pre_4w,promo_freq_8w,realized_promo_freq_8w,treated_planned,treated_realized
1,Alcohol,2025-05-25,21,0,0,BUNDLE,144,1791.4,82,154.0,178.0,-8.399999999999983,1871.1200000000001,2170.5000000000005,12.191802984249794,8.0,2.0,1,1
1,Alcohol,2025-06-01,22,0,0,COUPON,161,2125.44,85,144.0,168.5,-16.60000000000001,1791.4,2063.7700000000004,12.25472957155138,8.0,3.0,1,0
1,Alcohol,2025-06-08,23,0,0,MANAGER_SPECIAL,140,1670.24,80,161.0,161.75,-9.100000000000005,2125.44,2037.8100000000002,12.590634157252452,8.0,3.0,1,0
1,Alcohol,2025-06-15,24,0,0,COUPON,170,2156.25,98,140.0,149.75,-2.4999999999999916,1670.24,1864.5500000000002,12.430546011355794,8.0,3.0,1,0
1,Alcohol,2025-06-22,25,0,0,MANAGER_SPECIAL,162,1972.15,80,170.0,153.75,5.700000000000014,2156.25,1935.8325000000002,12.563969426176268,8.0,2.0,1,0
1,Alcohol,2025-06-29,26,0,0,BUNDLE,159,1792.2,87,162.0,158.25,3.3000000000000207,1972.15,1981.02,12.497341339756513,8.0,2.0,1,1
1,Alcohol,2025-07-06,27,0,0,COUPON,216,2735.35,110,159.0,157.75,4.900000000000015,1792.2,1897.7100000000003,12.014893197250949,8.0,3.0,1,0
1,Alcohol,2025-07-13,28,0,0,COUPON,168,2247.45,93,216.0,176.75,13.499999999999995,2735.35,2163.9875,12.198236120531371,8.0,2.0,1,0
1,Alcohol,2025-07-20,29,0,0,MANAGER_SPECIAL,152,1907.47,86,168.0,176.25,7.500000000000001,2247.45,2186.7875000000004,12.371699881035571,8.0,2.0,1,0
1,Alcohol,2025-07-27,30,0,0,MANAGER_SPECIAL,139,1677.05,81,152.0,173.75,-6.899999999999972,1907.47,2170.6175000000003,12.465544707221408,8.0,1.0,1,0
1,Alcohol,2025-08-03,31,0,0,BUNDLE,157,1943.49,84,139.0,168.75,-24.700000000000017,1677.05,2141.83,12.663897157336788,8.0,1.0,1,1
1,Alcohol,2025-08-10,32,0,0,COUPON,137,1686.01,74,157.0,154.0,-4.599999999999986,1943.49,1943.8650000000002,12.592712104847992,8.0,2.0,1,0
1,Alcohol,2025-08-17,33,0,0,MANAGER_SPECIAL,170,2093.05,87,137.0,146.25,-2.6999999999999997,1686.01,1803.505,12.324953045932457,8.0,2.0,1,0
1,Alcohol,2025-08-24,34,0,0,COUPON,176,1920.83,94,170.0,150.75,7.300000000000015,2093.05,1849.9,12.265681567604283,8.0,2.0,1,1
1,Alcohol,2025-08-31,35,0,0,MANAGER_SPECIAL,148,1873.25,81,176.0,160.0,9.00000000000001,1920.83,1910.8450000000003,11.97785629373247,8.0,2.0,1,0
1,Alcohol,2025-09-07,36,0,0,COUPON,123,1470.11,72,148.0,157.75,3.9000000000000106,1873.25,1893.2850000000003,12.047400643018062,8.0,2.0,1,0
1,Alcohol,2025-09-14,37,0,0,MANAGER_SPECIAL,182,2226.94,91,123.0,154.25,-16.899999999999984,1470.11,1839.3100000000002,11.958768514361008,8.0,2.0,1,0
1,Alcohol,2025-09-21,38,0,0,MANAGER_SPECIAL,165,2002.58,90,182.0,157.25,-0.699999999999992,2226.94,1872.7825,11.939737324962172,8.0,2.0,1,0
1,Alcohol,2025-09-28,39,0,0,COUPON,152,1334.7,85,165.0,154.5,10.999999999999993,2002.58,1893.2200000000003,12.245497741628839,8.0,2.0,1,1
1,Alcohol,2025-10-05,40,0,0,BUNDLE,151,1806.31,87,152.0,155.5,7.000000000000023,1334.7,1758.5825000000002,11.276454356138084,8.0,2.0,1,1
1,Alcohol,2025-10-12,41,0,0,BOGO,158,1945.0,89,151.0,162.5,-10.599999999999996,1806.31,1842.6325000000002,11.279005371052207,8.0,3.0,1,0
1,Alcohol,2025-10-19,42,0,0,COUPON,150,1840.35,83,158.0,156.5,-2.199999999999995,1945.0,1772.1475000000003,11.297553500138312,8.0,3.0,1,1
1,Alcohol,2025-10-26,43,0,0,COUPON,166,2004.63,86,150.0,152.75,0.10000000000001234,1840.35,1731.5900000000001,11.33059137892619,8.0,3.0,1,0
1,Bakery,2024-12-29,52,0,1,MANAGER_SPECIAL,67,282.64,41,,153.0,,,1863.886666666667,12.180481487691061,7.0,3.0,1,0
1,Bakery,2025-01-05,1,1,0,BUNDLE,161,652.13,99,67.0,125.0,,282.64,1355.996666666667,9.599211348321683,7.0,3.0,1,0
1,Bakery,2025-01-12,2,1,0,COUPON,161,651.9,82,161.0,126.0,,652.13,925.0400000000003,6.846001452365502,7.0,3.0,1,0
1,Bakery,2025-01-19,3,0,0,COUPON,147,592.1,85,161.0,129.66666666666666,,651.9,528.8900000000003,4.106024226692624,7.0,3.0,1,0
1,Bakery,2025-01-26,4,0,0,BOGO,174,708.58,103,147.0,134.0,24.00000000000001,592.1,544.6925000000002,4.086490959135114,7.0,2.0,1,0
1,Bakery,2025-02-02,5,0,0,MANAGER_SPECIAL,146,565.17,80,174.0,160.75,2.4999999999999982,708.58,651.1775000000002,4.049938806107151,7.0,1.0,1,0
1,Bakery,2025-02-09,6,0,0,COUPON,194,793.1,96,146.0,157.0,-1.8000000000000052,565.17,629.4375000000002,4.005071431819735,7.0,1.0,1,0
1,Bakery,2025-02-16,7,0,0,MANAGER_SPECIAL,137,543.48,83,194.0,165.25,11.300000000000002,793.1,664.7375000000002,4.01484043354862,7.0,0.0,1,0
1,Bakery,2025-02-23,8,0,0,COUPON,166,668.68,98,137.0,162.75,-6.299999999999976,543.48,652.5825000000002,3.999619469250492,8.0,0.0,1,0
1,Bakery,2025-03-02,9,0,0,COUPON,173,720.93,88,166.0,160.75,0.29999999999999244,668.68,642.6075000000003,3.9885929493778978,8.0,0.0,1,0
1,Bakery,2025-03-09,10,0,0,MANAGER_SPECIAL,149,571.38,84,173.0,167.5,-3.399999999999997,720.93,681.5475000000002,4.062642458444333,8.0,0.0,1,0
1,Bakery,2025-03-16,11,0,0,MANAGER_SPECIAL,153,629.27,86,149.0,156.25,4.299999999999996,571.38,626.1175000000003,3.9992976511378906,8.0,0.0,1,0
1,Bakery,2025-03-23,12,0,0,MANAGER_SPECIAL,135,553.9399999999999,80,153.0,160.25,-6.300000000000012,629.27,647.5650000000003,4.035764780568739,8.0,0.0,1,0
1,Bakery,2025-03-30,13,0,0,COUPON,151,603.5699999999999,90,135.0,152.5,-10.999999999999979,553.9399999999999,618.8800000000002,4.054531402612469,8.0,0.0,1,0
1,Bakery,2025-04-06,14,0,0,MANAGER_SPECIAL,144,561.27,82,151.0,147.0,-1.2000000000000015,603.5699999999999,589.5400000000002,4.0120131237011645,8.0,0.0,1,1
1,Bakery,2025-04-13,15,0,0,BUNDLE,140,565.84,81,144.0,145.75,-1.0999999999999837,561.27,587.0125000000002,4.027748931866713,8.0,1.0,1,0
1,Bakery,2025-04-20,16,0,0,BUNDLE,144,577.03,72,140.0,142.5,0.7999999999999927,565.84,571.1550000000002,4.009958549046918,8.0,1.0,1,0
1,Bakery,2025-04-27,17,0,0,MANAGER_SPECIAL,175,702.89,94,144.0,144.75,-2.500000000000009,577.03,576.9275000000002,3.9859319286765476,8.0,1.0,1,0
1,Bakery,2025-05-04,18,0,0,BUNDLE,163,642.94,90,175.0,150.75,9.700000000000005,702.89,601.7575000000003,3.9907724206349204,8.0,1.0,1,0
1,Bakery,2025-05-11,19,0,0,COUPON,166,645.95,85,163.0,155.5,9.999999999999995,642.94,622.1750000000003,4.002449631780115,8.0,1.0,1,0
1,Bakery,2025-05-18,20,0,0,BUNDLE,144,591.41,82,166.0,162.0,5.4000000000000075,645.95,642.2025000000002,3.964837325411785,8.0,1.0,1,1
1,Bakery,2025-05-25,21,0,0,BUNDLE,137,561.27,78,144.0,162.0,-8.999999999999996,591.41,645.7975000000002,3.9898026031895624,8.0,2.0,1,0
1,Bakery,2025-06-01,22,0,0,COUPON,152,615.59,90,137.0,152.5,-10.000000000000007,561.27,610.3925000000003,4.009889360228144,8.0,2.0,1,0
1,Bakery,2025-06-08,23,0,0,BUNDLE,129,489.9,73,152.0,149.75,-4.900000000000009,615.59,603.5550000000003,4.036268618381196,8.0,1.0,1,1
1,Bakery,2025-06-15,24,0,0,COUPON,191,767.08,101,129.0,140.5,-3.0000000000000044,489.9,564.5425000000002,4.012870957972117,8.0,2.0,1,0
1,Bakery,2025-06-22,25,0,0,MANAGER_SPECIAL,142,535.98,83,191.0,152.25,13.9,767.08,608.4600000000003,3.9901488993624605,8.0,2.0,1,1
1,Bakery,2025-06-29,26,0,0,BUNDLE,164,668.5,90,142.0,153.5,3.1999999999999877,535.98,602.1375000000003,3.9095603314586875,8.0,3.0,1,0
1,Bakery,2025-07-06,27,0,0,COUPON,173,653.89,96,164.0,156.5,5.600000000000007,668.5,615.3650000000002,3.9161316568758893,8.0,3.0,1,1
1,Bakery,2025-07-13,28,0,0,COUPON,188,762.66,97,173.0,167.5,-3.20000000000001,653.89,656.3625000000002,3.9116407978894663,8.0,4.0,1,0
1,Bakery,2025-07-20,29,0,0,MANAGER_SPECIAL,155,621.46,86,188.0,166.75,14.700000000000024,762.66,655.2575000000003,3.921784916191794,8.0,3.0,1,0
1,Bakery,2025-07-27,30,0,0,MANAGER_SPECIAL,145,560.7,82,155.0,170.0,-1.1999999999999855,621.46,676.6275000000003,3.980512994338091,8.0,3.0,1,0
1,Bakery,2025-08-03,31,0,0,BUNDLE,163,645.92,87,145.0,165.25,-11.700000000000001,560.7,649.6775000000002,3.9281822542203453,8.0,3.0,1,0
1,Bakery,2025-08-10,32,0,0,COUPON,161,652.36,83,163.0,162.75,-8.500000000000002,645.92,647.6850000000002,3.973929355181372,8.0,2.0,1,0
1,Bakery,2025-08-17,33,0,0,MANAGER_SPECIAL,140,543.73,84,161.0,156.0,3.5999999999999965,652.36,620.1100000000002,3.972735189726106,8.0,2.0,1,0
1,Bakery,2025-08-24,34,0,0,COUPON,161,681.9399999999999,87,140.0,152.25,-1.6999999999999937,543.73,600.6775000000002,3.9413267795878575,8.0,1.0,1,0
1,Bakery,2025-08-31,35,0,0,MANAGER_SPECIAL,131,513.28,78,161.0,156.25,-2.6999999999999846,681.9399999999999,630.9875000000002,4.033515685135083,8.0,1.0,1,0
1,Bakery,2025-09-07,36,0,0,COUPON,147,602.6,83,131.0,148.25,-6.899999999999986,513.28,597.8275000000002,4.0223828232421415,8.0,0.0,1,0
1,Bakery,2025-09-14,37,0,0,MANAGER_SPECIAL,149,589.39,79,147.0,144.75,-0.8999999999999981,602.6,585.3875000000002,4.034231388755303,8.0,0.0,1,0
1,Bakery,2025-09-21,38,0,0,MANAGER_SPECIAL,171,649.64,93,149.0,147.0,-2.0000000000000013,589.39,596.8025000000002,4.052194356157028,8.0,0.0,1,0
1,Bakery,2025-09-28,39,0,0,COUPON,123,486.58,82,171.0,149.5,12.200000000000006,649.64,588.7275000000002,3.943047394550113,8.0,0.0,1,0
1,Bakery,2025-10-05,40,0,0,NONE,159,641.17,83,123.0,147.5,-4.9999999999999964,486.58,582.0525000000002,3.952489149654687,8.0,0.0,0,0
1,Bakery,2025-10-12,41,0,0,BOGO,167,664.2,89,159.0,150.5,-1.7999999999999887,641.17,591.6950000000002,3.9357881484995074,7.0,0.0,1,0
1,Bakery,2025-10-19,42,0,0,COUPON,161,653.45,84,167.0,155.0,2.4000000000000052,664.2,610.3975000000003,3.9411901297718623,7.0,0.0,1,0
1,Bakery,2025-10-26,43,0,0,COUPON,142,562.77,75,161.0,152.5,12.200000000000001,653.45,611.3500000000003,4.006097960943996,7.0,0.0,1,0
1,Baking,2024-12-29,52,0,1,COUPON,79,284.64,43,,162.33333333333334,,,652.9400000000003,4.022818961475463,6.0,0.0,1,0
1,Baking,2025-01-05,1,1,0,BUNDLE,184,672.25,99,79.0,135.66666666666666,,284.64,534.0966666666669,3.879659711946498,6.0,0.0,1,0
1,Baking,2025-01-12,2,1,0,COUPON,128,457.1,77,184.0,141.33333333333334,,672.25,536.7800000000003,3.771755411851037,6.0,0.0,1,0
1,Baking,2025-01-19,3,0,0,COUPON,148,561.62,76,128.0,130.33333333333334,,457.1,471.3300000000003,3.6092214444597324,6.0,0.0,1,0
1,Baking,2025-01-26,4,0,0,BOGO,154,580.23,89,148.0,134.75,15.100000000000014,561.62,493.90250000000026,3.6555985157772315,6.0,0.0,1,0
1,Baking,2025-02-02,5,0,0,MANAGER_SPECIAL,155,548.77,87,154.0,153.5,-7.000000000000009,580.23,567.8000000000003,3.6967708402881643,7.0,0.0,1,1
1,Baking,2025-02-09,6,0,0,COUPON,149,572.35,91,155.0,146.25,8.700000000000003,548.77,536.9300000000003,3.6685005913400572,7.0,1.0,1,0
1,Baking,2025-02-16,7,0,0,MANAGER_SPECIAL,164,607.07,91,149.0,151.5,0.40000000000000935,572.35,565.7425000000003,3.736045945786366,7.0,1.0,1,0
1,Baking,2025-02-23,8,0,0,COUPON,136,514.52,71,164.0,155.5,2.4000000000000066,607.07,577.1050000000002,3.712775098719787,8.0,1.0,1,0
1,Baking,2025-03-02,9,0,0,COUPON,163,595.14,85,136.0,151.0,-4.200000000000009,514.52,560.6775000000002,3.716652104067381,8.0,1.0,1,0
1,Baking,2025-03-09,10,0,0,MANAGER_SPECIAL,145,542.17,86,163.0,153.0,1.399999999999982,595.14,572.2700000000002,3.744330611884519,8.0,1.0,1,0
1,Baking,2025-03-16,11,0,0,MANAGER_SPECIAL,153,552.42,81,145.0,152.0,-3.0000000000000164,542.17,564.7250000000003,3.718787682007176,8.0,1.0,1,0
1,Baking,2025-03-23,12,0,0,MANAGER_SPECIAL,111,437.17,67,153.0,149.25,3.300000000000008,552.42,551.0625000000002,3.6960231554648515,8.0,1.0,1,0
1,Baking,2025-03-30,13,0,0,COUPON,149,524.21,87,111.0,143.0,-14.799999999999986,437.17,531.7250000000001,3.7348314490525567,8.0,1.0,1,1
1,Baking,2025-04-06,14,0,0,MANAGER_SPECIAL,135,473.13,76,149.0,139.5,-2.9999999999999933,524.21,513.9925000000003,3.701587017875384,8.0,1.0,1,1
1,Baking,2025-04-13,15,0,0,BUNDLE,140,530.22,79,135.0,137.0,-1.600000000000016,473.13,496.7325000000002,3.642977822473085,8.0,2.0,1,0
1,Baking,2025-04-20,16,0,0,BUNDLE,138,498.21999999999997,74,140.0,133.75,7.299999999999998,530.22,491.18250000000023,3.6871521922209842,8.0,2.0,1,0
1,Baking,2025-04-27,17,0,0,MANAGER_SPECIAL,153,572.0,91,138.0,140.5,-2.7999999999999927,498.21999999999997,506.4450000000002,3.6051075388719833,8.0,2.0,1,0
1,Baking,2025-05-04,18,0,0,BUNDLE,149,566.48,82,153.0,141.5,5.200000000000004,572.0,518.3925000000002,3.660201081882028,8.0,2.0,1,0
1,Baking,2025-05-11,19,0,0,COUPON,136,436.62,83,149.0,145.0,4.1999999999999975,566.48,541.7300000000002,3.7345042138730795,8.0,2.0,1,1
1,Baking,2025-05-18,20,0,0,BUNDLE,149,558.58,79,136.0,144.0,-0.9999999999999757,436.62,518.3300000000003,3.590293079419298,8.0,3.0,1,0
1,Baking,2025-05-25,21,0,0,BUNDLE,105,383.01,64,149.0,146.75,-2.499999999999997,558.58,533.4200000000003,3.6249353807518534,8.0,3.0,1,0
1,Baking,2025-06-01,22,0,0,COUPON,126,473.01,78,105.0,134.75,-11.899999999999997,383.01,486.17250000000024,3.6022234293046083,8.0,2.0,1,0
1,Baking,2025-06-08,23,0,0,MANAGER_SPECIAL,170,537.86,96,126.0,129.0,-7.400000000000001,473.01,462.80500000000023,3.5902655354087947,8.0,1.0,1,1
1,Baking,2025-06-15,24,0,0,COUPON,165,603.3,90,170.0,137.5,8.400000000000002,537.86,488.11500000000024,3.5786258295264415,8.0,2.0,1,0
1,Baking,2025-06-22,25,0,0,MANAGER_SPECIAL,111,421.51,70,165.0,141.5,22.399999999999988,603.3,499.2950000000002,3.5555019735166793,8.0,2.0,1,0
1,Baking,2025-06-29,26,0,0,BUNDLE,145,559.25,82,111.0,143.0,-4.9999999999999805,421.51,508.9200000000002,3.5929202489349543,8.0,2.0,1,0
1,Baking,2025-07-06,27,0,0,BUNDLE,122,411.46,77,145.0,147.75,-12.89999999999999,559.25,530.4800000000002,3.6186324821040845,8.0,2.0,1,1
1,Baking,2025-07-13,28,0,0,COUPON,141,557.7,86,122.0,135.75,-9.500000000000007,411.46,498.88000000000017,3.6708176315737084,8.0,2.0,1,0
1,Baking,2025-07-20,29,0,0,MANAGER_SPECIAL,148,546.53,88,141.0,129.75,6.700000000000002,557.7,487.4800000000002,3.7455565097168417,8.0,2.0,1,1
1,Baking,2025-07-27,30,0,0,MANAGER_SPECIAL,159,600.87,83,148.0,139.0,2.8,546.53,518.7350000000001,3.719402230437563,8.0,3.0,1,0
1,Baking,2025-08-03,31,0,0,COUPON,137,422.83,80,159.0,142.5,11.800000000000002,600.87,529.1400000000002,3.6999422434499247,8.0,3.0,1,1
1,Baking,2025-08-10,32,0,0,COUPON,137,506.27,81,137.0,146.25,-0.09999999999999806,422.83,531.9825000000002,3.628374096985882,8.0,3.0,1,0
1,Baking,2025-08-17,33,0,0,MANAGER_SPECIAL,179,641.17,97,137.0,145.25,-5.5000000000000036,506.27,519.1250000000002,3.5633946747153433,8.0,3.0,1,1
1,Baking,2025-08-24,34,0,0,COUPON,172,629.66,97,179.0,153.0,5.99999999999999,641.17,542.7850000000002,3.535690933963418,8.0,4.0,1,0
1,Baking,2025-08-31,35,0,0,MANAGER_SPECIAL,155,570.4,81,172.0,156.25,14.700000000000008,629.66,549.9825000000002,3.5061302713921148,8.0,4.0,1,1
1,Baking,2025-09-07,36,0,0,COUPON,156,579.0,86,155.0,160.75,4.700000000000004,570.4,586.8750000000002,3.654542680151239,8.0,4.0,1,0
1,Baking,2025-09-14,37,0,0,MANAGER_SPECIAL,138,503.67,79,156.0,165.5,-8.599999999999996,579.0,605.0575000000001,3.658576930572351,8.0,4.0,1,0
1,Baking,2025-09-21,38,0,0,MANAGER_SPECIAL,170,623.53,94,138.0,155.25,-10.099999999999989,503.67,570.6825000000002,3.6755337559306214,8.0,3.0,1,0
1,Baking,2025-09-28,39,0,0,COUPON,127,396.31,76,170.0,154.75,2.7000000000000157,623.53,569.1500000000003,3.6772861499114695,8.0,3.0,1,1
1,Baking,2025-10-05,40,0,0,COUPON,158,401.19,83,127.0,147.75,-5.4999999999999964,396.31,525.6275000000003,3.53742394518706,8.0,3.0,1,1
1,Baking,2025-10-12,41,0,0,BOGO,154,586.8,82,158.0,148.25,1.7000000000000004,401.19,481.17500000000024,3.244333633599913,8.0,4.0,1,0
1,Baking,2025-10-19,42,0,0,BUNDLE,148,545.7,84,154.0,152.25,-1.6999999999999937,586.8,501.9575000000002,3.2844853840234025,8.0,3.0,1,0
1,Baking,2025-10-26,43,0,0,COUPON,129,493.28000000000003,72,148.0,146.75,5.9000000000000075,545.7,482.5000000000002,3.289320042211002,8.0,3.0,1,0
1,Beverages,2024-12-29,52,0,1,MANAGER_SPECIAL,120,392.96,68,,153.33333333333334,,,511.2300000000003,3.345576329247215,7.0,2.0,1,0
1,Beverages,2025-01-05,1,1,0,BUNDLE,174,562.42,99,120.0,140.66666666666666,,392.96,508.48666666666696,3.5907394797394794,7.0,2.0,1,0
1,Beverages,2025-01-12,2,1,0,COUPON,151,482.15,84,174.0,147.33333333333334,,562.42,500.3600000000003,3.3980425598011803,7.0,2.0,1,0
1,Beverages,2025-01-19,3,0,0,COUPON,157,512.93,90,151.0,148.33333333333334,,482.15,479.1766666666669,3.233337291619091,7.0,2.0,1,1
1,Beverages,2025-01-26,4,0,0,BOGO,122,414.89,72,157.0,150.5,8.800000000000006,512.93,487.6150000000002,3.241770484637885,7.0,2.0,1,0
1,Beverages,2025-02-02,5,0,0,MANAGER_SPECIAL,136,343.91,76,122.0,151.0,-14.999999999999995,414.89,493.0975000000002,3.2732882442007267,7.0,1.0,1,1
1,Beverages,2025-02-09,6,0,0,COUPON,166,440.53000000000003,94,136.0,141.5,-8.00000000000002,343.91,438.4700000000002,3.097401031557048,7.0,2.0,1,1
1,Beverages,2025-02-16,7,0,0,MANAGER_SPECIAL,136,464.93,71,166.0,145.25,4.099999999999992,440.53000000000003,428.0650000000003,2.962588237333798,7.0,3.0,1,0
1,Beverages,2025-02-23,8,0,0,COUPON,157,544.48,89,136.0,140.0,7.200000000000009,464.93,416.0650000000002,3.0004714567043487,8.0,3.0,1,0
1,Beverages,2025-03-02,9,0,0,COUPON,161,512.49,88,157.0,148.75,3.3000000000000096,544.48,448.4625000000002,3.0172933999015923,8.0,3.0,1,0
1,Beverages,2025-03-09,10,0,0,MANAGER_SPECIAL,157,500.28,87,161.0,155.0,0.5999999999999786,512.49,490.60750000000024,3.180897825367431,8.0,3.0,1,0
1,Beverages,2025-03-16,11,0,0,MANAGER_SPECIAL,124,394.4,73,157.0,152.75,6.700000000000013,500.28,505.54500000000024,3.3140732340083634,8.0,3.0,1,0
1,Beverages,2025-03-23,12,0,0,MANAGER_SPECIAL,139,458.76,76,124.0,149.75,-10.299999999999994,394.4,487.91250000000025,3.2545837890368268,8.0,2.0,1,0
1,Beverages,2025-03-30,13,0,0,COUPON,161,516.05,81,139.0,145.25,-9.900000000000007,458.76,466.4825000000002,3.21268533327914,8.0,2.0,1,0
1,Beverages,2025-04-06,14,0,0,MANAGER_SPECIAL,148,474.82,80,161.0,145.25,2.699999999999997,516.05,467.3725000000002,3.218213283589699,8.0,1.0,1,0
1,Beverages,2025-04-13,15,0,0,BUNDLE,145,482.64,76,148.0,143.0,9.400000000000004,474.82,461.0075000000002,3.2236498905788533,8.0,0.0,1,0
1,Beverages,2025-04-20,16,0,0,BUNDLE,178,562.74,90,145.0,148.25,0.49999999999999134,482.64,483.0675000000002,3.2606265312907556,8.0,0.0,1,0
1,Beverages,2025-04-27,17,0,0,BUNDLE,204,687.4,110,178.0,158.0,4.799999999999996,562.74,509.06250000000017,3.225883786161017,8.0,0.0,1,0
1,Beverages,2025-05-04,18,0,0,BUNDLE,149,464.96999999999997,82,204.0,168.75,20.1,687.4,551.9000000000002,3.266965871168933,8.0,0.0,1,0
1,Beverages,2025-05-11,19,0,0,COUPON,175,559.72,102,149.0,169.0,3.80000000000002,464.96999999999997,549.4375000000002,3.2450560670695316,8.0,0.0,1,0
1,Beverages,2025-05-18,20,0,0,BUNDLE,151,473.94,73,175.0,176.5,-6.400000000000008,559.72,568.7075000000002,3.212518136035049,8.0,0.0,1,0
1,Beverages,2025-05-25,21,0,0,BUNDLE,140,464.35,73,151.0,169.75,-13.300000000000004,473.94,546.5075000000002,3.2068218416679084,8.0,0.0,1,0
1,Beverages,2025-06-01,22,0,0,COUPON,150,463.88,86,140.0,153.75,-5.1000000000000005,464.35,490.7450000000002,3.1936163094550234,8.0,0.0,1,1
1,Beverages,2025-06-08,23,0,0,MANAGER_SPECIAL,173,556.02,92,150.0,154.0,-8.600000000000001,463.88,490.47250000000025,3.1865986360769476,8.0,1.0,1,0
1,Beverages,2025-06-15,24,0,0,COUPON,161,545.97,87,173.0,153.5,7.599999999999981,556.02,489.54750000000024,3.190495745903537,8.0,1.0,1,0
1,Beverages,2025-06-22,25,0,0,MANAGER_SPECIAL,157,504.32,86,161.0,156.0,8.600000000000001,545.97,507.55500000000023,3.253606374836942,8.0,1.0,1,1
1,Beverages,2025-06-29,26,0,0,BUNDLE,174,577.39,89,157.0,160.25,0.9000000000000122,504.32,517.5475000000002,3.2274672711062777,8.0,2.0,1,0
1,Beverages,2025-07-06,27,0,0,COUPON,205,664.37,114,174.0,166.25,-0.09999999999999833,577.39,545.9250000000002,3.2839172711062776,8.0,2.0,1,0
1,Beverages,2025-07-13,28,0,0,COUPON,181,514.07,103,205.0,174.25,14.900000000000004,664.37,573.0125000000003,3.2906274783528584,8.0,2.0,1,1
