store_id,category,week_start,revenue,units,unique_baskets,realized_discount,eff_discount_rate,treated_planned,treated_realized,promo_type,discount_depth_plan,baseline_revenue_4w_nonpromo,lift_pct_revenue,promo_success,units_1w_pre,units_4w_pre,trend_4w_units,revenue_1w_pre,revenue_4w_pre,avg_price_pre_4w,promo_freq_8w,realized_promo_freq_8w,week_of_year,is_year_start,is_year_end
S0001,Baking,2025-08-04,1086.5,287,225,0.0,0.0,0,0,NONE,,1174.045,-0.07456698848851626,0,316.0,316.25,8.700000000000015,1163.91,1174.045,3.710795018381328,0.0,0.0,32,0,0
S0001,Baking,2025-08-11,1283.28,348,251,0.0,0.0,0,0,NONE,,1174.57,0.09255301940284533,0,287.0,314.0,-10.200000000000038,1086.5,1174.5700000000002,3.741345211431521,0.0,0.0,33,0,0
S0001,Baking,2025-08-18,1055.88,277,208,0.0,0.0,0,0,NONE,,1202.9424999999999,-0.12225231048034281,0,348.0,322.75,-0.49999999999997297,1283.28,1202.9425,3.728904702452784,0.0,0.0,34,0,0
S0001,Beverages,2025-06-30,1358.78,416,234,0.0,0.0,0,0,NONE,,,,0,,317.0,,,1177.8966666666668,3.718853328760575,0.0,0.0,27,0,0
S0001,Beverages,2025-07-07,1509.47,450,283,0.0,0.0,0,0,NONE,,1358.78,0.11090095526869696,0,416.0,350.3333333333333,,1358.78,1242.8533333333332,3.5798661898446382,0.0,0.0,28,0,0
S0001,Beverages,2025-07-14,1548.77,458,256,0.0,0.0,0,0,NONE,,1434.125,0.07994073041052906,0,450.0,404.6666666666667,,1509.47,1383.8433333333332,3.4360873538658017,0.0,0.0,29,0,0
S0001,Beverages,2025-07-21,1256.73,362,223,0.0,0.0,0,0,NONE,,1472.3400000000001,-0.14644036024287876,0,458.0,441.3333333333333,,1548.77,1472.3400000000001,3.3340899137212454,0.0,0.0,30,0,0
S0001,Beverages,2025-07-28,1424.64,421,236,0.0,0.0,0,0,NONE,,1418.4375,0.004372769332452153,0,362.0,421.5,-15.400000000000023,1256.73,1418.4375,3.36847489385447,0.0,0.0,31,0,0
S0001,Beverages,2025-08-04,1274.95,376,261,0.0,0.0,0,0,NONE,,1434.9025,-0.1114727307256067,0,421.0,422.75,-18.3,1424.64,1434.9025,3.397886122842228,0.0,0.0,32,0,0
S0001,Beverages,2025-08-11,1271.07,383,242,0.0,0.0,0,0,NONE,,1376.2725,-0.0764401671907272,0,376.0,404.25,-18.699999999999978,1274.95,1376.2725,3.4069977954190604,0.0,0.0,33,0,0
S0001,Beverages,2025-08-18,1451.29,444,251,0.0,0.0,0,0,NONE,,1306.8474999999999,0.11052743338453808,0,383.0,385.5,1.8000000000000236,1271.07,1306.8474999999999,3.391279480461303,0.0,0.0,34,0,0
S0001,Breakfast & Cereal,2025-06-30,1380.12,307,245,0.0,0.0,0,0,NONE,,,,0,,393.3333333333333,,,1323.5533333333333,3.364496029197023,0.0,0.0,27,0,0
S0001,Breakfast & Cereal,2025-07-07,1733.56,374,271,0.0,0.0,0,0,NONE,,1380.12,0.25609367301394087,0,307.0,355.3333333333333,,1380.12,1308.7133333333334,3.735016660236815,0.0,0.0,28,0,0
S0001,Breakfast & Cereal,2025-07-14,1300.92,287,223,0.0,0.0,0,0,NONE,,1556.84,-0.1643842655635774,0,374.0,354.6666666666667,,1733.56,1461.5833333333333,4.14980422613358,0.0,0.0,29,0,0
S0001,Breakfast & Cereal,2025-07-21,1555.76,339,257,0.0,0.0,0,0,NONE,,1471.5333333333335,0.05723734879717287,0,287.0,322.6666666666667,,1300.92,1471.5333333333335,4.554504783806817,0.0,0.0,30,0,0
S0001,Breakfast & Cereal,2025-07-28,1170.68,258,212,0.0,0.0,0,0,NONE,,1492.5900000000001,-0.21567208677533686,0,339.0,326.75,0.8999999999999926,1555.76,1492.59,4.5631942220734025,0.0,0.0,31,0,0
S0001,Breakfast & Cereal,2025-08-04,1248.3,268,213,0.0,0.0,0,0,NONE,,1440.23,-0.1332634370899093,0,258.0,314.5,-29.599999999999994,1170.68,1440.23,4.573697845536271,0.0,0.0,32,0,0
S0001,Breakfast & Cereal,2025-08-11,1515.94,332,261,0.0,0.0,0,0,NONE,,1318.9150000000002,0.14938415288324103,0,268.0,288.0,-13.799999999999983,1248.3,1318.915,4.579360009316302,0.0,0.0,33,0,0
S0001,Breakfast & Cereal,2025-08-18,1534.16,332,273,0.0,0.0,0,0,NONE,,1372.67,0.11764663028987302,0,332.0,299.25,-1.1000000000000054,1515.94,1372.67,4.58767551874076,0.0,0.0,34,0,0
S0001,Candy,2025-06-30,661.34,268,195,0.0,0.0,0,0,NONE,,,,0,,286.0,,,1311.64,4.587146512696627,0.0,0.0,27,0,0
S0001,Candy,2025-07-07,817.43,326,252,0.0,0.0,0,0,NONE,,661.34,0.23602080624187244,0,268.0,289.3333333333333,,661.34,1141.86,3.8972022418030328,0.0,0.0,28,0,0
S0001,Candy,2025-07-14,803.22,321,249,0.0,0.0,0,0,NONE,,739.385,0.08633526511898407,0,326.0,308.6666666666667,,817.43,998.2366666666667,3.180408297414546,0.0,0.0,29,0,0
S0001,Candy,2025-07-21,700.2,305,228,0.0,0.0,0,0,NONE,,760.6633333333333,-0.07948764017370794,0,321.0,305.0,,803.22,760.6633333333333,2.492461181849482,0.0,0.0,30,0,0
S0001,Candy,2025-07-28,674.96,283,231,0.0,0.0,0,0,NONE,,745.5474999999999,-0.09467874280310762,0,305.0,305.0,10.600000000000016,700.2,745.5475,2.44328031261662,0.0,0.0,31,0,0
S0001,Candy,2025-08-04,833.82,329,249,0.0,0.0,0,0,NONE,,748.9525000000001,0.11331492985202658,0,283.0,308.75,-14.49999999999997,674.96,748.9525,2.4226130877867056,0.0,0.0,32,0,0
S0001,Candy,2025-08-11,699.99,289,221,0.0,0.0,0,0,NONE,,753.0500000000001,-0.07046012880950807,0,329.0,309.5,0.200000000000001,833.82,753.0500000000001,2.4293514145623973,0.0,0.0,33,0,0
S0001,Candy,2025-08-18,734.8,311,225,0.0,0.0,0,0,NONE,,727.2425000000001,0.010391994417267817,0,289.0,301.5,-0.1999999999999832,699.99,727.2425000000001,2.4093183485597454,0.0,0.0,34,0,0
S0001,Condiments/Sauces/Spices,2025-06-30,814.98,235,177,0.0,0.0,0,0,NONE,,,,0,,300.3333333333333,,,736.2566666666667,2.447178563106983,0.0,0.0,27,0,0
S0001,Condiments/Sauces/Spices,2025-07-07,1101.74,291,230,0.0,0.0,0,0,NONE,,814.98,0.35186139537166555,0,235.0,284.3333333333333,,814.98,782.93,2.808172673825475,0.0,0.0,28,0,0
S0001,Condiments/Sauces/Spices,2025-07-14,1037.6,292,222,0.0,0.0,0,0,NONE,,958.36,0.08268291664927574,0,291.0,271.6666666666667,,1101.74,872.2366666666667,3.225386278869745,0.0,0.0,29,0,0
S0001,Condiments/Sauces/Spices,2025-07-21,1265.75,358,271,0.0,0.0,0,0,NONE,,984.7733333333332,0.2853211568144279,0,292.0,272.6666666666667,,1037.6,984.7733333333334,3.6024909224999604,0.0,0.0,30,0,0
S0001,Condiments/Sauces/Spices,2025-07-28,959.83,266,198,0.0,0.0,0,0,NONE,,1055.0175,-0.09022362188304923,0,358.0,294.0,37.0,1265.75,1055.0175,3.5857718231598867,0.0,0.0,31,0,0
S0001,Condiments/Sauces/Spices,2025-08-04,1186.8,339,247,0.0,0.0,0,0,NONE,,1091.23,0.08758007019601728,0,266.0,301.75,-0.8999999999999894,959.83,1091.23,3.6208676878215407,0.0,0.0,32,0,0
S0001,Condiments/Sauces/Spices,2025-08-11,1061.31,287,231,0.0,0.0,0,0,NONE,,1112.495,-0.046009195546946234,0,339.0,313.75,4.9,1186.8,1112.495,3.549576899268185,0.0,0.0,33,0,0
S0001,Condiments/Sauces/Spices,2025-08-18,994.9399999999999,275,207,0.0,0.0,0,0,NONE,,1118.4225000000001,-0.11040773947233731,0,287.0,312.5,-14.000000000000018,1061.31,1118.4225000000001,3.5857067976023935,0.0,0.0,34,0,0
S0001,Dairy & Eggs,2025-06-30,2759.17,775,507,0.0,0.0,0,0,NONE,,,,0,,297.3333333333333,,,1069.3133333333335,3.602404221756636,0.0,0.0,27,0,0
S0001,Dairy & Eggs,2025-07-07,2891.67,817,561,0.0,0.0,0,0,NONE,,2759.17,0.04802168768144043,0,775.0,467.0,,2759.17,1669.0933333333335,3.586349520487334,0.0,0.0,28,0,0
S0001,Dairy & Eggs,2025-07-14,2997.91,843,559,0.0,0.0,0,0,NONE,,2825.42,0.06104933071897268,0,817.0,626.3333333333334,,2891.67,2237.383333333333,3.5991797902345564,0.0,0.0,29,0,0
S0001,Dairy & Eggs,2025-07-21,3138.69,891,593,0.0,0.0,0,0,NONE,,2882.9166666666665,0.08872033530857068,0,843.0,811.6666666666666,,2997.91,2882.9166666666665,3.5519449134119703,0.0,0.0,30,0,0
S0001,Dairy & Eggs,2025-07-28,2603.93,767,528,0.0,0.0,0,0,NONE,,2946.86,-0.11637132405339931,0,891.0,831.5,37.40000000000004,3138.69,2946.86,3.544623668223961,0.0,0.0,31,0,0
S0001,Dairy & Eggs,2025-08-04,2924.04,811,530,0.0,0.0,0,0,NONE,,2908.05,0.005498529942745063,0,767.0,829.5,-10.199999999999957,2603.93,2908.05,3.5033074214308417,0.0,0.0,32,0,0
S0001,Dairy & Eggs,2025-08-11,3187.57,881,606,0.0,0.0,0,0,NONE,,2916.1425,0.09307758451447426,0,811.0,828.0,-21.999999999999954,2924.04,2916.1425,3.5198321608235554,0.0,0.0,33,0,0
S0001,Dairy & Eggs,2025-08-18,2961.61,844,566,0.0,0.0,0,0,NONE,,2963.5575,-0.0006571493888678602,0,881.0,837.5,1.399999999999957,3187.57,2963.5575,3.5353040377885594,0.0,0.0,34,0,0
S0001,Deli,2025-06-30,1701.14,280,216,0.0,0.0,0,0,NONE,,,,0,,819.6666666666666,,,2905.18,3.5395187394981016,0.0,0.0,27,0,0
S0001,Deli,2025-07-07,1956.21,321,247,0.0,0.0,0,0,NONE,,1701.14,0.14994062804942562,0,280.0,657.3333333333334,,1701.14,2604.25,4.433033950276024,0.0,0.0,28,0,0
S0001,Deli,2025-07-14,1663.74,280,208,0.0,0.0,0,0,NONE,,1828.6750000000002,-0.09019371949635674,0,321.0,494.0,,1956.21,2281.6400000000003,5.26257975926535,0.0,0.0,29,0,0
S0001,Deli,2025-07-21,1870.42,307,226,0.0,0.0,0,0,NONE,,1773.6966666666667,0.0545320601606062,0,280.0,293.6666666666667,,1663.74,1773.6966666666667,6.037180240320428,0.0,0.0,30,0,0
S0001,Deli,2025-07-28,1975.12,318,225,0.0,0.0,0,0,NONE,,1797.8775,0.09858430287936738,0,307.0,297.0,4.000000000000008,1870.42,1797.8775,6.051028502715891,0.0,0.0,31,0,0
S0001,Deli,2025-08-04,1790.34,296,219,0.0,0.0,0,0,NONE,,1866.3725,-0.040738116319223534,0,318.0,306.5,1.7999999999999965,1975.12,1866.3725,6.084920798313375,0.0,0.0,32,0,0
S0001,Deli,2025-08-11,1947.03,326,247,0.0,0.0,0,0,NONE,,1824.905,0.06692129179327143,0,296.0,300.25,5.900000000000022,1790.34,1824.905,6.073504247416683,0.0,0.0,33,0,0
S0001,Deli,2025-08-18,1607.78,273,210,0.0,0.0,0,0,NONE,,1895.7275,-0.1518928748989504,0,326.0,311.75,3.4999999999999916,1947.03,1895.7275,6.081143270203713,0.0,0.0,34,0,0
S0001,Frozen Foods,2025-06-30,1731.94,249,187,0.0,0.0,0,0,NONE,,,,0,,313.3333333333333,,,1904.1633333333332,6.077333263637523,0.0,0.0,27,0,0
S0001,Frozen Foods,2025-07-07,2047.74,303,220,0.0,0.0,0,0,NONE,,1731.94,0.18233888009977248,0,249.0,290.3333333333333,,1731.94,1823.1033333333332,6.325504312613301,0.0,0.0,28,0,0
S0001,Frozen Foods,2025-07-14,1910.75,263,202,0.0,0.0,0,0,NONE,,1889.8400000000001,0.011064428734707622,0,303.0,292.6666666666667,,2047.74,1908.9033333333334,6.562094937892045,0.0,0.0,29,0,0
S0001,Frozen Foods,2025-07-21,1973.32,297,232,0.0,0.0,0,0,NONE,,1896.8100000000002,0.04033614331430125,0,263.0,271.6666666666667,,1910.75,1896.8100000000002,6.993003092191578,0.0,0.0,30,0,0
S0001,Frozen Foods,2025-07-28,1619.57,246,212,0.0,0.0,0,0,NONE,,1915.9375,-0.15468536943402383,0,297.0,278.0,10.40000000000001,1973.32,1915.9375,6.905796090187454,0.0,0.0,31,0,0
S0001,Frozen Foods,2025-08-04,1954.54,284,214,0.0,0.0,0,0,NONE,,1887.8449999999998,0.035328641917106635,0,246.0,277.25,-13.7,1619.57,1887.8449999999998,6.812804979402852,0.0,0.0,32,0,0
S0001,Frozen Foods,2025-08-11,2068.22,305,231,0.0,0.0,0,0,NONE,,1864.5449999999998,0.10923576529394569,0,284.0,272.5,1.2000000000000284,1954.54,1864.5449999999998,6.843796298605195,0.0,0.0,33,0,0
S0001,Frozen Foods,2025-08-18,1875.98,284,211,0.0,0.0,0,0,NONE,,1903.9125,-0.014671104895839431,0,305.0,283.0,6.200000000000021,2068.22,1903.9125,6.7227563123183405,0.0,0.0,34,0,0
S0001,Grains and Pasta,2025-06-30,323.43,126,98,0.0,0.0,0,0,NONE,,,,0,,278.3333333333333,,,1880.7766666666666,6.748950055032759,0.0,0.0,27,0,0
S0001,Grains and Pasta,2025-07-07,416.71999999999997,157,120,0.0,0.0,0,0,NONE,,323.43,0.28843953869461697,0,126.0,238.33333333333334,,323.43,1448.7300000000002,5.4100456802747265,0.0,0.0,28,0,0
S0001,Grains and Pasta,2025-07-14,276.24,103,88,0.0,0.0,0,0,NONE,,370.075,-0.25355671147740316,0,157.0,196.0,,416.71999999999997,936.1233333333334,4.000740486052066,0.0,0.0,29,0,0
S0001,Grains and Pasta,2025-07-21,243.41,96,76,0.0,0.0,0,0,NONE,,338.7966666666667,-0.2815454697507847,0,103.0,128.66666666666666,,276.24,338.7966666666667,2.634371341800381,0.0,0.0,30,0,0
S0001,Grains and Pasta,2025-07-28,316.3,125,102,0.0,0.0,0,0,NONE,,314.95,0.004286394665820044,0,96.0,120.5,-14.400000000000006,243.41,314.95,2.6096587146836194,0.0,0.0,31,0,0
S0001,Grains and Pasta,2025-08-04,227.37,92,72,0.0,0.0,0,0,NONE,,313.1675,-0.27396680690046066,0,125.0,120.25,-10.300000000000004,316.3,313.1675,2.600532524207429,0.0,0.0,32,0,0
S0001,Grains and Pasta,2025-08-11,303.04,120,106,0.0,0.0,0,0,NONE,,265.83000000000004,0.13997667682353374,0,92.0,104.0,-0.40000000000000135,227.37,265.83000000000004,2.5548189060961026,0.0,0.0,33,0,0
S0001,Grains and Pasta,2025-08-18,310.7,120,83,0.0,0.0,0,0,NONE,,272.53000000000003,0.14005797526877758,0,120.0,108.25,3.900000000000009,303.04,272.53000000000003,2.5156668025362316,0.0,0.0,34,0,0
S0001,Meat and Seafood,2025-06-30,2637.53,284,206,0.0,0.0,0,0,NONE,,,,0,,112.33333333333333,,,282.23666666666674,2.5090487922705313,0.0,0.0,27,0,0
S0001,Meat and Seafood,2025-07-07,2562.93,281,211,0.0,0.0,0,0,NONE,,2637.53,-0.028284038475391887,0,284.0,165.33333333333334,,2637.53,1055.9800000000002,4.761274613866775,0.0,0.0,28,0,0
S0001,Meat and Seafood,2025-07-14,2398.35,264,217,0.0,0.0,0,0,NONE,,2600.23,-0.07763928575549091,0,281.0,228.33333333333334,,2562.93,1834.5,6.977719376360973,0.0,0.0,29,0,0
S0001,Meat and Seafood,2025-07-21,2718.35,294,217,0.0,0.0,0,0,NONE,,2532.9366666666665,0.07320093540962339,0,264.0,276.3333333333333,,2398.35,2532.9366666666665,9.164161295552892,0.0,0.0,30,0,0
S0001,Meat and Seafood,2025-07-28,2466.45,272,221,0.0,0.0,0,0,NONE,,2579.29,-0.043748473417103216,0,294.0,280.75,1.300000000000036,2718.35,2579.29,9.184643080508206,0.0,0.0,31,0,0
S0001,Meat and Seafood,2025-08-04,3055.6,336,246,0.0,0.0,0,0,NONE,,2536.5199999999995,0.20464258117420736,0,272.0,277.75,0.30000000000002014,2466.45,2536.5199999999995,9.129831434899259,0.0,0.0,32,0,0
S0001,Meat and Seafood,2025-08-11,2283.82,249,196,0.0,0.0,0,0,NONE,,2659.6875,-0.1413201738926095,0,336.0,291.5,19.400000000000002,3055.6,2659.6875,9.12315650692095,0.0,0.0,33,0,0
S0001,Meat and Seafood,2025-08-18,2860.88,311,233,0.0,0.0,0,0,NONE,,2631.055,0.0873508915625102,0,249.0,287.75,-7.0999999999999694,2283.82,2631.055,9.144983702065163,0.0,0.0,34,0,0
S0001,Pet Food,2025-06-30,2055.5,263,152,0.0,0.0,0,0,NONE,,,,0,,285.6666666666667,,,2601.9566666666665,9.111282124295501,0.0,0.0,27,0,0
S0001,Pet Food,2025-07-07,2034.25,268,183,0.0,0.0,0,0,NONE,,2055.5,-0.010338117246412065,0,263.0,282.6666666666667,,2055.5,2464.9733333333334,8.693868281381908,0.0,0.0,28,0,0
S0001,Pet Food,2025-07-14,2500.46,341,218,0.0,0.0,0,0,NONE,,2044.875,0.22279356928907637,0,268.0,260.0,,2034.25,2124.523333333333,8.192680766574991,0.0,0.0,29,0,0
S0001,Pet Food,2025-07-21,2929.07,374,226,0.0,0.0,0,0,NONE,,2196.7366666666667,0.33337329159465334,0,341.0,290.6666666666667,,2500.46,2196.7366666666667,7.579600566988769,0.0,0.0,30,0,0
S0001,Pet Food,2025-07-28,2234.19,308,192,0.0,0.0,0,0,NONE,,2379.82,-0.061193703725491884,0,374.0,311.5,40.60000000000003,2929.07,2379.82,7.642634917220185,0.0,0.0,31,0,0
S0001,Pet Food,2025-08-04,2544.76,332,186,0.0,0.0,0,0,NONE,,2424.4925000000003,0.049605226660837234,0,308.0,322.75,15.300000000000006,2234.19,2424.4925000000003,7.502203487908053,0.0,0.0,32,0,0
S0001,Pet Food,2025-08-11,2657.69,356,213,0.0,0.0,0,0,NONE,,2552.1200000000003,0.04136560976756567,0,332.0,338.75,-9.299999999999985,2544.76,2552.12,7.520817159010373,0.0,0.0,33,0,0
S0001,Pet Food,2025-08-18,2843.54,371,236,0.0,0.0,0,0,NONE,,2591.4275000000002,0.09728711299081287,0,356.0,342.5,-2.9999999999999973,2657.69,2591.4275000000002,7.553990677907207,0.0,0.0,34,0,0
S0001,Prepared Meals,2025-06-30,2343.74,282,222,0.0,0.0,0,0,NONE,,,,0,,332.0,,,2478.8800000000006,7.461408247904796,0.0,0.0,27,0,0
S0001,Prepared Meals,2025-07-07,2694.16,321,248,0.0,0.0,0,0,NONE,,2343.74,0.1495131712561974,0,282.0,323.3333333333333,,2343.74,2515.396666666667,7.813831953041266,0.0,0.0,28,0,0
S0001,Prepared Meals,2025-07-14,2905.67,360,267,0.0,0.0,0,0,NONE,,2518.95,0.15352428591278122,0,321.0,319.6666666666667,,2694.16,2565.1966666666667,8.056525968980411,0.0,0.0,29,0,0
S0001,Prepared Meals,2025-07-21,3103.06,374,272,0.0,0.0,0,0,NONE,,2647.8566666666666,0.17191388758454954,0,360.0,321.0,,2905.67,2647.8566666666666,8.258487371394061,0.0,0.0,30,0,0
S0001,Prepared Meals,2025-07-28,2706.97,334,262,0.0,0.0,0,0,NONE,,2761.6575,-0.01980241938039022,0,374.0,334.25,31.499999999999986,3103.06,2761.6575,8.268103496459984,0.0,0.0,31,0,0
S0001,Prepared Meals,2025-08-04,3001.7400000000002,361,270,0.0,0.0,0,0,NONE,,2852.4649999999997,0.05233193045313459,0,334.0,347.25,5.2999999999999785,2706.97,2852.4649999999997,8.216494958217321,0.0,0.0,32,0,0
S0001,Prepared Meals,2025-08-11,3438.49,411,289,0.0,0.0,0,0,NONE,,2929.3599999999997,0.1738024687986455,0,361.0,357.25,-3.7000000000000153,3001.7400000000002,2929.3599999999997,8.197006819523317,0.0,0.0,33,0,0
S0001,Prepared Meals,2025-08-18,2776.03,348,262,0.0,0.0,0,0,NONE,,3062.565,-0.09356046320649516,0,411.0,370.0,13.800000000000017,3438.49,3062.5649999999996,8.270719360074818,0.0,0.0,34,0,0
S0001,Snacks/Cookies/Chips,2025-06-30,3132.8,998,535,0.0,0.0,0,0,NONE,,,,0,,368.6666666666667,,,3049.066666666666,8.261975189547172,0.0,0.0,27,0,0
S0001,Snacks/Cookies/Chips,2025-07-07,3564.95,1151,622,0.0,0.0,0,0,NONE,,3132.8,0.13794369254341152,0,998.0,590.0,,3132.8,3191.01,6.606767708717247,0.0,0.0,28,0,0
S0001,Snacks/Cookies/Chips,2025-07-14,3208.73,1042,574,0.0,0.0,0,0,NONE,,3348.875,-0.04184838191930125,0,1151.0,853.3333333333334,,3564.95,3378.7466666666664,4.8674990411408565,0.0,0.0,29,0,0
S0001,Snacks/Cookies/Chips,2025-07-21,3477.73,1119,635,0.0,0.0,0,0,NONE,,3302.16,0.05316822928022875,0,1042.0,1063.6666666666667,,3208.73,3302.16,3.1052455997117008,0.0,0.0,30,0,0
S0001,Snacks/Cookies/Chips,2025-07-28,3628.78,1162,605,0.0,0.0,0,0,NONE,,3346.0525,0.08449583501753198,0,1119.0,1077.5,25.40000000000009,3477.73,3346.0525,3.1059069433047766,0.0,0.0,31,0,0
S0001,Snacks/Cookies/Chips,2025-08-04,3752.39,1199,634,0.0,0.0,0,0,NONE,,3470.0475,0.08136560090315759,0,1162.0,1118.5,11.000000000000108,3628.78,3470.0475,3.101855992866896,0.0,0.0,32,0,0
S0001,Snacks/Cookies/Chips,2025-08-11,3403.67,1102,613,0.0,0.0,0,0,NONE,,3516.9075,-0.032198031935727546,0,1199.0,1130.5,51.40000000000006,3752.39,3516.9075000000003,3.1099400971269615,0.0,0.0,33,0,0
S0001,Snacks/Cookies/Chips,2025-08-18,3846.24,1230,630,0.0,0.0,0,0,NONE,,3565.6425,0.07869479343484376,0,1102.0,1145.5,-1.3999999999999957,3403.67,3565.6425,3.112248689774774,0.0,0.0,34,0,0
S0002,Alcohol,2025-06-30,2254.75,188,127,0.0,0.0,0,0,NONE,,,,0,,1154.3333333333333,,,3594.9466666666667,3.113701261671697,0.0,0.0,27,0,0
S0002,Alcohol,2025-07-07,2669.7400000000002,224,148,0.0,0.0,0,0,NONE,,2254.75,0.18405144694533773,0,188.0,829.6666666666666,,2254.75,3136.936666666667,6.070526831427926,0.0,0.0,28,0,0
S0002,Alcohol,2025-07-14,2780.88,228,149,0.0,0.0,0,0,NONE,,2462.245,0.1294083245168536,0,224.0,504.6666666666667,,2669.7400000000002,2776.0533333333333,9.000154323584088,0.0,0.0,29,0,0
S0002,Alcohol,2025-07-21,2828.34,230,157,0.0,0.0,0,0,NONE,,2568.4566666666665,0.10118268168822536,0,228.0,213.33333333333334,,2780.88,2568.456666666667,12.036225103983362,0.0,0.0,30,0,0
S0002,Alcohol,2025-07-28,2568.15,210,159,0.0,0.0,0,0,NONE,,2633.4275,-0.02478803764295759,0,230.0,217.5,12.999999999999996,2828.34,2633.4275000000002,12.101451436683174,0.0,0.0,31,0,0
