store_id,sku_id,date,price
1,P00023,2025-08-23,2.51
1,P00023,2025-08-24,2.51
1,P00024,2025-07-03,3.15
1,P00024,2025-07-04,3.15
1,P00024,2025-07-20,3.15
1,P00024,2025-07-28,3.15
1,P00024,2025-08-02,3.15
1,P00024,2025-08-03,3.15
1,P00024,2025-08-10,3.15
1,P00024,2025-08-12,3.15
1,P00024,2025-08-14,3.15
1,P00024,2025-08-15,3.15
1,P00024,2025-08-20,3.15
1,P00024,2025-08-22,3.15
1,P00025,2025-07-01,3.61
1,P00025,2025-07-05,3.61
1,P00025,2025-07-15,3.61
1,P00025,2025-07-24,3.61
1,P00025,2025-08-02,3.61
1,P00025,2025-08-08,3.61
1,P00025,2025-08-10,3.61
1,P00025,2025-08-23,3.61
1,P00026,2025-07-02,4.70
1,P00026,2025-07-12,4.70
1,P00026,2025-07-29,4.70
1,P00026,2025-08-02,4.70
1,P00026,2025-08-08,4.70
1,P00026,2025-08-14,4.70
1,P00026,2025-08-20,4.70
1,P00027,2025-07-11,6.80
1,P00027,2025-07-27,6.80
1,P00027,2025-07-30,6.80
1,P00027,2025-08-01,6.80
1,P00027,2025-08-04,6.80
1,P00027,2025-08-06,6.80
1,P00027,2025-08-15,6.80
1,P00027,2025-08-24,6.80
1,P00028,2025-07-06,2.32
1,P00028,2025-07-07,2.32
1,P00028,2025-07-08,2.32
1,P00028,2025-08-13,2.32
1,P00029,2025-07-01,3.12
1,P00029,2025-07-04,3.12
1,P00029,2025-07-05,3.12
1,P00029,2025-07-06,3.12
1,P00029,2025-07-08,3.12
1,P00029,2025-07-10,3.12
1,P00029,2025-07-12,3.12
1,P00029,2025-07-13,3.12
1,P00029,2025-07-14,3.12
1,P00029,2025-07-15,3.12
1,P00029,2025-07-16,3.12
1,P00029,2025-07-18,3.12
1,P00029,2025-07-20,3.12
1,P00029,2025-07-22,2.87
1,P00029,2025-07-23,3.12
1,P00029,2025-07-26,3.12
1,P00029,2025-07-27,2.65
1,P00029,2025-07-28,2.86
1,P00029,2025-07-30,3.12
1,P00029,2025-07-31,3.12
1,P00029,2025-08-01,3.12
1,P00029,2025-08-03,3.12
1,P00029,2025-08-04,3.12
1,P00029,2025-08-05,3.12
1,P00029,2025-08-06,3.12
1,P00029,2025-08-07,3.12
1,P00029,2025-08-09,3.12
1,P00029,2025-08-11,3.12
1,P00029,2025-08-12,3.12
1,P00029,2025-08-13,3.12
1,P00029,2025-08-14,3.12
1,P00029,2025-08-15,3.12
1,P00029,2025-08-16,3.12
1,P00029,2025-08-19,2.62
1,P00029,2025-08-21,3.12
1,P00029,2025-08-22,2.95
1,P00029,2025-08-24,3.12
1,P00030,2025-07-02,11.72
1,P00030,2025-07-20,11.72
1,P00030,2025-07-30,11.72
1,P00030,2025-07-31,11.72
1,P00030,2025-08-09,11.72
1,P00030,2025-08-10,11.72
1,P00030,2025-08-19,11.72
1,P00031,2025-07-07,9.76
1,P00031,2025-07-19,9.76
1,P00031,2025-07-31,9.76
1,P00031,2025-08-03,9.76
1,P00031,2025-08-08,9.76
1,P00031,2025-08-10,9.76
1,P00031,2025-08-18,9.76
1,P00032,2025-07-04,3.18
1,P00032,2025-07-12,3.18
1,P00032,2025-07-18,3.18
1,P00032,2025-07-31,3.18
1,P00032,2025-08-14,3.18
1,P00032,2025-08-15,3.18
1,P00032,2025-08-20,3.18
1,P00033,2025-07-05,5.07
1,P00033,2025-07-14,5.07
1,P00033,2025-07-19,5.07
1,P00033,2025-08-04,5.07
1,P00033,2025-08-09,5.07
1,P00033,2025-08-10,5.07
1,P00034,2025-07-02,3.50
1,P00034,2025-07-05,3.50
1,P00034,2025-07-06,3.50
1,P00034,2025-07-11,3.50
1,P00034,2025-07-12,3.50
1,P00034,2025-07-13,3.50
1,P00034,2025-07-16,3.50
1,P00034,2025-07-18,3.50
1,P00034,2025-07-19,3.50
1,P00034,2025-07-21,3.50
1,P00034,2025-07-22,3.50
1,P00034,2025-07-23,3.50
1,P00034,2025-07-25,3.50
1,P00034,2025-07-26,3.50
1,P00034,2025-08-04,3.50
1,P00034,2025-08-08,3.50
1,P00034,2025-08-11,3.50
1,P00034,2025-08-14,3.50
1,P00034,2025-08-22,3.50
1,P00034,2025-08-23,3.50
1,P00035,2025-07-02,10.35
1,P00035,2025-07-19,10.35
1,P00035,2025-08-19,10.35
1,P00036,2025-07-07,4.42
1,P00036,2025-07-09,4.42
1,P00036,2025-07-18,4.42
1,P00036,2025-08-06,4.42
1,P00036,2025-08-08,4.42
1,P00036,2025-08-13,4.42
1,P00037,2025-07-11,4.86
1,P00037,2025-07-24,4.86
1,P00037,2025-08-01,4.86
1,P00037,2025-08-07,4.86
1,P00038,2025-07-29,2.31
1,P00038,2025-08-19,2.31
1,P00039,2025-07-04,7.10
1,P00039,2025-07-05,7.10
1,P00039,2025-07-06,7.10
1,P00039,2025-07-17,7.10
1,P00039,2025-07-24,7.10
1,P00039,2025-07-28,7.10
1,P00039,2025-08-09,7.10
1,P00039,2025-08-23,7.10
1,P00040,2025-07-03,3.82
1,P00040,2025-07-12,3.82
1,P00040,2025-07-27,3.82
1,P00041,2025-07-03,4.29
1,P00041,2025-07-05,4.29
1,P00041,2025-07-06,4.29
1,P00041,2025-07-07,4.29
1,P00041,2025-07-08,4.29
1,P00041,2025-07-26,4.29
1,P00041,2025-07-28,4.29
1,P00041,2025-07-29,4.29
1,P00041,2025-07-30,4.29
1,P00041,2025-07-31,4.29
1,P00041,2025-08-06,4.29
1,P00041,2025-08-10,4.29
1,P00041,2025-08-16,4.29
1,P00042,2025-07-04,8.42
1,P00042,2025-07-05,8.42
1,P00042,2025-07-07,8.42
1,P00042,2025-07-30,8.42
1,P00042,2025-08-17,8.42
1,P00042,2025-08-22,8.42
1,P00042,2025-08-23,8.42
1,P00043,2025-07-04,3.28
1,P00043,2025-07-08,3.28
1,P00043,2025-07-09,3.28
1,P00043,2025-07-10,3.28
1,P00043,2025-07-11,3.28
1,P00043,2025-07-12,3.28
1,P00043,2025-07-19,3.28
1,P00043,2025-07-20,3.28
1,P00043,2025-07-21,3.28
1,P00043,2025-07-25,3.28
1,P00043,2025-07-26,3.28
1,P00043,2025-07-29,3.28
1,P00043,2025-07-30,3.28
1,P00043,2025-08-02,3.28
1,P00043,2025-08-03,3.28
1,P00043,2025-08-08,3.28
1,P00043,2025-08-09,3.28
1,P00043,2025-08-12,3.28
1,P00043,2025-08-19,3.28
1,P00043,2025-08-22,3.28
1,P00043,2025-08-23,3.28
1,P00044,2025-07-09,5.53
1,P00044,2025-08-16,5.53
1,P00044,2025-08-24,5.53
1,P00045,2025-07-28,7.93
1,P00045,2025-08-03,7.93
1,P00045,2025-08-07,7.93
1,P00045,2025-08-18,7.93
1,P00046,2025-07-08,10.35
1,P00046,2025-07-15,10.35
1,P00046,2025-08-15,10.35
1,P00046,2025-08-23,10.35
1,P00047,2025-07-04,3.58
1,P00047,2025-07-13,3.58
1,P00047,2025-07-19,3.58
1,P00047,2025-07-24,3.58
1,P00047,2025-07-28,3.58
1,P00047,2025-07-29,3.58
1,P00047,2025-07-30,3.58
1,P00047,2025-08-01,3.58
1,P00047,2025-08-03,3.58
1,P00047,2025-08-04,3.58
1,P00047,2025-08-06,3.58
1,P00047,2025-08-08,3.58
1,P00047,2025-08-13,3.58
1,P00047,2025-08-15,3.58
1,P00047,2025-08-20,3.58
1,P00047,2025-08-21,3.58
1,P00047,2025-08-24,3.58
1,P00048,2025-07-06,6.50
1,P00048,2025-07-11,6.50
1,P00048,2025-07-17,6.50
1,P00048,2025-07-22,6.50
1,P00048,2025-07-25,6.50
1,P00048,2025-07-27,6.50
1,P00048,2025-08-09,6.50
1,P00048,2025-08-12,6.50
1,P00048,2025-08-24,6.50
1,P00049,2025-07-10,2.84
1,P00049,2025-07-15,2.84
1,P00049,2025-07-27,2.84
1,P00049,2025-07-29,2.84
1,P00049,2025-07-30,2.84
1,P00049,2025-08-01,2.84
1,P00049,2025-08-02,2.84
1,P00049,2025-08-08,2.84
1,P00049,2025-08-16,2.84
1,P00049,2025-08-20,2.84
1,P00049,2025-08-21,2.84
1,P00049,2025-08-22,2.84
1,P00049,2025-08-23,2.84
1,P00050,2025-07-02,9.84
1,P00050,2025-07-06,9.84
1,P00050,2025-07-13,9.84
1,P00050,2025-07-24,9.84
1,P00050,2025-07-25,9.84
1,P00050,2025-08-05,9.84
1,P00050,2025-08-13,9.84
1,P00050,2025-08-14,9.84
1,P00051,2025-07-03,6.54
1,P00051,2025-07-21,6.54
1,P00051,2025-07-23,6.54
1,P00051,2025-07-25,6.54
1,P00051,2025-08-01,6.54
1,P00052,2025-07-07,5.29
1,P00052,2025-07-09,5.29
1,P00052,2025-07-18,5.29
1,P00052,2025-07-20,5.29
1,P00052,2025-08-06,5.29
1,P00052,2025-08-09,5.29
1,P00052,2025-08-11,5.29
1,P00052,2025-08-22,5.29
1,P00053,2025-07-01,3.77
1,P00053,2025-07-05,3.77
1,P00053,2025-07-06,3.77
1,P00053,2025-07-10,3.77
1,P00053,2025-07-13,3.77
1,P00053,2025-07-14,3.77
1,P00053,2025-07-17,3.77
1,P00053,2025-07-21,3.77
1,P00053,2025-07-22,3.77
1,P00053,2025-07-25,3.77
1,P00053,2025-07-27,3.77
1,P00053,2025-07-31,3.77
1,P00053,2025-08-03,3.77
1,P00053,2025-08-04,3.77
1,P00053,2025-08-06,3.77
1,P00053,2025-08-07,3.77
1,P00053,2025-08-11,3.77
1,P00053,2025-08-12,3.77
1,P00053,2025-08-13,3.77
1,P00053,2025-08-18,3.77
1,P00053,2025-08-19,3.77
1,P00053,2025-08-20,3.77
1,P00053,2025-08-23,3.77
1,P00054,2025-07-03,7.60
1,P00054,2025-07-09,7.60
1,P00054,2025-07-22,7.60
1,P00054,2025-07-24,7.60
1,P00054,2025-08-01,7.60
1,P00054,2025-08-02,7.60
1,P00054,2025-08-09,7.60
1,P00054,2025-08-10,7.60
1,P00054,2025-08-24,7.60
1,P00055,2025-07-05,9.22
1,P00055,2025-07-13,9.22
1,P00055,2025-07-29,9.22
1,P00055,2025-08-02,9.22
1,P00055,2025-08-07,9.22
1,P00055,2025-08-16,9.22
1,P00055,2025-08-24,9.22
1,P00056,2025-07-05,4.46
1,P00056,2025-07-07,4.46
1,P00056,2025-07-12,4.46
1,P00056,2025-07-14,4.46
1,P00056,2025-07-18,4.46
1,P00056,2025-07-26,4.46
1,P00056,2025-07-28,4.46
1,P00056,2025-08-06,4.46
1,P00056,2025-08-10,4.46
1,P00056,2025-08-17,4.46
1,P00056,2025-08-24,4.46
1,P00057,2025-07-08,2.52
1,P00057,2025-07-16,2.52
1,P00057,2025-07-25,2.52
1,P00057,2025-08-07,2.52
1,P00057,2025-08-11,2.52
1,P00057,2025-08-13,2.52
1,P00057,2025-08-17,2.52
1,P00057,2025-08-21,2.52
1,P00058,2025-07-05,11.06
1,P00058,2025-07-07,11.06
1,P00058,2025-07-10,11.06
1,P00058,2025-07-19,11.06
1,P00058,2025-07-24,11.06
1,P00058,2025-07-26,11.06
1,P00058,2025-07-29,11.06
1,P00058,2025-08-01,11.06
1,P00058,2025-08-03,11.06
1,P00058,2025-08-05,11.06
1,P00058,2025-08-06,11.06
1,P00058,2025-08-09,11.06
1,P00058,2025-08-13,11.06
1,P00058,2025-08-17,11.06
1,P00058,2025-08-18,11.06
1,P00058,2025-08-19,11.06
1,P00058,2025-08-21,11.06
1,P00058,2025-08-23,11.06
1,P00059,2025-07-04,7.00
1,P00059,2025-07-11,7.00
1,P00059,2025-07-16,7.00
1,P00059,2025-07-19,7.00
1,P00059,2025-07-25,7.00
1,P00059,2025-07-26,7.00
1,P00059,2025-07-27,7.00
1,P00059,2025-07-30,7.00
1,P00059,2025-08-04,7.00
1,P00059,2025-08-08,7.00
1,P00059,2025-08-10,7.00
1,P00059,2025-08-12,7.00
1,P00059,2025-08-14,7.00
1,P00059,2025-08-17,7.00
1,P00059,2025-08-24,7.00
1,P00060,2025-07-14,9.61
1,P00060,2025-07-19,9.61
1,P00060,2025-07-23,9.61
1,P00060,2025-07-29,9.61
1,P00060,2025-08-04,9.61
1,P00060,2025-08-06,9.61
1,P00060,2025-08-08,9.61
1,P00060,2025-08-15,9.61
1,P00060,2025-08-18,9.61
1,P00060,2025-08-23,9.61
1,P00061,2025-07-18,4.91
1,P00061,2025-07-29,4.91
1,P00061,2025-08-01,4.91
1,P00061,2025-08-19,4.91
1,P00061,2025-08-21,4.91
1,P00061,2025-08-22,4.91
1,P00062,2025-07-12,5.40
1,P00062,2025-07-17,5.40
1,P00062,2025-07-21,5.40
1,P00062,2025-07-25,5.40
1,P00062,2025-08-08,5.40
1,P00062,2025-08-13,5.40
1,P00062,2025-08-20,5.40
1,P00062,2025-08-23,5.40
1,P00063,2025-07-02,2.88
1,P00063,2025-07-11,2.88
1,P00064,2025-07-05,7.19
1,P00064,2025-07-16,7.19
1,P00064,2025-07-21,7.19
1,P00064,2025-07-25,7.19
1,P00064,2025-08-10,7.19
1,P00064,2025-08-13,7.19
1,P00064,2025-08-15,7.19
1,P00064,2025-08-20,7.19
1,P00064,2025-08-22,7.19
1,P00065,2025-07-01,8.53
1,P00065,2025-07-13,8.53
1,P00065,2025-07-17,8.53
1,P00065,2025-08-02,8.53
1,P00065,2025-08-06,8.53
1,P00065,2025-08-07,8.53
1,P00065,2025-08-11,8.53
1,P00065,2025-08-12,8.53
1,P00065,2025-08-13,8.53
1,P00065,2025-08-21,8.53
1,P00066,2025-07-07,3.93
1,P00067,2025-07-05,2.17
1,P00067,2025-07-18,2.17
1,P00067,2025-07-25,2.17
1,P00067,2025-07-27,2.17
1,P00067,2025-07-29,2.17
1,P00067,2025-07-30,2.17
1,P00067,2025-08-03,2.17
1,P00068,2025-07-14,2.48
1,P00068,2025-07-26,2.48
1,P00068,2025-07-27,2.48
1,P00068,2025-08-01,2.48
1,P00068,2025-08-09,2.48
1,P00069,2025-07-01,9.14
1,P00069,2025-07-02,9.14
1,P00069,2025-07-03,9.14
1,P00069,2025-07-07,9.14
1,P00069,2025-07-09,7.36
1,P00069,2025-07-10,9.14
1,P00069,2025-07-11,8.13
1,P00069,2025-07-13,7.36
1,P00069,2025-07-16,9.14
1,P00069,2025-07-17,9.14
1,P00069,2025-07-21,9.14
1,P00069,2025-07-22,9.14
1,P00069,2025-07-23,9.14
1,P00069,2025-07-26,9.14
1,P00069,2025-07-31,9.14
1,P00069,2025-08-01,9.14
1,P00069,2025-08-02,9.14
1,P00069,2025-08-03,7.62
1,P00069,2025-08-06,9.14
1,P00069,2025-08-07,9.14
1,P00069,2025-08-09,7.36
1,P00069,2025-08-10,9.14
1,P00069,2025-08-11,9.14
1,P00069,2025-08-13,9.14
1,P00069,2025-08-14,9.14
1,P00069,2025-08-15,9.14
1,P00069,2025-08-17,9.14
1,P00069,2025-08-19,9.14
1,P00069,2025-08-20,9.14
1,P00069,2025-08-21,1.99
1,P00069,2025-08-22,9.14
1,P00069,2025-08-23,9.00
1,P00069,2025-08-24,9.14
1,P00070,2025-07-01,5.55
1,P00070,2025-07-02,5.55
1,P00070,2025-07-11,5.55
1,P00070,2025-07-20,5.55
1,P00070,2025-08-01,5.55
1,P00070,2025-08-13,5.55
1,P00070,2025-08-14,5.55
1,P00071,2025-07-12,3.34
1,P00071,2025-07-28,3.34
1,P00071,2025-08-02,3.34
1,P00071,2025-08-06,3.34
1,P00071,2025-08-10,3.34
1,P00071,2025-08-21,3.34
1,P00072,2025-07-05,3.77
1,P00072,2025-07-08,3.77
1,P00072,2025-07-15,3.77
1,P00072,2025-07-18,3.77
1,P00072,2025-07-29,3.77
1,P00072,2025-07-31,3.77
1,P00072,2025-08-07,3.77
1,P00072,2025-08-10,3.77
1,P00072,2025-08-18,3.77
1,P00073,2025-08-01,10.65
1,P00073,2025-08-04,10.65
1,P00073,2025-08-09,10.65
1,P00073,2025-08-10,10.65
1,P00074,2025-07-01,3.62
1,P00074,2025-07-03,3.62
1,P00074,2025-07-05,3.62
1,P00074,2025-07-09,3.62
1,P00074,2025-07-17,3.62
1,P00074,2025-07-18,3.62
1,P00074,2025-07-19,3.62
1,P00074,2025-07-24,3.62
1,P00074,2025-07-25,3.62
1,P00074,2025-07-27,3.62
1,P00074,2025-08-09,3.62
1,P00074,2025-08-10,3.62
1,P00074,2025-08-13,3.62
1,P00074,2025-08-15,3.62
1,P00074,2025-08-19,3.62
1,P00074,2025-08-20,3.62
1,P00074,2025-08-24,3.62
1,P00075,2025-07-02,4.42
1,P00075,2025-07-03,4.97
1,P00075,2025-07-04,4.97
1,P00075,2025-07-06,4.97
1,P00075,2025-07-07,4.97
1,P00075,2025-07-08,4.97
1,P00075,2025-07-11,4.97
1,P00075,2025-07-14,4.97
1,P00075,2025-07-15,4.97
1,P00075,2025-07-16,4.97
1,P00075,2025-07-18,4.97
1,P00075,2025-07-19,4.97
1,P00075,2025-07-20,4.97
1,P00075,2025-07-21,4.97
1,P00075,2025-07-23,4.97
1,P00075,2025-07-24,4.97
1,P00075,2025-07-25,4.97
1,P00075,2025-07-26,4.97
1,P00075,2025-07-27,4.97
1,P00075,2025-07-29,4.42
1,P00075,2025-07-30,4.97
1,P00075,2025-07-31,4.97
1,P00075,2025-08-01,4.17
1,P00075,2025-08-03,4.97
1,P00075,2025-08-04,4.97
1,P00075,2025-08-09,4.97
1,P00075,2025-08-10,4.97
1,P00075,2025-08-12,4.97
1,P00075,2025-08-14,4.97
1,P00075,2025-08-15,4.97
1,P00075,2025-08-16,4.97
1,P00075,2025-08-17,4.97
1,P00075,2025-08-18,4.97
1,P00075,2025-08-19,4.97
1,P00075,2025-08-20,4.97
1,P00075,2025-08-22,4.97
1,P00075,2025-08-23,4.97
1,P00075,2025-08-24,4.97
1,P00076,2025-08-17,2.11
1,P00077,2025-07-05,2.73
1,P00077,2025-07-13,2.73
1,P00077,2025-08-07,2.73
1,P00077,2025-08-10,2.73
1,P00077,2025-08-16,2.73
1,P00078,2025-07-04,6.08
1,P00078,2025-07-08,6.08
1,P00078,2025-07-19,6.08
1,P00078,2025-07-28,6.08
1,P00078,2025-07-29,6.08
1,P00078,2025-08-03,6.08
1,P00078,2025-08-07,6.08
1,P00078,2025-08-09,6.08
1,P00079,2025-08-06,6.11
1,P00079,2025-08-07,6.11
1,P00079,2025-08-09,6.11
1,P00079,2025-08-13,6.11
1,P00079,2025-08-18,6.11
1,P00079,2025-08-24,6.11
1,P00080,2025-07-04,3.56
1,P00080,2025-07-05,3.56
1,P00080,2025-07-06,3.56
1,P00080,2025-07-16,3.56
1,P00080,2025-07-19,3.56
1,P00080,2025-07-27,3.56
1,P00080,2025-07-28,3.56
1,P00080,2025-08-08,3.56
1,P00081,2025-07-01,9.54
1,P00081,2025-07-02,9.54
1,P00081,2025-07-05,9.54
1,P00081,2025-07-07,9.54
1,P00081,2025-07-12,9.54
1,P00081,2025-07-19,9.54
1,P00081,2025-07-23,9.54
1,P00081,2025-07-27,9.54
1,P00081,2025-07-29,9.54
1,P00081,2025-08-13,9.54
1,P00081,2025-08-17,9.54
1,P00081,2025-08-21,9.54
1,P00082,2025-07-05,17.68
1,P00082,2025-07-09,17.68
1,P00082,2025-07-10,17.68
1,P00082,2025-07-11,17.68
1,P00082,2025-07-12,17.68
1,P00082,2025-07-14,17.68
1,P00082,2025-07-15,17.68
1,P00082,2025-07-17,17.68
1,P00082,2025-07-20,17.68
1,P00082,2025-07-31,17.68
1,P00082,2025-08-07,17.68
1,P00082,2025-08-11,17.68
1,P00082,2025-08-12,17.68
1,P00083,2025-07-02,9.87
1,P00083,2025-07-13,9.87
1,P00083,2025-07-15,9.87
1,P00083,2025-07-17,9.87
1,P00083,2025-07-23,9.87
1,P00083,2025-07-24,9.87
1,P00083,2025-08-13,9.87
1,P00083,2025-08-15,9.87
1,P00083,2025-08-16,9.87
1,P00083,2025-08-19,9.87
1,P00083,2025-08-24,9.87
1,P00084,2025-07-02,6.35
1,P00084,2025-07-05,6.46
1,P00084,2025-07-06,6.46
1,P00084,2025-07-07,6.46
1,P00084,2025-07-11,6.24
1,P00084,2025-07-12,6.46
1,P00084,2025-07-13,6.46
1,P00084,2025-07-14,5.91
1,P00084,2025-07-15,6.46
1,P00084,2025-07-17,6.46
1,P00084,2025-07-18,6.46
1,P00084,2025-07-19,6.46
1,P00084,2025-07-20,6.46
1,P00084,2025-07-21,6.46
