customer_id,week_start,WeekendVisit,days_since_last_visit,visits_last_4w,visits_last_12w,avg_spend_12w,median_spend_12w,avg_items_12w,avg_skus_12w,weekend_visits_12w,total_visits_12w,weekend_visits_share_12w,week_of_year
C000010,2025-08-04,0,11,3,5,8.078,6.86,2.0,1.8,5,5,1.0,32
C000010,2025-08-11,1,18,2,5,8.078,6.86,2.0,1.8,5,5,1.0,33
C000010,2025-08-18,1,3,6,9,18.52111111111111,6.86,3.111111111111111,2.555555555555556,7,9,0.7777777777777778,34
C000011,2025-07-07,0,3,1,1,33.11,33.11,6.0,3.0,1,1,1.0,28
C000011,2025-07-14,0,10,1,1,33.11,33.11,6.0,3.0,1,1,1.0,29
C000011,2025-07-21,1,2,3,3,18.77,11.6,4.666666666666667,3.6666666666666665,1,3,0.3333333333333333,30
C000011,2025-07-28,1,5,4,4,23.97,22.355,5.25,4.0,2,4,0.5,31
C000011,2025-08-04,0,5,5,6,40.016666666666666,36.34,6.833333333333333,5.0,4,6,0.6666666666666666,32
C000011,2025-08-11,1,12,5,6,40.016666666666666,36.34,6.833333333333333,5.0,4,6,0.6666666666666666,33
C000011,2025-08-18,0,5,5,8,38.0575,32.645,6.625,4.5,6,8,0.75,34
C000012,2025-07-07,1,5,2,2,40.4,40.4,11.0,8.0,2,2,1.0,28
C000012,2025-07-14,0,5,4,4,27.885,27.885,7.5,5.5,4,4,1.0,29
C000012,2025-07-21,1,12,4,4,27.885,27.885,7.5,5.5,4,4,1.0,30
C000012,2025-07-28,0,6,5,5,27.746,27.19,6.8,5.2,5,5,1.0,31
C000012,2025-08-04,0,0,4,6,23.58,21.28,5.833333333333333,4.5,5,6,0.8333333333333334,32
C000012,2025-08-11,0,7,2,6,23.58,21.28,5.833333333333333,4.5,5,6,0.8333333333333334,33
C000012,2025-08-18,1,14,2,6,23.58,21.28,5.833333333333333,4.5,5,6,0.8333333333333334,34
C000013,2025-07-07,0,2,2,2,20.84,20.84,5.0,5.0,0,2,0.0,28
C000013,2025-07-14,0,9,2,2,20.84,20.84,5.0,5.0,0,2,0.0,29
C000013,2025-07-21,0,16,2,2,20.84,20.84,5.0,5.0,0,2,0.0,30
C000013,2025-07-28,0,23,2,2,20.84,20.84,5.0,5.0,0,2,0.0,31
C000013,2025-08-04,0,30,0,2,20.84,20.84,5.0,5.0,0,2,0.0,32
C000013,2025-08-11,1,37,0,2,20.84,20.84,5.0,5.0,0,2,0.0,33
C000013,2025-08-18,0,3,1,3,15.43,20.84,3.6666666666666665,3.6666666666666665,1,3,0.3333333333333333,34
C000014,2025-07-07,1,0,1,1,16.3,16.3,2.0,2.0,0,1,0.0,28
C000014,2025-07-14,1,4,2,2,9.2,9.2,1.5,1.5,1,2,0.5,29
C000014,2025-07-21,1,6,4,4,8.645,8.09,1.25,1.25,3,4,0.75,30
C000014,2025-07-28,0,4,6,6,11.453333333333331,12.195,2.1666666666666665,2.1666666666666665,5,6,0.8333333333333334,31
C000014,2025-08-04,1,11,5,6,11.453333333333331,12.195,2.1666666666666665,2.1666666666666665,5,6,0.8333333333333334,32
C000014,2025-08-11,0,5,6,8,11.3175,10.91,1.875,1.875,7,8,0.875,33
C000014,2025-08-18,0,12,4,8,11.3175,10.91,1.875,1.875,7,8,0.875,34
C000015,2025-07-28,0,1,2,2,16.11,16.11,4.0,2.0,0,2,0.0,31
C000015,2025-08-04,0,8,2,2,16.11,16.11,4.0,2.0,0,2,0.0,32
C000015,2025-08-11,1,6,4,4,13.68,13.68,3.0,2.0,0,4,0.0,33
C000015,2025-08-18,1,6,6,6,11.47,11.25,3.0,1.6666666666666667,2,6,0.3333333333333333,34
C000016,2025-06-30,0,0,1,1,9.19,9.19,2.0,1.0,0,1,0.0,27
C000016,2025-07-07,1,6,4,4,9.485,9.485,3.0,2.5,0,4,0.0,28
C000016,2025-07-14,0,3,6,6,8.866666666666667,9.19,3.0,2.6666666666666665,2,6,0.3333333333333333,29
C000016,2025-07-21,0,1,8,8,7.375,8.41,2.5,2.25,2,8,0.25,30
C000016,2025-07-28,0,2,8,9,13.975555555555555,9.19,3.333333333333333,2.6666666666666665,2,9,0.2222222222222222,31
C000016,2025-08-04,1,9,5,9,13.975555555555555,9.19,3.333333333333333,2.6666666666666665,2,9,0.2222222222222222,32
C000016,2025-08-11,0,5,5,11,16.825454545454544,9.19,3.4545454545454546,2.727272727272727,4,11,0.3636363636363636,33
C000016,2025-08-18,0,0,5,13,16.276923076923076,9.78,3.230769230769231,2.4615384615384617,4,13,0.3076923076923077,34
C000017,2025-06-30,1,1,2,2,25.92,25.92,6.0,5.0,0,2,0.0,27
C000017,2025-07-07,0,4,4,4,28.22,28.22,5.5,4.0,2,4,0.5,28
C000017,2025-07-14,0,11,4,4,28.22,28.22,5.5,4.0,2,4,0.5,29
C000017,2025-07-21,0,2,6,6,30.10666666666667,30.52,6.666666666666667,4.333333333333333,2,6,0.3333333333333333,30
C000017,2025-07-28,0,9,4,6,30.10666666666667,30.52,6.666666666666667,4.333333333333333,2,6,0.3333333333333333,31
C000017,2025-08-04,1,1,5,9,27.012222222222224,30.52,5.555555555555555,3.888888888888889,2,9,0.2222222222222222,32
C000017,2025-08-11,0,5,7,11,28.94454545454545,30.52,6.0,4.090909090909091,4,11,0.3636363636363636,33
C000017,2025-08-18,1,12,5,11,28.94454545454545,30.52,6.0,4.090909090909091,4,11,0.3636363636363636,34
C000018,2025-07-14,0,0,5,5,20.96,14.88,3.0,2.2,3,5,0.6,29
C000018,2025-07-21,0,7,5,5,20.96,14.88,3.0,2.2,3,5,0.6,30
C000018,2025-07-28,1,14,5,5,20.96,14.88,3.0,2.2,3,5,0.6,31
C000018,2025-08-04,0,6,9,9,20.766666666666666,16.92,3.0,2.333333333333333,5,9,0.5555555555555556,32
C000018,2025-08-11,0,0,8,13,24.158461538461538,16.92,3.3076923076923075,2.230769230769231,5,13,0.3846153846153846,33
C000018,2025-08-18,0,7,8,13,24.158461538461538,16.92,3.3076923076923075,2.230769230769231,5,13,0.3846153846153846,34
C000019,2025-07-07,1,6,2,2,15.489999999999998,15.489999999999998,4.0,3.0,0,2,0.0,28
C000019,2025-07-14,1,6,4,4,20.725,20.725,3.0,2.0,2,4,0.5,29
C000019,2025-07-21,0,3,5,5,23.836,25.96,3.2,2.0,3,5,0.6,30
C000019,2025-07-28,0,10,5,5,23.836,25.96,3.2,2.0,3,5,0.6,31
C000019,2025-08-04,1,17,3,5,23.836,25.96,3.2,2.0,3,5,0.6,32
C000019,2025-08-11,1,5,3,7,22.368571428571425,18.7,3.4285714285714284,2.2857142857142856,5,7,0.7142857142857143,33
C000019,2025-08-18,0,3,6,11,23.99818181818182,25.09,3.636363636363636,2.727272727272727,9,11,0.8181818181818182,34
C000020,2025-07-07,1,3,2,2,22.45,22.45,4.0,4.0,2,2,1.0,28
C000020,2025-07-14,0,5,4,4,13.335,13.335,2.5,2.5,4,4,1.0,29
C000020,2025-07-21,0,12,4,4,13.335,13.335,2.5,2.5,4,4,1.0,30
C000020,2025-07-28,1,19,4,4,13.335,13.335,2.5,2.5,4,4,1.0,31
C000020,2025-08-04,0,4,4,6,11.856666666666667,8.9,2.6666666666666665,2.6666666666666665,6,6,1.0,32
C000020,2025-08-11,0,1,4,8,14.0625,14.79,2.75,2.75,6,8,0.75,33
C000020,2025-08-18,0,0,6,10,16.996000000000002,20.68,3.2,3.2,6,10,0.6,34
C000021,2025-07-07,1,1,1,1,5.05,5.05,1.0,1.0,0,1,0.0,28
C000021,2025-07-14,1,4,2,2,7.994999999999999,7.994999999999999,2.5,1.5,1,2,0.5,29
C000021,2025-07-21,1,4,7,7,10.438571428571429,11.95,2.0,1.7142857142857142,3,7,0.4285714285714285,30
C000021,2025-07-28,0,3,10,10,17.889999999999997,13.36,2.8,2.4,6,10,0.6,31
C000021,2025-08-04,0,10,9,10,17.889999999999997,13.36,2.8,2.4,6,10,0.6,32
C000021,2025-08-11,1,17,8,10,17.889999999999997,13.36,2.8,2.4,6,10,0.6,33
C000021,2025-08-18,0,6,5,12,16.313333333333333,11.95,2.6666666666666665,2.333333333333333,8,12,0.6666666666666666,34
C000022,2025-08-11,0,2,2,2,17.63,17.63,5.0,3.0,0,2,0.0,33
C000022,2025-08-18,0,6,3,3,22.006666666666664,17.63,6.333333333333333,3.6666666666666665,0,3,0.0,34
C000023,2025-07-14,0,5,3,3,9.57,6.84,1.3333333333333333,1.3333333333333333,2,3,0.6666666666666666,29
C000023,2025-07-21,0,12,3,3,9.57,6.84,1.3333333333333333,1.3333333333333333,2,3,0.6666666666666666,30
C000023,2025-07-28,0,1,4,4,18.6075,10.935,3.25,3.0,2,4,0.5,31
C000023,2025-08-04,0,8,4,4,18.6075,10.935,3.25,3.0,2,4,0.5,32
C000023,2025-08-11,0,15,1,4,18.6075,10.935,3.25,3.0,2,4,0.5,33
C000023,2025-08-18,1,22,1,4,18.6075,10.935,3.25,3.0,2,4,0.5,34
C000024,2025-07-07,1,3,3,3,30.03333333333333,39.36,5.0,2.6666666666666665,3,3,1.0,28
C000024,2025-07-14,0,1,7,7,16.53142857142857,9.03,3.0,2.0,5,7,0.7142857142857143,29
C000024,2025-07-21,0,1,9,9,19.806666666666665,11.38,3.6666666666666665,2.4444444444444446,5,9,0.5555555555555556,30
C000024,2025-07-28,0,8,9,9,19.806666666666665,11.38,3.6666666666666665,2.4444444444444446,5,9,0.5555555555555556,31
C000024,2025-08-04,1,15,6,9,19.806666666666665,11.38,3.6666666666666665,2.4444444444444446,5,9,0.5555555555555556,32
C000024,2025-08-11,0,5,4,11,20.434545454545454,23.26,3.5454545454545454,2.5454545454545454,7,11,0.6363636363636364,33
C000024,2025-08-18,0,12,2,11,20.434545454545454,23.26,3.5454545454545454,2.5454545454545454,7,11,0.6363636363636364,34
C000025,2025-07-14,1,3,2,2,7.99,7.99,1.0,1.0,2,2,1.0,29
C000025,2025-07-21,0,5,4,4,16.700000000000003,16.700000000000003,4.0,2.0,4,4,1.0,30
C000025,2025-07-28,0,12,4,4,16.700000000000003,16.700000000000003,4.0,2.0,4,4,1.0,31
C000025,2025-08-04,0,2,6,6,15.323333333333336,12.57,3.6666666666666665,2.333333333333333,4,6,0.6666666666666666,32
C000025,2025-08-11,0,9,4,6,15.323333333333336,12.57,3.6666666666666665,2.333333333333333,4,6,0.6666666666666666,33
C000025,2025-08-18,0,0,4,8,23.2525,18.99,5.0,3.5,4,8,0.5,34
C000026,2025-08-04,0,1,2,2,35.92,35.92,4.0,4.0,0,2,0.0,32
C000026,2025-08-11,0,8,2,2,35.92,35.92,4.0,4.0,0,2,0.0,33
C000026,2025-08-18,0,15,2,2,35.92,35.92,4.0,4.0,0,2,0.0,34
C000027,2025-06-30,0,1,2,2,27.2,27.2,6.0,5.0,0,2,0.0,27
C000027,2025-07-07,0,1,5,5,17.286,11.96,4.0,3.4,0,5,0.0,28
C000027,2025-07-14,0,0,7,7,32.25571428571429,27.2,5.714285714285714,4.142857142857143,0,7,0.0,29
C000027,2025-07-21,0,7,7,7,32.25571428571429,27.2,5.714285714285714,4.142857142857143,0,7,0.0,30
C000027,2025-07-28,1,14,5,7,32.25571428571429,27.2,5.714285714285714,4.142857142857143,0,7,0.0,31
C000027,2025-08-04,0,5,6,11,29.94454545454546,27.2,5.636363636363637,3.909090909090909,2,11,0.1818181818181818,32
C000027,2025-08-11,0,0,5,12,27.659166666666668,22.185,5.25,3.6666666666666665,2,12,0.1666666666666666,33
C000027,2025-08-18,1,7,5,12,27.659166666666668,22.185,5.25,3.6666666666666665,2,12,0.1666666666666666,34
C000028,2025-07-14,0,6,1,1,12.669999999999998,12.669999999999998,2.0,2.0,0,1,0.0,29
C000028,2025-07-21,1,13,1,1,12.669999999999998,12.669999999999998,2.0,2.0,0,1,0.0,30
C000028,2025-07-28,0,5,5,5,12.502,12.669999999999998,2.0,2.0,4,5,0.8,31
C000028,2025-08-04,0,12,5,5,12.502,12.669999999999998,2.0,2.0,4,5,0.8,32
C000028,2025-08-11,1,19,4,5,12.502,12.669999999999998,2.0,2.0,4,5,0.8,33
C000028,2025-08-18,0,3,8,9,12.241111111111111,12.669999999999998,2.0,1.7777777777777777,8,9,0.8888888888888888,34
C000029,2025-06-30,0,2,2,2,12.5,12.5,3.0,2.0,0,2,0.0,27
C000029,2025-07-07,1,0,6,6,18.856666666666666,12.5,3.6666666666666665,2.333333333333333,0,6,0.0,28
C000029,2025-07-14,0,3,9,9,20.13888888888889,12.5,3.7777777777777777,2.555555555555556,3,9,0.3333333333333333,29
C000029,2025-07-21,0,10,9,9,20.13888888888889,12.5,3.7777777777777777,2.555555555555556,3,9,0.3333333333333333,30
C000029,2025-07-28,0,17,7,9,20.13888888888889,12.5,3.7777777777777777,2.555555555555556,3,9,0.3333333333333333,31
C000029,2025-08-04,0,24,3,9,20.13888888888889,12.5,3.7777777777777777,2.555555555555556,3,9,0.3333333333333333,32
C000029,2025-08-11,0,31,0,9,20.13888888888889,12.5,3.7777777777777777,2.555555555555556,3,9,0.3333333333333333,33
C000029,2025-08-18,0,2,2,11,16.83909090909091,11.15,3.272727272727273,2.272727272727273,3,11,0.2727272727272727,34
C000030,2025-07-14,0,1,5,5,19.84,22.38,3.2,2.4,1,5,0.2,29
C000030,2025-07-21,0,8,5,5,19.84,22.38,3.2,2.4,1,5,0.2,30
C000030,2025-07-28,0,1,7,7,18.12285714285714,13.829999999999998,3.142857142857143,2.2857142857142856,1,7,0.1428571428571428,31
C000030,2025-08-04,0,8,7,7,18.12285714285714,13.829999999999998,3.142857142857143,2.2857142857142856,1,7,0.1428571428571428,32
C000030,2025-08-11,1,2,4,9,17.742222222222225,16.41,3.7777777777777777,2.4444444444444446,1,9,0.1111111111111111,33
C000030,2025-08-18,0,2,7,12,19.320833333333333,16.41,3.9166666666666665,2.75,2,12,0.1666666666666666,34
C000031,2025-06-30,1,0,1,1,6.64,6.64,1.0,1.0,0,1,0.0,27
C000031,2025-07-07,0,4,4,4,8.5,8.5,1.0,1.0,2,4,0.5,28
C000031,2025-07-14,0,0,5,5,8.225999999999999,7.13,1.0,1.0,2,5,0.4,29
C000031,2025-07-21,1,7,5,5,8.225999999999999,7.13,1.0,1.0,2,5,0.4,30
C000031,2025-07-28,1,6,5,6,7.701666666666667,6.885,1.0,1.0,3,6,0.5,31
C000031,2025-08-04,0,5,3,7,7.99,7.13,1.2857142857142858,1.1428571428571428,4,7,0.5714285714285714,32
C000031,2025-08-11,1,12,2,7,7.99,7.13,1.2857142857142858,1.1428571428571428,4,7,0.5714285714285714,33
C000031,2025-08-18,0,4,4,9,7.550000000000001,6.64,1.2222222222222223,1.1111111111111112,6,9,0.6666666666666666,34
C000032,2025-06-30,1,0,2,2,18.39,18.39,4.0,2.0,0,2,0.0,27
C000032,2025-07-07,0,1,6,6,15.443333333333332,16.560000000000002,3.6666666666666665,2.333333333333333,2,6,0.3333333333333333,28
C000032,2025-07-14,1,6,8,8,16.595,17.475,3.75,2.5,2,8,0.25,29
C000032,2025-07-21,0,4,9,9,15.197777777777778,16.560000000000002,3.4444444444444446,2.333333333333333,3,9,0.3333333333333333,30
C000032,2025-07-28,0,0,8,10,15.127,16.560000000000002,3.3,2.3,3,10,0.3,31
C000032,2025-08-04,0,7,4,10,15.127,16.560000000000002,3.3,2.3,3,10,0.3,32
C000032,2025-08-11,1,14,2,10,15.127,16.560000000000002,3.3,2.3,3,10,0.3,33
C000032,2025-08-18,1,0,4,13,19.19923076923077,17.58,3.3076923076923075,2.1538461538461537,5,13,0.3846153846153846,34
C000033,2025-07-14,0,5,4,4,41.94,41.94,6.5,4.5,4,4,1.0,29
C000033,2025-07-21,0,12,4,4,41.94,41.94,6.5,4.5,4,4,1.0,30
C000033,2025-07-28,1,19,4,4,41.94,41.94,6.5,4.5,4,4,1.0,31
C000033,2025-08-04,0,5,6,6,39.18,33.660000000000004,5.666666666666667,4.333333333333333,6,6,1.0,32
C000033,2025-08-11,1,3,6,10,28.188,15.47,4.6,3.4,6,10,0.6,33
C000033,2025-08-18,1,5,8,12,24.186666666666667,15.114999999999998,4.0,3.0,8,12,0.6666666666666666,34
C000034,2025-06-30,0,0,4,4,43.735,43.735,6.5,3.5,0,4,0.0,27
C000034,2025-07-07,0,1,5,5,38.922,19.67,6.0,3.6,0,5,0.0,28
C000034,2025-07-14,0,8,5,5,38.922,19.67,6.0,3.6,0,5,0.0,29
C000034,2025-07-21,1,15,5,5,38.922,19.67,6.0,3.6,0,5,0.0,30
C000034,2025-07-28,0,4,2,6,35.19166666666667,18.105,5.833333333333333,3.5,1,6,0.1666666666666666,31
C000034,2025-08-04,0,0,8,13,27.861538461538466,22.12,5.153846153846154,3.8461538461538463,1,13,0.0769230769230769,32
C000034,2025-08-11,0,7,8,13,27.861538461538466,22.12,5.153846153846154,3.8461538461538463,1,13,0.0769230769230769,33
C000034,2025-08-18,1,14,8,13,27.861538461538466,22.12,5.153846153846154,3.8461538461538463,1,13,0.0769230769230769,34
C000035,2025-07-07,1,6,2,2,21.4,21.4,2.0,1.0,0,2,0.0,28
C000035,2025-07-14,1,0,8,8,28.6825,22.27,3.25,2.5,4,8,0.5,29
C000035,2025-07-21,1,3,10,10,32.578,23.14,4.6,3.0,6,10,0.6,30
C000035,2025-07-28,0,5,12,12,31.27833333333333,23.96,4.333333333333333,3.0,8,12,0.6666666666666666,31
C000035,2025-08-04,0,12,10,12,31.27833333333333,23.96,4.333333333333333,3.0,8,12,0.6666666666666666,32
C000035,2025-08-11,0,1,6,14,28.78,23.14,4.142857142857143,3.0,8,14,0.5714285714285714,33
C000035,2025-08-18,1,8,4,14,28.78,23.14,4.142857142857143,3.0,8,14,0.5714285714285714,34
C000036,2025-08-04,0,3,2,2,12.46,12.46,1.0,1.0,2,2,1.0,32
C000036,2025-08-11,0,0,4,4,21.43,21.43,3.5,2.0,2,4,0.5,33
C000036,2025-08-18,0,7,4,4,21.43,21.43,3.5,2.0,2,4,0.5,34
C000037,2025-06-30,0,0,4,4,35.285000000000004,35.285000000000004,8.5,5.5,0,4,0.0,27
C000037,2025-07-07,1,7,4,4,35.285000000000004,35.285000000000004,8.5,5.5,0,4,0.0,28
C000037,2025-07-14,1,2,7,7,30.86428571428572,25.09,6.857142857142857,4.714285714285714,1,7,0.1428571428571428,29
C000037,2025-07-21,0,0,10,10,28.889,29.495,5.9,4.0,3,10,0.3,30
C000037,2025-07-28,0,7,6,10,28.889,29.495,5.9,4.0,3,10,0.3,31
C000037,2025-08-04,1,1,8,12,28.5175,26.66,5.916666666666667,4.0,3,12,0.25,32
C000037,2025-08-11,1,4,6,13,27.27076923076923,26.66,5.615384615384615,3.8461538461538463,4,13,0.3076923076923077,33
C000037,2025-08-18,0,3,5,15,27.592,26.66,5.8,4.133333333333334,6,15,0.4,34
C000038,2025-07-14,0,4,2,2,26.67,26.67,5.0,5.0,2,2,1.0,29
C000038,2025-07-21,0,11,2,2,26.67,26.67,5.0,5.0,2,2,1.0,30
C000038,2025-07-28,0,18,2,2,26.67,26.67,5.0,5.0,2,2,1.0,31
C000038,2025-08-04,0,25,2,2,26.67,26.67,5.0,5.0,2,2,1.0,32
C000038,2025-08-11,1,32,0,2,26.67,26.67,5.0,5.0,2,2,1.0,33
C000038,2025-08-18,1,4,3,5,15.02,15.86,3.0,3.0,4,5,0.8,34
C000039,2025-07-28,0,4,2,2,39.74,39.74,5.0,5.0,2,2,1.0,31
C000039,2025-08-04,0,11,2,2,39.74,39.74,5.0,5.0,2,2,1.0,32
C000039,2025-08-11,0,18,2,2,39.74,39.74,5.0,5.0,2,2,1.0,33
C000039,2025-08-18,0,25,2,2,39.74,39.74,5.0,5.0,2,2,1.0,34
C000040,2025-06-30,0,1,2,2,24.81,24.81,6.0,2.0,0,2,0.0,27
C000040,2025-07-07,1,6,3,3,25.930000000000003,24.81,5.666666666666667,2.333333333333333,0,3,0.0,28
C000040,2025-07-14,1,5,5,5,18.622000000000003,24.81,4.2,2.2,2,5,0.4,29
C000040,2025-07-21,1,3,7,7,14.944285714285716,7.66,3.2857142857142856,1.8571428571428568,4,7,0.5714285714285714,30
C000040,2025-07-28,0,3,11,13,18.425384615384612,21.84,3.923076923076923,2.230769230769231,10,13,0.7692307692307693,31
C000040,2025-08-04,1,10,10,13,18.425384615384612,21.84,3.923076923076923,2.230769230769231,10,13,0.7692307692307693,32
C000040,2025-08-11,0,3,9,14,18.235000000000003,20.22,4.0,2.2857142857142856,11,14,0.7857142857142857,33
C000040,2025-08-18,0,1,8,15,19.594,21.84,4.266666666666667,2.466666666666667,11,15,0.7333333333333333,34
