customer_id,age,zipcode,home_store_id,gender,loyalty_tier
CUST00053,69,10013,4,Female,Bronze
CUST00054,74,10011,2,Female,Silver
CUST00055,20,10012,2,Female,Bronze
CUST00056,54,10012,4,Male,Bronze
CUST00057,68,10003,2,Female,Silver
CUST00058,24,10011,3,Male,Bronze
CUST00059,38,10011,3,Other,Silver
CUST00060,26,10011,2,Female,Platinum
CUST00061,56,10011,5,Male,Bronze
CUST00062,35,10012,4,Female,Gold
CUST00063,21,10012,3,Male,Silver
CUST00064,42,10011,5,Female,Silver
CUST00065,77,10003,2,Male,Bronze
CUST00066,31,10001,5,Male,Bronze
CUST00067,67,10001,1,Female,Bronze
CUST00068,75,10003,3,Male,Bronze
CUST00069,26,10011,2,Female,Bronze
CUST00070,43,10012,4,Male,Silver
CUST00071,70,10001,2,Female,Gold
CUST00072,19,10013,4,Female,Gold
CUST00073,37,10013,2,Female,Silver
CUST00074,45,10003,5,Male,Bronze
CUST00075,64,10011,5,Male,Bronze
CUST00076,77,10001,5,Male,Bronze
CUST00077,24,10011,1,Male,Bronze
CUST00078,61,10001,4,Female,Silver
CUST00079,78,10003,5,Female,Silver
CUST00080,25,10003,1,Female,Bronze
CUST00081,64,10013,4,Female,Bronze
CUST00082,52,10011,2,Female,Gold
CUST00083,31,10013,1,Female,Gold
CUST00084,34,10011,3,Male,Bronze
CUST00085,53,10013,1,Female,Platinum
CUST00086,67,10012,1,Female,Platinum
CUST00087,57,10012,4,Female,Bronze
CUST00088,21,10012,2,Male,Bronze
CUST00089,19,10012,3,Male,Silver
CUST00090,79,10001,5,Male,Platinum
CUST00091,23,10012,5,Female,Gold
CUST00092,71,10003,1,Female,Bronze
CUST00093,59,10003,4,Male,Bronze
CUST00094,21,10001,4,Other,Silver
CUST00095,71,10012,5,Male,Silver
CUST00096,46,10012,3,Male,Bronze
CUST00097,35,10012,2,Male,Gold
CUST00098,43,10013,3,Female,Silver
CUST00099,61,10011,2,Female,Gold
CUST00100,51,10013,5,Male,Gold
CUST00101,27,10011,2,Female,Gold
CUST00102,79,10012,4,Male,Silver
CUST00103,53,10012,1,Female,Silver
CUST00104,31,10013,1,Female,Bronze
CUST00105,48,10013,5,Female,Silver
CUST00106,65,10011,4,Male,Bronze
CUST00107,32,10003,3,Other,Silver
CUST00108,25,10011,4,Female,Bronze
CUST00109,31,10013,1,Male,Bronze
CUST00110,40,10013,1,Female,Bronze
CUST00111,77,10001,4,Male,Bronze
CUST00112,74,10013,4,Female,Gold
CUST00113,79,10001,1,Male,Gold
CUST00114,57,10003,3,Female,Silver
CUST00115,38,10011,5,Female,Bronze
CUST00116,33,10011,5,Male,Bronze
CUST00117,62,10001,4,Male,Bronze
CUST00118,35,10011,5,Male,Bronze
CUST00119,64,10013,1,Male,Gold
CUST00120,70,10012,1,Male,Bronze
CUST00121,41,10001,4,Female,Bronze
CUST00122,43,10011,4,Male,Bronze
CUST00123,42,10001,4,Male,Bronze
CUST00124,77,10001,3,Female,Silver
CUST00125,77,10012,5,Male,Silver
CUST00126,77,10013,4,Female,Bronze
CUST00127,62,10001,2,Female,Bronze
CUST00128,58,10011,2,Female,Bronze
CUST00129,46,10003,1,Female,Bronze
CUST00130,32,10001,5,Female,Bronze
CUST00131,62,10001,4,Male,Platinum
CUST00132,18,10012,2,Male,Silver
CUST00133,42,10013,5,Male,Silver
CUST00134,24,10003,1,Female,Silver
CUST00135,26,10011,3,Male,Silver
CUST00136,41,10003,5,Female,Silver
CUST00137,18,10011,5,Other,Silver
CUST00138,61,10013,3,Female,Gold
CUST00139,25,10011,5,Female,Bronze
CUST00140,41,10012,1,Male,Silver
CUST00141,28,10012,1,Female,Silver
CUST00142,68,10012,3,Female,Gold
CUST00143,34,10012,4,Male,Silver
CUST00144,25,10003,2,Male,Silver
CUST00145,52,10013,4,Female,Bronze
CUST00146,52,10011,5,Female,Silver
CUST00147,50,10011,2,Female,Bronze
CUST00148,76,10012,3,Female,Bronze
CUST00149,22,10012,3,Female,Bronze
CUST00150,59,10001,2,Female,Silver
CUST00151,56,10013,1,Male,Bronze
CUST00152,75,10003,2,Male,Bronze
CUST00153,58,10011,5,Male,Gold
CUST00154,45,10001,1,Female,Bronze
CUST00155,24,10001,3,Female,Silver
CUST00156,26,10011,2,Female,Silver
CUST00157,25,10003,4,Male,Bronze
CUST00158,29,10001,4,Female,Gold
CUST00159,51,10001,5,Female,Bronze
CUST00160,50,10013,4,Female,Silver
CUST00161,65,10003,2,Female,Silver
CUST00162,72,10001,2,Male,Silver
CUST00163,40,10003,4,Female,Silver
CUST00164,79,10011,2,Male,Bronze
CUST00165,41,10012,5,Male,Bronze
CUST00166,54,10001,1,Female,Gold
CUST00167,52,10013,5,Female,Silver
CUST00168,61,10011,5,Female,Gold
CUST00169,57,10003,2,Female,Gold
CUST00170,39,10011,1,Female,Gold
CUST00171,44,10001,2,Female,Silver
CUST00172,52,10003,3,Female,Bronze
CUST00173,18,10012,2,Male,Gold
CUST00174,52,10011,2,Male,Silver
CUST00175,54,10001,2,Male,Bronze
CUST00176,64,10013,1,Male,Gold
CUST00177,31,10003,2,Male,Gold
CUST00178,20,10011,1,Male,Silver
CUST00179,18,10011,4,Male,Bronze
CUST00180,22,10012,3,Other,Bronze
CUST00181,43,10012,1,Male,Gold
CUST00182,72,10013,4,Female,Platinum
CUST00183,31,10013,1,Male,Bronze
CUST00184,56,10001,1,Female,Bronze
CUST00185,44,10001,3,Male,Gold
CUST00186,26,10013,5,Male,Bronze
CUST00187,32,10013,5,Female,Silver
CUST00188,32,10003,1,Male,Platinum
CUST00189,43,10012,2,Male,Bronze
CUST00190,59,10001,4,Male,Silver
CUST00191,77,10012,2,Male,Bronze
CUST00192,30,10012,2,Male,Bronze
CUST00193,68,10013,1,Male,Gold
CUST00194,49,10003,1,Female,Silver
CUST00195,56,10011,1,Female,Platinum
CUST00196,66,10003,1,Female,Silver
CUST00197,69,10003,5,Male,Bronze
CUST00198,78,10012,1,Female,Bronze
CUST00199,49,10003,5,Male,Bronze
CUST00200,21,10001,5,Male,Bronze
CUST00201,47,10012,1,Female,Bronze
CUST00202,54,10001,3,Male,Bronze
CUST00203,40,10011,4,Male,Silver
CUST00204,56,10012,2,Female,Gold
CUST00205,62,10011,5,Female,Silver
CUST00206,32,10012,4,Female,Gold
CUST00207,60,10013,3,Female,Bronze
CUST00208,46,10003,2,Other,Bronze
CUST00209,53,10013,2,Male,Silver
CUST00210,30,10011,5,Male,Silver
CUST00211,49,10003,1,Male,Bronze
CUST00212,24,10012,3,Male,Gold
CUST00213,76,10003,5,Male,Gold
CUST00214,68,10001,3,Female,Silver
CUST00215,39,10003,1,Female,Bronze
CUST00216,45,10001,1,Female,Gold
CUST00217,19,10003,5,Male,Silver
CUST00218,59,10001,1,Female,Gold
CUST00219,62,10011,4,Female,Gold
CUST00220,79,10013,2,Female,Gold
CUST00221,74,10012,5,Male,Silver
CUST00222,70,10003,3,Female,Bronze
CUST00223,23,10013,4,Male,Silver
CUST00224,45,10012,5,Male,Silver
CUST00225,45,10012,1,Male,Gold
CUST00226,61,10001,1,Female,Bronze
CUST00227,61,10011,1,Female,Bronze
CUST00228,37,10011,1,Male,Gold
CUST00229,47,10013,3,Male,Gold
CUST00230,79,10011,4,Male,Platinum
CUST00231,28,10003,2,Male,Gold
CUST00232,75,10011,3,Male,Silver
CUST00233,72,10013,3,Male,Silver
CUST00234,45,10011,2,Female,Gold
CUST00235,42,10003,2,Male,Silver
CUST00236,56,10001,1,Male,Silver
CUST00237,79,10013,3,Male,Bronze
CUST00238,50,10001,5,Female,Silver
CUST00239,18,10001,2,Female,Gold
CUST00240,74,10001,2,Female,Bronze
CUST00241,44,10012,4,Male,Bronze
CUST00242,79,10012,5,Female,Bronze
CUST00243,74,10001,5,Male,Bronze
CUST00244,69,10013,2,Female,Bronze
CUST00245,30,10003,1,Female,Silver
CUST00246,58,10003,4,Female,Platinum
CUST00247,20,10011,5,Female,Silver
CUST00248,56,10013,2,Female,Bronze
CUST00249,23,10012,5,Male,Bronze
CUST00250,25,10001,4,Female,Silver
CUST00251,44,10011,4,Male,Bronze
CUST00252,26,10003,3,Female,Gold
CUST00253,79,10012,2,Male,Silver
CUST00254,54,10012,4,Male,Gold
CUST00255,50,10001,3,Male,Bronze
CUST00256,68,10003,3,Male,Silver
CUST00257,59,10013,5,Female,Bronze
CUST00258,61,10012,5,Female,Platinum
CUST00259,41,10001,3,Male,Silver
CUST00260,32,10013,5,Male,Bronze
CUST00261,76,10003,4,Female,Bronze
CUST00262,71,10012,1,Male,Bronze
CUST00263,49,10013,4,Female,Silver
CUST00264,49,10013,3,Female,Bronze
CUST00265,41,10013,3,Female,Silver
CUST00266,58,10012,4,Female,Bronze
CUST00267,69,10012,5,Male,Silver
CUST00268,66,10011,5,Female,Gold
CUST00269,79,10003,3,Male,Gold
CUST00270,66,10001,2,Male,Gold
CUST00271,75,10013,5,Female,Bronze
CUST00272,69,10011,4,Male,Bronze
CUST00273,29,10001,5,Female,Silver
CUST00274,79,10011,4,Female,Bronze
CUST00275,56,10012,3,Female,Silver
CUST00276,19,10013,5,Female,Bronze
CUST00277,20,10001,4,Male,Bronze
CUST00278,66,10001,3,Male,Bronze
CUST00279,54,10001,2,Female,Gold
CUST00280,66,10001,4,Male,Bronze
CUST00281,73,10001,2,Female,Silver
CUST00282,34,10011,2,Female,Bronze
CUST00283,76,10013,1,Female,Silver
CUST00284,66,10012,5,Male,Bronze
CUST00285,19,10012,4,Male,Gold
CUST00286,19,10012,2,Male,Gold
CUST00287,45,10012,1,Male,Bronze
CUST00288,71,10011,3,Female,Platinum
CUST00289,40,10003,4,Male,Platinum
CUST00290,54,10013,2,Male,Gold
CUST00291,49,10001,5,Male,Gold
CUST00292,50,10003,1,Female,Bronze
CUST00293,18,10012,2,Female,Silver
CUST00294,36,10003,5,Male,Bronze
CUST00295,79,10013,2,Male,Bronze
CUST00296,19,10001,4,Male,Platinum
CUST00297,70,10001,4,Male,Bronze
CUST00298,61,10013,4,Female,Gold
CUST00299,43,10013,1,Female,Gold
CUST00300,49,10012,4,Male,Gold
CUST00301,23,10001,5,Male,Platinum
CUST00302,49,10003,2,Other,Bronze
CUST00303,72,10011,3,Male,Bronze
CUST00304,21,10011,5,Female,Silver
CUST00305,72,10013,5,Male,Bronze
CUST00306,28,10012,4,Female,Bronze
CUST00307,73,10011,1,Male,Bronze
CUST00308,76,10001,2,Female,Gold
CUST00309,34,10013,1,Other,Silver
CUST00310,55,10003,2,Male,Bronze
CUST00311,41,10013,2,Male,Silver
CUST00312,22,10003,1,Male,Bronze
CUST00313,69,10013,5,Male,Bronze
CUST00314,51,10013,2,Male,Gold
CUST00315,23,10013,1,Male,Silver
CUST00316,39,10003,2,Female,Gold
CUST00317,28,10003,3,Male,Bronze
CUST00318,65,10013,5,Male,Gold
CUST00319,33,10011,4,Female,Silver
CUST00320,50,10012,2,Male,Silver
CUST00321,26,10012,3,Female,Silver
CUST00322,77,10012,4,Male,Gold
CUST00323,76,10003,4,Female,Silver
CUST00324,23,10003,2,Female,Silver
CUST00325,33,10011,1,Female,Platinum
CUST00326,46,10012,2,Other,Gold
CUST00327,20,10012,3,Male,Silver
CUST00328,37,10013,4,Other,Gold
CUST00329,77,10003,2,Male,Bronze
CUST00330,76,10012,1,Male,Bronze
CUST00331,53,10011,2,Male,Silver
CUST00332,36,10011,5,Female,Platinum
CUST00333,43,10012,1,Male,Platinum
CUST00334,20,10003,3,Female,Bronze
CUST00335,36,10011,4,Female,Silver
CUST00336,37,10013,2,Female,Bronze
CUST00337,49,10011,1,Female,Platinum
CUST00338,24,10001,5,Male,Platinum
CUST00339,69,10001,1,Male,Silver
CUST00340,58,10003,5,Male,Gold
CUST00341,50,10012,3,Male,Gold
CUST00342,57,10003,4,Male,Silver
CUST00343,56,10003,3,Male,Bronze
CUST00344,35,10003,2,Male,Silver
CUST00345,57,10003,1,Other,Silver
CUST00346,18,10013,5,Female,Silver
CUST00347,28,10013,5,Male,Bronze
CUST00348,45,10011,1,Female,Platinum
CUST00349,74,10001,1,Male,Bronze
CUST00350,42,10003,2,Male,Silver
CUST00351,67,10011,3,Female,Silver
CUST00352,40,10001,5,Female,Silver
CUST00353,48,10012,2,Male,Silver
CUST00354,47,10013,3,Other,Bronze
CUST00355,59,10001,2,Female,Bronze
CUST00356,52,10012,5,Female,Silver
CUST00357,24,10001,1,Female,Silver
CUST00358,77,10013,1,Female,Bronze
CUST00359,33,10013,3,Male,Gold
CUST00360,43,10011,4,Male,Silver
CUST00361,65,10003,3,Male,Silver
CUST00362,74,10001,4,Male,Gold
CUST00363,69,10001,2,Female,Bronze
CUST00364,77,10012,2,Male,Bronze
CUST00365,66,10013,5,Other,Gold
CUST00366,19,10001,4,Female,Silver
CUST00367,18,10013,5,Female,Silver
CUST00368,65,10001,1,Female,Gold
CUST00369,79,10011,4,Female,Gold
CUST00370,29,10003,3,Male,Platinum
CUST00371,22,10001,1,Female,Silver
CUST00372,54,10013,1,Male,Silver
CUST00373,49,10011,3,Female,Silver
CUST00374,76,10001,1,Male,Bronze
CUST00375,72,10012,4,Female,Silver
CUST00376,26,10003,5,Female,Bronze
CUST00377,58,10001,1,Male,Platinum
CUST00378,52,10011,4,Male,Silver
CUST00379,36,10012,2,Other,Silver
CUST00380,65,10011,4,Female,Bronze
CUST00381,33,10011,5,Female,Bronze
CUST00382,20,10012,4,Female,Bronze
CUST00383,37,10011,3,Male,Silver
CUST00384,41,10012,5,Male,Bronze
CUST00385,71,10001,2,Male,Silver
CUST00386,73,10012,3,Female,Gold
CUST00387,50,10012,4,Male,Gold
CUST00388,41,10003,5,Female,Silver
CUST00389,69,10012,2,Female,Bronze
CUST00390,28,10012,3,Female,Gold
CUST00391,66,10001,2,Female,Gold
CUST00392,25,10003,4,Other,Bronze
CUST00393,53,10013,2,Male,Gold
CUST00394,55,10001,1,Female,Bronze
CUST00395,57,10001,3,Female,Gold
CUST00396,37,10013,2,Female,Platinum
CUST00397,79,10012,4,Female,Bronze
CUST00398,52,10011,4,Male,Gold
CUST00399,65,10003,2,Male,Silver
CUST00400,79,10011,4,Female,Platinum
CUST00401,42,10013,5,Male,Silver
CUST00402,52,10001,5,Female,Gold
CUST00403,42,10001,5,Female,Bronze
CUST00404,46,10003,1,Male,Bronze
CUST00405,35,10001,2,Female,Bronze
CUST00406,63,10001,1,Male,Platinum
CUST00407,35,10003,4,Female,Gold
CUST00408,19,10003,1,Female,Gold
CUST00409,71,10013,4,Female,Platinum
CUST00410,52,10001,4,Male,Bronze
CUST00411,33,10001,3,Male,Bronze
CUST00412,78,10013,5,Female,Bronze
CUST00413,58,10012,4,Female,Bronze
CUST00414,53,10012,3,Female,Bronze
CUST00415,50,10012,5,Male,Silver
CUST00416,21,10013,4,Male,Bronze
CUST00417,50,10001,4,Male,Bronze
CUST00418,31,10013,1,Female,Bronze
CUST00419,38,10013,1,Male,Bronze
CUST00420,65,10012,5,Male,Platinum
CUST00421,37,10011,4,Female,Gold
CUST00422,73,10001,2,Male,Platinum
CUST00423,25,10012,1,Other,Silver
CUST00424,24,10011,5,Female,Bronze
CUST00425,20,10011,4,Female,Gold
CUST00426,34,10003,4,Male,Bronze
CUST00427,50,10001,2,Male,Bronze
CUST00428,65,10011,5,Female,Bronze
CUST00429,29,10012,4,Female,Bronze
CUST00430,76,10003,1,Female,Bronze
CUST00431,68,10001,2,Male,Bronze
CUST00432,39,10013,5,Female,Silver
CUST00433,72,10012,2,Female,Bronze
CUST00434,39,10011,1,Female,Bronze
CUST00435,63,10011,5,Female,Gold
CUST00436,47,10012,2,Female,Bronze
CUST00437,55,10011,3,Female,Bronze
CUST00438,55,10003,1,Male,Gold
CUST00439,62,10001,1,Female,Bronze
CUST00440,68,10003,1,Male,Bronze
CUST00441,71,10011,3,Male,Silver
CUST00442,25,10013,3,Male,Bronze
CUST00443,44,10001,4,Male,Silver
CUST00444,44,10001,2,Male,Gold
CUST00445,51,10012,4,Male,Bronze
CUST00446,38,10012,2,Female,Silver
CUST00447,47,10013,3,Female,Silver
CUST00448,50,10001,3,Male,Bronze
CUST00449,45,10013,4,Female,Silver
CUST00450,64,10012,5,Female,Bronze
CUST00451,50,10012,4,Male,Silver
CUST00452,22,10001,2,Male,Bronze
CUST00453,77,10003,4,Female,Silver
CUST00454,78,10011,1,Female,Bronze
CUST00455,65,10012,2,Female,Gold
CUST00456,36,10012,2,Male,Bronze
CUST00457,21,10003,5,Male,Silver
CUST00458,52,10003,3,Male,Silver
CUST00459,66,10013,2,Male,Gold
CUST00460,34,10013,3,Male,Silver
CUST00461,61,10011,4,Male,Silver
CUST00462,45,10011,1,Female,Gold
CUST00463,47,10001,5,Female,Gold
CUST00464,46,10013,3,Male,Bronze
CUST00465,63,10012,2,Female,Silver
CUST00466,70,10013,3,Male,Gold
CUST00467,23,10012,2,Male,Platinum
CUST00468,52,10003,3,Male,Gold
CUST00469,77,10013,2,Female,Bronze
CUST00470,58,10003,4,Other,Bronze
CUST00471,54,10011,2,Female,Silver
CUST00472,41,10011,2,Male,Gold
CUST00473,46,10001,1,Female,Silver
CUST00474,66,10013,2,Male,Silver
CUST00475,63,10003,1,Female,Gold
CUST00476,70,10012,5,Female,Bronze
CUST00477,48,10011,1,Male,Gold
CUST00478,52,10011,4,Female,Silver
CUST00479,77,10012,1,Female,Bronze
CUST00480,50,10003,5,Male,Silver
CUST00481,69,10003,4,Female,Gold
CUST00482,78,10013,3,Male,Bronze
CUST00483,38,10013,3,Female,Bronze
CUST00484,49,10001,1,Female,Platinum
CUST00485,40,10011,1,Female,Bronze
CUST00486,50,10013,5,Female,Silver
CUST00487,20,10003,5,Female,Silver
CUST00488,35,10012,2,Male,Silver
CUST00489,42,10003,5,Female,Silver
CUST00490,59,10011,2,Male,Bronze
CUST00491,48,10003,4,Female,Silver
CUST00492,71,10001,1,Male,Bronze
CUST00493,75,10011,4,Male,Silver
CUST00494,20,10012,5,Female,Bronze
CUST00495,57,10001,4,Male,Silver
CUST00496,63,10011,4,Female,Bronze
CUST00497,41,10012,4,Male,Bronze
CUST00498,67,10001,5,Male,Bronze
CUST00499,49,10001,4,Female,Bronze
CUST00500,64,10011,2,Male,Gold
CUST00501,39,10013,5,Male,Bronze
CUST00502,40,10001,4,Female,Platinum
CUST00503,19,10001,5,Male,Platinum
CUST00504,44,10012,3,Female,Silver
CUST00505,59,10003,2,Male,Bronze
CUST00506,19,10011,4,Male,Bronze
CUST00507,43,10011,3,Female,Gold
CUST00508,34,10013,3,Male,Bronze
CUST00509,57,10013,5,Male,Bronze
CUST00510,50,10011,3,Male,Silver
CUST00511,26,10013,2,Male,Gold
CUST00512,60,10012,2,Female,Gold
CUST00513,71,10011,1,Male,Bronze
CUST00514,65,10013,2,Female,Silver
CUST00515,56,10011,3,Female,Bronze
CUST00516,46,10003,2,Male,Bronze
CUST00517,59,10001,5,Female,Gold
CUST00518,72,10011,1,Male,Bronze
CUST00519,43,10001,3,Other,Bronze
CUST00520,52,10013,1,Male,Bronze
CUST00521,67,10001,3,Female,Gold
CUST00522,42,10011,5,Female,Gold
CUST00523,41,10003,1,Male,Silver
CUST00524,30,10013,4,Female,Gold
CUST00525,77,10011,3,Female,Bronze
CUST00526,75,10013,4,Male,Silver
CUST00527,24,10012,1,Male,Bronze
CUST00528,74,10001,4,Female,Bronze
CUST00529,53,10012,4,Female,Silver
CUST00530,62,10011,1,Other,Platinum
CUST00531,37,10003,5,Female,Bronze
CUST00532,18,10013,4,Female,Bronze
CUST00533,25,10001,4,Female,Bronze
CUST00534,63,10013,5,Male,Bronze
CUST00535,33,10011,4,Male,Platinum
CUST00536,31,10013,4,Female,Silver
CUST00537,29,10001,4,Female,Silver
CUST00538,68,10011,2,Male,Gold
CUST00539,40,10013,5,Male,Bronze
CUST00540,32,10003,4,Female,Silver
CUST00541,45,10011,5,Female,Silver
CUST00542,51,10011,3,Male,Silver
CUST00543,19,10003,3,Male,Platinum
CUST00544,49,10012,4,Male,Gold
CUST00545,40,10001,5,Male,Bronze
CUST00546,39,10012,5,Male,Gold
CUST00547,68,10013,5,Male,Bronze
CUST00548,42,10003,2,Female,Bronze
CUST00549,75,10012,3,Male,Bronze
CUST00550,79,10011,5,Female,Bronze
CUST00551,78,10013,5,Female,Silver
CUST00552,39,10013,2,Male,Silver
CUST00553,75,10012,2,Female,Platinum
CUST00554,75,10012,5,Male,Silver
CUST00555,39,10003,1,Female,Silver
CUST00556,66,10001,5,Male,Bronze
CUST00557,69,10012,5,Female,Bronze
CUST00558,59,10012,2,Female,Silver
CUST00559,23,10011,2,Male,Silver
CUST00560,32,10013,5,Male,Gold
CUST00561,71,10001,5,Female,Bronze
CUST00562,60,10011,5,Female,Bronze
CUST00563,77,10003,2,Male,Silver
CUST00564,54,10003,5,Female,Bronze
CUST00565,50,10012,5,Male,Bronze
CUST00566,25,10012,4,Female,Gold
CUST00567,70,10003,1,Male,Bronze
CUST00568,77,10012,3,Female,Silver
CUST00569,61,10001,1,Male,Bronze
CUST00570,61,10012,4,Male,Bronze
CUST00571,22,10013,3,Male,Bronze
CUST00572,56,10012,5,Male,Gold
CUST00573,21,10011,4,Female,Bronze
CUST00574,23,10001,5,Male,Gold
CUST00575,62,10011,2,Female,Bronze
CUST00576,49,10011,4,Male,Gold
CUST00577,69,10013,2,Male,Bronze
CUST00578,47,10001,4,Male,Silver
CUST00579,64,10001,4,Male,Silver
CUST00580,52,10001,2,Male,Platinum
CUST00581,72,10001,3,Male,Bronze
CUST00582,57,10001,1,Female,Bronze
CUST00583,69,10013,5,Male,Bronze
CUST00584,33,10012,4,Female,Gold
CUST00585,30,10011,5,Female,Silver
CUST00586,67,10001,2,Male,Gold
CUST00587,77,10012,5,Male,Bronze
CUST00588,59,10012,2,Other,Bronze
CUST00589,47,10011,5,Female,Bronze
CUST00590,36,10013,1,Female,Platinum
CUST00591,34,10003,1,Male,Silver
CUST00592,73,10003,1,Female,Platinum
CUST00593,36,10012,1,Female,Bronze
CUST00594,45,10011,1,Female,Silver
CUST00595,75,10003,1,Other,Silver
CUST00596,72,10012,2,Male,Bronze
CUST00597,43,10013,4,Male,Gold
CUST00598,54,10003,5,Female,Platinum
CUST00599,43,10012,1,Female,Gold
CUST00600,70,10012,2,Male,Gold
CUST00601,79,10001,2,Male,Bronze
CUST00602,40,10013,2,Male,Bronze
CUST00603,26,10001,4,Male,Platinum
CUST00604,29,10011,5,Female,Bronze
CUST00605,70,10001,4,Female,Gold
CUST00606,18,10001,3,Male,Gold
CUST00607,75,10003,2,Male,Silver
CUST00608,75,10012,3,Male,Platinum
CUST00609,18,10013,1,Male,Bronze
CUST00610,64,10001,1,Female,Bronze
CUST00611,51,10013,4,Other,Bronze
CUST00612,49,10001,5,Female,Silver
CUST00613,79,10011,3,Male,Bronze
CUST00614,71,10001,5,Female,Bronze
CUST00615,65,10003,4,Female,Gold
CUST00616,42,10012,1,Female,Platinum
CUST00617,57,10011,5,Male,Bronze
CUST00618,62,10001,5,Male,Bronze
CUST00619,70,10013,1,Male,Platinum
CUST00620,18,10011,3,Male,Bronze
CUST00621,33,10011,1,Male,Bronze
CUST00622,78,10001,5,Male,Bronze
CUST00623,56,10011,3,Female,Silver
CUST00624,22,10013,3,Female,Bronze
CUST00625,39,10011,1,Male,Platinum
CUST00626,46,10013,5,Male,Silver
CUST00627,72,10001,4,Female,Silver
CUST00628,20,10012,5,Female,Bronze
CUST00629,29,10011,2,Female,Silver
CUST00630,43,10012,4,Other,Silver
CUST00631,33,10013,3,Female,Gold
CUST00632,68,10011,4,Other,Gold
CUST00633,54,10003,3,Male,Silver
CUST00634,39,10012,3,Male,Platinum
CUST00635,74,10011,4,Male,Gold
CUST00636,46,10012,3,Male,Gold
CUST00637,31,10011,3,Male,Bronze
CUST00638,45,10001,2,Female,Bronze
CUST00639,22,10012,5,Female,Bronze
CUST00640,64,10003,5,Female,Silver
CUST00641,66,10003,2,Male,Silver
CUST00642,47,10013,4,Female,Silver
CUST00643,63,10011,1,Female,Gold
CUST00644,79,10012,1,Male,Gold
CUST00645,69,10013,1,Female,Platinum
CUST00646,22,10012,2,Male,Bronze
CUST00647,29,10011,2,Male,Silver
CUST00648,33,10003,3,Female,Bronze
CUST00649,43,10001,1,Male,Bronze
CUST00650,43,10003,4,Male,Bronze
CUST00651,65,10013,4,Female,Bronze
CUST00652,38,10001,1,Female,Silver
CUST00653,56,10013,1,Male,Gold
CUST00654,53,10011,1,Male,Bronze
CUST00655,50,10001,2,Male,Gold
CUST00656,79,10013,2,Female,Silver
CUST00657,47,10011,2,Male,Bronze
CUST00658,54,10003,5,Male,Silver
CUST00659,40,10011,4,Female,Bronze
CUST00660,75,10012,4,Female,Silver
CUST00661,27,10011,3,Male,Silver
CUST00662,71,10011,2,Female,Bronze
CUST00663,22,10012,5,Female,Bronze
CUST00664,53,10013,5,Male,Silver
CUST00665,51,10013,4,Male,Platinum
CUST00666,69,10011,2,Female,Bronze
CUST00667,48,10012,3,Male,Gold
CUST00668,27,10012,2,Female,Silver
CUST00669,75,10003,1,Male,Platinum
CUST00670,36,10013,2,Male,Gold
CUST00671,75,10001,1,Male,Silver
CUST00672,49,10013,1,Male,Silver
CUST00673,18,10013,3,Male,Gold
CUST00674,73,10003,4,Male,Bronze
CUST00675,22,10001,2,Female,Bronze
CUST00676,62,10003,1,Other,Bronze
CUST00677,21,10001,2,Female,Gold
CUST00678,33,10011,4,Female,Gold
CUST00679,41,10001,4,Male,Bronze
CUST00680,33,10003,5,Other,Silver
